test_size,nbnn_train,epochs,nblayers,nbnn_test,r2,evs,mae,time
0.05,1,20,1,3,0.7525912242959307,0.7534973152774158,0.21615990322070042,3.884658098220825
0.05,1,20,1,4,0.7582725482458493,0.7591992938428351,0.21177019911894598,3.884658098220825
0.05,1,20,1,5,0.7576418071513188,0.7586308386623564,0.21138471806931752,3.884658098220825
0.1,1,1,1,1,0.7956066632683804,0.7956224890697632,0.2436160842633795,0.7208330631256104
0.1,1,1,1,2,0.81142521465753,0.8114288792504053,0.22636825793907828,0.7208330631256104
0.1,1,1,1,3,0.8237469359575846,0.823746947862905,0.21570998928517202,0.7208330631256104
0.1,1,1,1,4,0.8273881637666107,0.8273881771444233,0.21284256176898478,0.7208330631256104
0.1,1,1,1,5,0.8279037396344222,0.8279041585332572,0.2108288829505976,0.7208330631256104
0.1,1,2,1,1,0.7964378777386473,0.7967716382749712,0.24378190322199933,0.7657809257507324
0.1,1,2,1,2,0.8116910110428713,0.8119654768037661,0.2265713766324702,0.7657809257507324
0.1,1,2,1,3,0.8242687627393647,0.8244915461382352,0.21550677708386237,0.7657809257507324
0.1,1,2,1,4,0.8279657411896864,0.8281820437324299,0.21253770683719336,0.7657809257507324
0.1,1,2,1,5,0.8284288242234709,0.8286697298788297,0.2103006449507575,0.7657809257507324
0.1,1,3,1,1,0.7962124506053991,0.7962854258947539,0.24404623623627655,0.9592645168304443
0.1,1,3,1,2,0.8115588933625044,0.8115966195516586,0.2269138183670423,0.9592645168304443
0.1,1,3,1,3,0.8239819495271266,0.8239978181317916,0.21637751338089625,0.9592645168304443
0.1,1,3,1,4,0.8275930117669461,0.8276059257331586,0.21324541439389536,0.9592645168304443
0.1,1,3,1,5,0.828005347535649,0.8280232158075049,0.21118736827391266,0.9592645168304443
0.1,1,4,1,1,0.7948526553396285,0.7958059828330586,0.245171784078232,0.8681273460388184
0.1,1,4,1,2,0.8107155098193479,0.8116055150356339,0.22704083164436967,0.8681273460388184
0.1,1,4,1,3,0.8235062507573166,0.8243293678948866,0.21562677810291184,0.8681273460388184
0.1,1,4,1,4,0.8272120743270746,0.8280418465465418,0.21312726559007827,0.8681273460388184
0.1,1,4,1,5,0.8274749805638867,0.8283805516715644,0.21082105202625434,0.8681273460388184
0.1,1,5,1,1,0.7963921117112581,0.7964605843712734,0.24372193888416008,1.3068363666534424
0.1,1,5,1,2,0.8117837115190174,0.811830248550953,0.22629632457936621,1.3068363666534424
0.1,1,5,1,3,0.8232955805625974,0.8233239433473205,0.21601341196900392,1.3068363666534424
0.1,1,5,1,4,0.8265226516308951,0.8265538186936571,0.21314742766924447,1.3068363666534424
0.1,1,5,1,5,0.8267794810843037,0.8268214231268388,0.21086766290404693,1.3068363666534424
0.1,1,6,1,1,0.7973543755052701,0.7973807484175226,0.24337149007213232,1.2444169521331787
0.1,1,6,1,2,0.8122684130155313,0.8122788366040605,0.22688813760071694,1.2444169521331787
0.1,1,6,1,3,0.8234808029250921,0.8234816336731756,0.21767365005943232,1.2444169521331787
0.1,1,6,1,4,0.8272603360156732,0.8272605043767254,0.21446450402740183,1.2444169521331787
0.1,1,6,1,5,0.8274037781352233,0.8274044490600028,0.21242878812022317,1.2444169521331787
0.1,1,7,1,1,0.7968323029571569,0.796851464935094,0.24249359090726696,1.687570571899414
0.1,1,7,1,2,0.8121430929299708,0.8121596990998932,0.2257639216843955,1.687570571899414
0.1,1,7,1,3,0.8239149706877127,0.8239234570253818,0.2157737821569106,1.687570571899414
0.1,1,7,1,4,0.8274090597389246,0.82741995169691,0.21279969968356713,1.687570571899414
0.1,1,7,1,5,0.8275922795805633,0.8276151455025129,0.21041405137005356,1.687570571899414
0.1,1,8,1,1,0.7964934286190015,0.7969289087179733,0.2436026136402271,2.042335271835327
0.1,1,8,1,2,0.8117652144357509,0.81213663673835,0.2267817102432099,2.042335271835327
0.1,1,8,1,3,0.8231067651073539,0.8234124199112494,0.21639891112844606,2.042335271835327
0.1,1,8,1,4,0.8265325292700206,0.8268390312872184,0.2131293443326582,2.042335271835327
0.1,1,8,1,5,0.8266771530903174,0.8270175624580595,0.21070332567990235,2.042335271835327
0.1,1,9,1,1,0.7955671797692195,0.7959568655047833,0.24362864441056872,1.8711190223693848
0.1,1,9,1,2,0.8117959762130131,0.812155067855014,0.22619510456326056,1.8711190223693848
0.1,1,9,1,3,0.8236841047363979,0.8239951890721621,0.2155750930428063,1.8711190223693848
0.1,1,9,1,4,0.8272535396434642,0.8275717023225049,0.21266963785901158,1.8711190223693848
0.1,1,9,1,5,0.8275978160775098,0.8279614832651211,0.21019028123747652,1.8711190223693848
0.1,1,10,1,1,0.7965052467913699,0.7965608609011665,0.24316371790797883,2.0352087020874023
0.1,1,10,1,2,0.8129477035785919,0.8129927186644079,0.22553965788175218,2.0352087020874023
0.1,1,10,1,3,0.8240298016851727,0.824054016083273,0.21599733287348458,2.0352087020874023
0.1,1,10,1,4,0.8271721951790254,0.8271990380605414,0.21301524087658738,2.0352087020874023
0.1,1,10,1,5,0.8270039550685147,0.8270423139700246,0.21081840849390646,2.0352087020874023
0.1,1,11,1,1,0.7958851509817472,0.7958885477841947,0.24372294388016452,2.48022198677063
0.1,1,11,1,2,0.8114370085810534,0.8114380232127003,0.2265503055750741,2.48022198677063
0.1,1,11,1,3,0.8227431466139628,0.8227436701200302,0.21724582627386319,2.48022198677063
0.1,1,11,1,4,0.8264284339583237,0.8264288998378941,0.21419040167404746,2.48022198677063
0.1,1,11,1,5,0.8266178303498843,0.8266180159248515,0.2120013182327288,2.48022198677063
0.1,1,12,1,1,0.7950788117485929,0.7961958656775228,0.2449381284605245,2.2348663806915283
0.1,1,12,1,2,0.8109421076514811,0.8120537293770427,0.227586067436705,2.2348663806915283
0.1,1,12,1,3,0.822236316742025,0.8232694115635459,0.2164123018247518,2.2348663806915283
0.1,1,12,1,4,0.825642506046428,0.826734713803355,0.213956265385738,2.2348663806915283
0.1,1,12,1,5,0.8258966020919329,0.8270985314241989,0.21114626796007582,2.2348663806915283
0.1,1,13,1,1,0.7960623638039108,0.7962642137565223,0.2435757284745837,2.194047451019287
0.1,1,13,1,2,0.811253573853684,0.8114339088859507,0.2267187500482659,2.194047451019287
0.1,1,13,1,3,0.8223862225544133,0.8225295491759899,0.21664177088867553,2.194047451019287
0.1,1,13,1,4,0.8259406033843011,0.8261016633461316,0.2138310113299434,2.194047451019287
0.1,1,13,1,5,0.8259888149455384,0.826181754553039,0.21126539524932766,2.194047451019287
0.1,1,14,1,1,0.7962203338192282,0.7971853032124014,0.24512643700038092,2.321237802505493
0.1,1,14,1,2,0.8111529406872635,0.8120510205278815,0.22783934445698992,2.321237802505493
0.1,1,14,1,3,0.8224635845030027,0.8232517817802051,0.21700879516146845,2.321237802505493
0.1,1,14,1,4,0.8258556516051326,0.8266806326646593,0.21393615078738196,2.321237802505493
0.1,1,14,1,5,0.8259332311805698,0.8268219125412659,0.2112818317920925,2.321237802505493
0.1,1,15,1,1,0.7967677481527621,0.796821060400619,0.24347288281746846,2.9474408626556396
0.1,1,15,1,2,0.8119452409901966,0.8119809493986514,0.22658578693968157,2.9474408626556396
0.1,1,15,1,3,0.8233766517286693,0.8233927213242784,0.21665990295246043,2.9474408626556396
0.1,1,15,1,4,0.8266240172185215,0.8266424764512367,0.21362930866986832,2.9474408626556396
0.1,1,15,1,5,0.8267549251543573,0.8267804235275273,0.2112033008912868,2.9474408626556396
0.1,1,16,1,1,0.7967851842253378,0.796951063291978,0.24342475769939478,2.863072633743286
0.1,1,16,1,2,0.8116684816318093,0.8118040820865541,0.22652480909288153,2.863072633743286
0.1,1,16,1,3,0.8232836336663326,0.8233879037918281,0.21633030501983183,2.863072633743286
0.1,1,16,1,4,0.8271159179348064,0.8272260828083748,0.21300139185084702,2.863072633743286
0.1,1,16,1,5,0.8273351946403799,0.8274683362615546,0.2104716631053626,2.863072633743286
0.1,1,17,1,1,0.7973696636968688,0.797929258195557,0.24337467473433047,2.907102346420288
0.1,1,17,1,2,0.8118246748115882,0.812317507840846,0.22684106855878228,2.907102346420288
0.1,1,17,1,3,0.8230388673764084,0.8234399232165677,0.21698952316779446,2.907102346420288
0.1,1,17,1,4,0.8263344189977869,0.8267616181453554,0.2139949713393355,2.907102346420288
0.1,1,17,1,5,0.8263610953545558,0.8268228946428756,0.21150568103026335,2.907102346420288
0.1,1,18,1,1,0.7965616344089552,0.7967856692085235,0.24355587616776278,4.017145872116089
0.1,1,18,1,2,0.8119606147011209,0.8121355489091547,0.2264045212633141,4.017145872116089
0.1,1,18,1,3,0.8232488646076539,0.8233739509788257,0.21620809974234648,4.017145872116089
0.1,1,18,1,4,0.8263070602244561,0.8264375241973854,0.21332631398353993,4.017145872116089
0.1,1,18,1,5,0.826239414298175,0.8263879709518586,0.21100631696190456,4.017145872116089
0.1,1,19,1,1,0.7972042021092718,0.7973258348493193,0.24315679387951492,2.843122959136963
0.1,1,19,1,2,0.8118601630761844,0.8119622903922643,0.22674547103456652,2.843122959136963
0.1,1,19,1,3,0.8236431095195343,0.8237025172899756,0.21687698469076977,2.843122959136963
0.1,1,19,1,4,0.8270040431280699,0.8270746597941737,0.21368482503090114,2.843122959136963
0.1,1,19,1,5,0.8271582134525483,0.8272421641641755,0.21132951332029876,2.843122959136963
0.1,1,20,1,1,0.7963136531831212,0.7963148179533812,0.24374546514256232,3.852097988128662
0.1,1,20,1,2,0.8121130382422567,0.8121143392502554,0.22602554406674283,3.852097988128662
0.1,1,20,1,3,0.8237170067181512,0.8237252587197121,0.21615378925092965,3.852097988128662
0.1,1,20,1,4,0.8268679077640898,0.826873176769049,0.21333459485074652,3.852097988128662
0.1,1,20,1,5,0.8270640415240624,0.8270654786074134,0.21099568066539176,3.852097988128662
0.15000000000000002,1,1,1,1,0.8251382289725836,0.825138241177368,0.24147786606736496,0.48848414421081543
0.15000000000000002,1,1,1,2,0.8407639065492748,0.8408901484751636,0.2232599076346817,0.48848414421081543
0.15000000000000002,1,1,1,3,0.8494431489100982,0.8495808981061975,0.21656259888577192,0.48848414421081543
0.15000000000000002,1,1,1,4,0.8556668880658218,0.8557155228727078,0.211141936077319,0.48848414421081543
0.15000000000000002,1,1,1,5,0.8560222621949622,0.8560760630363976,0.21008777377813956,0.48848414421081543
0.15000000000000002,1,2,1,1,0.8251762093847719,0.825178602059961,0.24150397897918785,0.7040917873382568
0.15000000000000002,1,2,1,2,0.8407601900816439,0.8408450781434917,0.22293340024214092,0.7040917873382568
0.15000000000000002,1,2,1,3,0.8493378825756297,0.8494204324101471,0.21614639898233595,0.7040917873382568
0.15000000000000002,1,2,1,4,0.8555976016303825,0.8556122038218502,0.21060810931805357,0.7040917873382568
0.15000000000000002,1,2,1,5,0.8559181911587156,0.855934295761605,0.20934511646972861,0.7040917873382568
0.15000000000000002,1,3,1,1,0.8263670761312765,0.8263700685444979,0.2413379886512417,1.0821545124053955
0.15000000000000002,1,3,1,2,0.8419986501642884,0.8421757076756976,0.22250722944070292,1.0821545124053955
0.15000000000000002,1,3,1,3,0.8499700932721335,0.8501585192468879,0.2161880282118691,1.0821545124053955
0.15000000000000002,1,3,1,4,0.8559806059456422,0.8560552789490128,0.210663588534907,1.0821545124053955
0.15000000000000002,1,3,1,5,0.8561133261686493,0.8561927505084701,0.2092791861636941,1.0821545124053955
0.15000000000000002,1,4,1,1,0.8244027819815128,0.8258585274594272,0.24311437656524387,1.066333532333374
0.15000000000000002,1,4,1,2,0.8408283812983909,0.8415528989805108,0.2239515244201274,1.066333532333374
0.15000000000000002,1,4,1,3,0.8493574507156043,0.850072523759465,0.21573254015689924,1.066333532333374
0.15000000000000002,1,4,1,4,0.8553325502663304,0.8563426222963412,0.21074438919068356,1.066333532333374
0.15000000000000002,1,4,1,5,0.8555541303566269,0.8565429620335145,0.20913595839146393,1.066333532333374
0.15000000000000002,1,5,1,1,0.8259362948303894,0.8260313462239277,0.24057311968134656,1.2680771350860596
0.15000000000000002,1,5,1,2,0.8417749720832371,0.8417756912753689,0.22204403184976804,1.2680771350860596
0.15000000000000002,1,5,1,3,0.8504985667931643,0.8504992253458765,0.21485775250805086,1.2680771350860596
0.15000000000000002,1,5,1,4,0.8564872294170376,0.8565074853160901,0.20978260249956995,1.2680771350860596
0.15000000000000002,1,5,1,5,0.8566035641497409,0.8566238383650533,0.20842735912657756,1.2680771350860596
0.15000000000000002,1,6,1,1,0.8264082277163596,0.8264537971997103,0.2402983366149011,1.487971544265747
0.15000000000000002,1,6,1,2,0.8423078039525842,0.8423243949552717,0.22159014404948132,1.487971544265747
0.15000000000000002,1,6,1,3,0.8506862263172712,0.8507024534461007,0.21483119346967922,1.487971544265747
0.15000000000000002,1,6,1,4,0.8565165322061622,0.8565181365496927,0.20968375215429455,1.487971544265747
0.15000000000000002,1,6,1,5,0.8565081189923971,0.8565095647457804,0.20848465496444554,1.487971544265747
0.15000000000000002,1,7,1,1,0.8261160086809176,0.8261272128750488,0.24165871388217205,1.5252916812896729
0.15000000000000002,1,7,1,2,0.8416904364655302,0.841894126425639,0.22259115156472595,1.5252916812896729
0.15000000000000002,1,7,1,3,0.8498699966197913,0.8500780022021182,0.21649931882454196,1.5252916812896729
0.15000000000000002,1,7,1,4,0.856053415580031,0.8561351353475288,0.21080236419585477,1.5252916812896729
0.15000000000000002,1,7,1,5,0.8563524786756382,0.8564296170319183,0.20939104484098425,1.5252916812896729
0.15000000000000002,1,8,1,1,0.8259855563812095,0.8264770709573563,0.24039788475113616,1.6578788757324219
0.15000000000000002,1,8,1,2,0.841940972631743,0.8420794361972814,0.22184684836349114,1.6578788757324219
0.15000000000000002,1,8,1,3,0.8501756588707403,0.8503176317949814,0.2146557129323143,1.6578788757324219
0.15000000000000002,1,8,1,4,0.8561350145006021,0.8564399215077187,0.20974330481360404,1.6578788757324219
0.15000000000000002,1,8,1,5,0.8563836971425592,0.856688929707277,0.20793830467375274,1.6578788757324219
0.15000000000000002,1,9,1,1,0.8266598177408877,0.8266634809023666,0.24046768845801308,2.2084169387817383
0.15000000000000002,1,9,1,2,0.8420789425671457,0.8421502485604058,0.2218938797821902,2.2084169387817383
0.15000000000000002,1,9,1,3,0.85019309192167,0.8502636396251052,0.21543521322981973,2.2084169387817383
0.15000000000000002,1,9,1,4,0.8561965443561561,0.8562044837395044,0.21003494165129719,2.2084169387817383
0.15000000000000002,1,9,1,5,0.8562483594045712,0.8562556676536651,0.20873869696074213,2.2084169387817383
0.15000000000000002,1,10,1,1,0.8266620270470876,0.8268993757859991,0.2419765714159155,1.7579452991485596
0.15000000000000002,1,10,1,2,0.8417004941880775,0.8424198031924114,0.22348436810852323,1.7579452991485596
0.15000000000000002,1,10,1,3,0.8496829620344861,0.8504383623222095,0.21761052947592383,1.7579452991485596
0.15000000000000002,1,10,1,4,0.8557615365189652,0.8562695196347714,0.21184219489040104,1.7579452991485596
0.15000000000000002,1,10,1,5,0.8556483457697107,0.8561705145919527,0.2109634212031486,1.7579452991485596
0.15000000000000002,1,11,1,1,0.8261800086077803,0.8262255076727076,0.2402283092705184,1.6884574890136719
0.15000000000000002,1,11,1,2,0.8420834808352132,0.842094863313589,0.22148175382171523,1.6884574890136719
0.15000000000000002,1,11,1,3,0.8504261546169667,0.850437219562074,0.21479528986982666,1.6884574890136719
0.15000000000000002,1,11,1,4,0.8564110560186394,0.8564162662721883,0.20964387048348893,1.6884574890136719
0.15000000000000002,1,11,1,5,0.8566319518693599,0.8566386664914536,0.20788155401440916,1.6884574890136719
0.15000000000000002,1,12,1,1,0.8264419923894734,0.8265509812418459,0.2419684172872465,2.025996685028076
0.15000000000000002,1,12,1,2,0.8409622310793174,0.8414622068875973,0.22373398911943385,2.025996685028076
0.15000000000000002,1,12,1,3,0.8492712576352209,0.8498041739289417,0.2180952807801965,2.025996685028076
0.15000000000000002,1,12,1,4,0.8556131402722837,0.8559492356532546,0.2121504258849844,2.025996685028076
0.15000000000000002,1,12,1,5,0.8557087823589373,0.856065971525404,0.2110729892584728,2.025996685028076
0.15000000000000002,1,13,1,1,0.8261401109082003,0.8264820869854413,0.24264560384567999,2.293250799179077
0.15000000000000002,1,13,1,2,0.8411999098152493,0.8420642371623643,0.22378374177522142,2.293250799179077
0.15000000000000002,1,13,1,3,0.8492955825751352,0.8501818881050391,0.2182915531504401,2.293250799179077
0.15000000000000002,1,13,1,4,0.8556478364374867,0.8562558050676418,0.2123205620753491,2.293250799179077
0.15000000000000002,1,13,1,5,0.8559336153514868,0.8565406964386026,0.2109831668539523,2.293250799179077
0.15000000000000002,1,14,1,1,0.8263510619990464,0.8265762283904441,0.24003693582905788,2.472810745239258
0.15000000000000002,1,14,1,2,0.8415880300614984,0.8416088527525727,0.22178292570944305,2.472810745239258
0.15000000000000002,1,14,1,3,0.8497759343425557,0.8497984226647209,0.21515009525732032,2.472810745239258
0.15000000000000002,1,14,1,4,0.8557542389666325,0.855857514321962,0.2100871533314935,2.472810745239258
0.15000000000000002,1,14,1,5,0.8560216563122667,0.8561196730723541,0.20820387601510368,2.472810745239258
0.15000000000000002,1,15,1,1,0.8268164927255605,0.8268541723252755,0.24124694210128297,3.373493194580078
0.15000000000000002,1,15,1,2,0.8418093235384618,0.8421151058498992,0.22259654400202714,3.373493194580078
0.15000000000000002,1,15,1,3,0.8495476843859431,0.8498688447085556,0.2168903764816292,3.373493194580078
0.15000000000000002,1,15,1,4,0.8557073792905687,0.8558660411441709,0.211172248913602,3.373493194580078
0.15000000000000002,1,15,1,5,0.8559218735015636,0.8560838611197389,0.20964748285349055,3.373493194580078
0.15000000000000002,1,16,1,1,0.8263083589549857,0.8263796956915659,0.24056580007726225,3.0655221939086914
0.15000000000000002,1,16,1,2,0.8416255764762102,0.8416323788908011,0.22223249212849389,3.0655221939086914
0.15000000000000002,1,16,1,3,0.8499347275946756,0.8499443503710676,0.21565118123681226,3.0655221939086914
0.15000000000000002,1,16,1,4,0.8559416389308168,0.8559465525491383,0.21059221969460876,3.0655221939086914
0.15000000000000002,1,16,1,5,0.8560065038997853,0.8560094605069446,0.20889321143125716,3.0655221939086914
0.15000000000000002,1,17,1,1,0.8267158109934031,0.8268590563390752,0.23992226834201943,3.379728078842163
0.15000000000000002,1,17,1,2,0.8425351653758428,0.8425362182981397,0.22150511791644567,3.379728078842163
0.15000000000000002,1,17,1,3,0.8503901026490746,0.8503916141744331,0.2149565780004784,3.379728078842163
0.15000000000000002,1,17,1,4,0.8562117862619272,0.8562547570511614,0.20991061965744076,3.379728078842163
