test_size,epochs,nblayers,fake,r2,evs,mae,time
0.05,14,2,1,0.7683342178705593,0.768385270974058,0.21015683958787637,1.889852523803711
0.05,15,2,1,0.762214908856164,0.7668005579112482,0.2111833471727771,2.010080337524414
0.05,16,2,1,0.7686336022839662,0.7702759920919086,0.20814320790534843,1.933884859085083
0.05,17,2,1,0.7677770415332208,0.7681451121552294,0.20834391716208275,2.2099342346191406
0.05,18,2,1,0.7711120033198846,0.7725975575260497,0.20692345524483033,2.4110107421875
0.05,19,2,1,0.7692342856342207,0.7693929438480309,0.20993838145923743,2.2052133083343506
0.05,20,2,1,0.7685707977732519,0.7685864195242172,0.21019940484899846,2.4460299015045166
0.05,1,3,1,0.7159406490498583,0.7159423483627674,0.28346281123249684,0.6397700309753418
0.05,2,3,1,0.7498621671951697,0.7502627860816097,0.23540356099752957,0.7221741676330566
0.05,3,3,1,0.762480117846247,0.7625908009845086,0.21706729691511092,0.7874326705932617
0.05,4,3,1,0.7608710558704692,0.7609897813997903,0.21392870968584057,0.8265082836151123
0.05,5,3,1,0.7577377675777006,0.7590513450458615,0.22612603101181847,1.0683767795562744
0.05,6,3,1,0.7615942032642036,0.7673853068316139,0.21599166026304764,1.1073157787322998
0.05,7,3,1,0.7669409550194897,0.7687329376822731,0.20943271733164465,1.4540250301361084
0.05,8,3,1,0.7691051046287372,0.7698519449186512,0.20933241774148134,1.3106443881988525
0.05,9,3,1,0.7609392372818427,0.7628036806282628,0.2124363492626555,1.3333137035369873
0.05,10,3,1,0.7668153571731005,0.7686875555461872,0.20868895357249873,1.4731831550598145
0.05,11,3,1,0.7654806484320732,0.7674558730910638,0.2094596572033642,1.528193712234497
0.05,12,3,1,0.7634919171466645,0.7646664667077799,0.20955382098933856,1.640453577041626
0.05,13,3,1,0.7705836726022763,0.772005942674219,0.20647139735271897,1.759887456893921
0.05,14,3,1,0.7676157192074411,0.7677753571533547,0.21375605148026428,2.139238119125366
0.05,15,3,1,0.7702570209891558,0.7719748986918381,0.20588907392549383,2.283393621444702
0.05,16,3,1,0.7663364169909409,0.7690547628097656,0.21138949017660513,2.3665761947631836
0.05,17,3,1,0.7674726201707234,0.7708775464697516,0.20723970844716202,2.54545259475708
0.05,18,3,1,0.7698504114844562,0.7700329795336953,0.2060337569398795,2.2782585620880127
0.05,19,3,1,0.7689422488549509,0.7690988455227168,0.20466150456382992,2.354912519454956
0.05,20,3,1,0.7639347560863645,0.7674834292275975,0.20672417674234583,2.545384168624878
0.1,1,1,1,0.7565870140206574,0.7583312083313581,0.2989938347032188,0.51483154296875
0.1,2,1,1,0.8198391527906053,0.8199781330033751,0.2332983736483149,0.5839190483093262
0.1,3,1,1,0.8198526028371,0.819880245822881,0.2306241827738085,0.856755256652832
0.1,4,1,1,0.8257692170623672,0.8270615847398332,0.2204423112539867,0.8040556907653809
0.1,5,1,1,0.8295947691823429,0.8296199086470739,0.21793884796291046,0.8399794101715088
0.1,6,1,1,0.8290921325253039,0.8294710856614184,0.21725849998638777,0.9982719421386719
