test_size,nbnn_train,epochs,nblayers,nbnn_test,r2,evs,mae,time
0.05,1,1,1,1,0.7057128103217462,0.7084635051891315,0.2692533168244694,0.5480237007141113
0.05,1,1,1,2,0.7345683583670704,0.7376845977278303,0.23444118761233487,0.5480237007141113
0.05,1,1,1,3,0.7444998344370659,0.7480722830165322,0.22241998324732362,0.5480237007141113
0.05,1,1,1,4,0.7480842646438273,0.7516722199698291,0.22222830583364478,0.5480237007141113
0.05,1,1,1,5,0.7492056618221996,0.7528317899370144,0.22068742122061952,0.5480237007141113
0.05,1,1,1,6,0.7505546762385512,0.7542241244876448,0.22228049500945002,0.5480237007141113
0.05,1,1,1,7,0.7519711365275836,0.7555967441493026,0.21919567983991003,0.5480237007141113
0.05,1,1,1,8,0.7506700665127893,0.7539997624742605,0.21796238231366596,0.5480237007141113
0.05,1,1,1,9,0.7501931567014016,0.753347409372532,0.21777945927376746,0.5480237007141113
0.05,1,1,1,10,0.748526209364663,0.7516994054893515,0.21778765647605913,0.5480237007141113
0.05,1,2,1,1,0.7139080688147879,0.7140217818288992,0.2622395753352327,0.40039920806884766
0.05,1,2,1,2,0.7418730670609215,0.7420610128356084,0.22848994781307064,0.40039920806884766
0.05,1,2,1,3,0.751553002057256,0.7518891154600109,0.2170983524289961,0.40039920806884766
0.05,1,2,1,4,0.7563029541310131,0.7566536242784333,0.21446915196354793,0.40039920806884766
0.05,1,2,1,5,0.7566848400891025,0.757058487795067,0.2145301595058163,0.40039920806884766
0.05,1,2,1,6,0.7579421084765734,0.7583312146356103,0.2155724708475006,0.40039920806884766
0.05,1,2,1,7,0.7588245025846955,0.7591998109845886,0.2142336248152282,0.40039920806884766
0.05,1,2,1,8,0.7574111344765613,0.7577129908624507,0.21402509264085193,0.40039920806884766
0.05,1,2,1,9,0.7567656940587791,0.757019483286481,0.21417321584345753,0.40039920806884766
0.05,1,2,1,10,0.7550487823652995,0.7553082429139399,0.21478130528928435,0.40039920806884766
0.05,1,3,1,1,0.7075160653937518,0.7092488822657987,0.26924567367480373,0.4793846607208252
0.05,1,3,1,2,0.7359853418476621,0.738064268997805,0.23492714061908038,0.4793846607208252
0.05,1,3,1,3,0.7442351976194456,0.7467313329800052,0.22537464865551704,0.4793846607208252
0.05,1,3,1,4,0.7482641958990743,0.7507826820081872,0.22318196786671726,0.4793846607208252
0.05,1,3,1,5,0.7487948049710416,0.7513586529453874,0.22259263915810537,0.4793846607208252
0.05,1,3,1,6,0.7503074154975891,0.7529239515001551,0.2241743368113068,0.4793846607208252
0.05,1,3,1,7,0.7513921657959401,0.7539755900179699,0.22368816639379333,0.4793846607208252
0.05,1,3,1,8,0.7498148307786561,0.7521632294367421,0.22303944870229545,0.4793846607208252
0.05,1,3,1,9,0.7492938960603289,0.7515013202098715,0.2230386475446742,0.4793846607208252
0.05,1,3,1,10,0.7474366097641043,0.7496536782841938,0.22356874754651676,0.4793846607208252
0.05,1,4,1,1,0.7044181072915798,0.7057648256393453,0.26642550835758516,0.5392999649047852
0.05,1,4,1,2,0.7353514407808542,0.7369832758849817,0.23365872342592117,0.5392999649047852
0.05,1,4,1,3,0.7447416964308369,0.7467572552429389,0.22278282532328772,0.5392999649047852
0.05,1,4,1,4,0.7493368133437119,0.7513936325303352,0.22058610208580084,0.5392999649047852
0.05,1,4,1,5,0.7500752192798554,0.7521621922679368,0.22010043775175678,0.5392999649047852
0.05,1,4,1,6,0.7511683924944891,0.7532857530142312,0.2219891449300371,0.5392999649047852
0.05,1,4,1,7,0.752155202447195,0.7542332055599545,0.22092532052187203,0.5392999649047852
