,test_size,epochs,nblayers,fake,r2,evs,mae,time
293,0.25,14,3,1,0.867018576580566,0.8678118182045138,0.2072302962451738,1.7360129356384275
294,0.25,15,3,1,0.8648006622780297,0.8661972227064456,0.2135553044759973,1.8062450885772705
295,0.25,16,3,1,0.8637866931602937,0.8642395123159282,0.2116161335057431,1.9218189716339111
296,0.25,17,3,1,0.8673059143889349,0.8690883633689156,0.205875987537485,1.9624357223510744
297,0.25,18,3,1,0.8698734950668527,0.870798491309784,0.2060294356049513,2.288785457611084
298,0.25,19,3,1,0.8666707159680953,0.8672395073072123,0.2065930404610579,2.19517183303833
299,0.25,20,3,1,0.8665697396152046,0.8666867098028349,0.2076488917972675,2.273392915725708
300,0.3,1,1,1,0.7543606391806559,0.7549305769684878,0.3147257048631234,0.4732570648193359
301,0.3,2,1,1,0.8261887443081117,0.8267657683291081,0.2644838526012292,0.5480501651763916
302,0.3,3,1,1,0.852862908210998,0.8528748769147836,0.2338022166288871,0.6375699043273926
303,0.3,4,1,1,0.8642977056578944,0.8645055234122659,0.2216662061304723,0.720789909362793
304,0.3,5,1,1,0.8678445414143716,0.8682753475126502,0.2245270742828709,0.8026981353759766
305,0.3,6,1,1,0.8685390885616183,0.8686871154042313,0.2183508692906176,0.8891725540161133
306,0.3,7,1,1,0.8645871981451578,0.8647230631995597,0.2200728948950052,0.9655334949493408
307,0.3,8,1,1,0.8697109333086049,0.8697165760431589,0.2173675415360893,1.0566556453704834
308,0.3,9,1,1,0.8724979612047887,0.8725145126988597,0.2157074392138376,1.156243085861206
309,0.3,10,1,1,0.8708126860520807,0.8708463876654232,0.2148978476766966,1.204195261001587
310,0.3,11,1,1,0.8757862257657268,0.8758102788908072,0.2097860026386971,1.2891740798950195
311,0.3,12,1,1,0.8733901315487773,0.8735582719917706,0.2110200983548812,1.3797519207000732
312,0.3,13,1,1,0.876478395428244,0.8775087473715206,0.2091082849074503,1.4412908554077148
313,0.3,14,1,1,0.8749912328014777,0.8759016223326072,0.2078350592343303,1.5189080238342283
314,0.3,15,1,1,0.8764393304441975,0.8765501620504378,0.2079680969014865,1.6081044673919678
315,0.3,16,1,1,0.8748383104606573,0.8751007251764488,0.2129928279924302,1.8705151081085205
316,0.3,17,1,1,0.87425633642262,0.8745988928870652,0.2082980786015147,1.7792253494262695
317,0.3,18,1,1,0.8783578830514788,0.8784476191932877,0.2077256533748121,1.84427809715271
318,0.3,19,1,1,0.8776472756997974,0.8776667514659934,0.2080624731477882,1.9312994480133057
319,0.3,20,1,1,0.8773374692737806,0.8774532409588753,0.2087111839480752,1.9955732822418213
320,0.3,1,2,1,0.776005619101314,0.7764744191689489,0.3028473312488735,0.524810791015625
321,0.3,2,2,1,0.846595967351505,0.846775635955324,0.2375252490334386,0.6116626262664795
322,0.3,3,2,1,0.8590908030240112,0.8594735066908562,0.2251032238200866,0.6958143711090088
323,0.3,4,2,1,0.8700323529934888,0.8701525777417609,0.2213206030344215,0.793071985244751
324,0.3,5,2,1,0.8660166831952194,0.8661489262976101,0.2186607125945004,0.8445348739624023
325,0.3,6,2,1,0.8678327113765247,0.8680366694226387,0.2155177022471029,1.144726276397705
326,0.3,7,2,1,0.8712693201358606,0.8713280353824301,0.2173544295857445,1.01698899269104
327,0.3,8,2,1,0.86856683670135,0.8700431829292359,0.2145166419068732,1.113986253738403
328,0.3,9,2,1,0.8718469091107518,0.8727102598727166,0.2143220313374857,1.1688024997711182
329,0.3,10,2,1,0.8750622289217307,0.8750908986859884,0.2117766492802775,1.2912983894348145
330,0.3,11,2,1,0.872243043089076,0.873207775853426,0.2147830233486633,1.36952805519104
331,0.3,12,2,1,0.8747552526238168,0.875632746038084,0.2094294257123604,1.4367897510528564
332,0.3,13,2,1,0.8754594494618511,0.8754612335169846,0.2084070405287523,1.5210447311401367
333,0.3,14,2,1,0.8707333734824994,0.8771630776906446,0.2149645132830486,1.6008245944976809
334,0.3,15,2,1,0.8756522774951204,0.8762044909417379,0.2062253076137228,1.7134301662445068
335,0.3,16,2,1,0.8737924251971707,0.8739559807707776,0.2059993416852552,1.7918221950531006
336,0.3,17,2,1,0.8768437775441666,0.8777180612779388,0.2094025387413897,1.8919124603271484
337,0.3,18,2,1,0.8764119142746946,0.8774308041130506,0.2107901453078177,1.9933574199676516
338,0.3,19,2,1,0.8802903823332917,0.8815780125190342,0.209814589371642,2.041923999786377
339,0.3,20,2,1,0.8784524736558429,0.8784535035916294,0.2054314368938662,2.123626947402954
340,0.3,1,3,1,0.7868879061992302,0.7868893668895538,0.3000733082997802,0.5325939655303955
341,0.3,2,3,1,0.835284888950234,0.8362583728275527,0.2565255575907477,0.655785322189331
342,0.3,3,3,1,0.8566034646585154,0.8575019361535247,0.2349209196830571,0.7209913730621338
343,0.3,4,3,1,0.8616352370324595,0.8616366195606681,0.2273157094823788,0.8206801414489746
344,0.3,5,3,1,0.8673040896810154,0.8686973550663641,0.2222247976921659,0.9036979675292968
345,0.3,6,3,1,0.8670744736937621,0.8673927547206981,0.2142022433516183,0.9906680583953856
346,0.3,7,3,1,0.8707365328687824,0.8709082272889073,0.2151302339567893,1.1020865440368652
347,0.3,8,3,1,0.8713528185217547,0.8732901748604536,0.2130316962287459,1.1654880046844482
348,0.3,9,3,1,0.8733201394672261,0.8734090304602542,0.2121311491764303,1.2311484813690186
349,0.3,10,3,1,0.8758118353885176,0.8758176030291208,0.2106511715091136,1.5762476921081543
350,0.3,11,3,1,0.8774945473560561,0.8778619188964505,0.2081679247189347,1.4497065544128418
351,0.3,12,3,1,0.8772178175724732,0.8772194623019008,0.2079354375272009,1.522341012954712
352,0.3,13,3,1,0.8762977096551056,0.8766421346312856,0.2062944536300557,1.6272304058074951
353,0.3,14,3,1,0.8774936694081437,0.8776364896373794,0.2053711844162412,1.6968872547149658
354,0.3,15,3,1,0.8756376670014385,0.8758740175601556,0.2076673973330605,1.7800533771514893
355,0.3,16,3,1,0.8762424088987008,0.8762677729741964,0.2058189483363714,1.8667259216308596
356,0.3,17,3,1,0.881484330645091,0.881484351031776,0.206550936653657,1.929589033126831
357,0.3,18,3,1,0.8771113591523377,0.8780816086742681,0.2052948683165772,2.0584025382995605
358,0.3,19,3,1,0.8796444780506942,0.8796722893588533,0.2067418138388923,2.141198873519897
359,0.3,20,3,1,0.8739948868485078,0.8773812900240413,0.210319037987761,2.292513847351074
360,0.35,1,1,1,0.7708695583268093,0.7713822508896044,0.3096295218010257,0.4691855907440185
361,0.35,2,1,1,0.8396965051472951,0.8400541081971281,0.2459032269009087,0.5906975269317627
362,0.35,3,1,1,0.8559842168220662,0.8560396969369225,0.2371779767000778,0.6277415752410889
363,0.35,4,1,1,0.8561231171295764,0.8571210650850742,0.229537303725878,0.7148985862731934
364,0.35,5,1,1,0.8657091600454758,0.865794521596524,0.2229022857191282,0.8113932609558105
365,0.35,6,1,1,0.8727941457434256,0.8732981783207205,0.2219087372806781,0.8944475650787354
366,0.35,7,1,1,0.8724832825042494,0.872838763795562,0.2165092844232561,0.9386942386627196
367,0.35,8,1,1,0.8707012526860418,0.8707126244478962,0.2164553298344666,1.2157468795776367
368,0.35,9,1,1,0.8756650338566543,0.8757331870642994,0.2114488247383011,1.1110613346099854
369,0.35,10,1,1,0.8797935342887367,0.8802734085037965,0.2092323881228444,1.2142198085784912
370,0.35,11,1,1,0.8736362497118475,0.875657244191358,0.2131497741636397,1.2894816398620603
371,0.35,12,1,1,0.8756717776088928,0.8757091612790008,0.2106666646304424,1.3376824855804443
372,0.35,13,1,1,0.877829781534188,0.8781338523042468,0.2105176421018551,1.430140495300293
373,0.35,14,1,1,0.8767160526997143,0.8771061957041673,0.207585389071218,1.4958531856536863
374,0.35,15,1,1,0.8776513120582806,0.8783215542063689,0.2133921110453368,1.5758275985717771
375,0.35,16,1,1,0.8803467541945454,0.8807524408951315,0.208268033138771,1.6643071174621582
376,0.35,17,1,1,0.8794215804825829,0.8795112802279251,0.2085988847605434,1.9520447254180908
377,0.35,18,1,1,0.8811111445117773,0.8813167361960845,0.2074313075989943,1.8366966247558596
378,0.35,19,1,1,0.8803350161897432,0.8803352227050489,0.2078031959714454,1.903764009475708
379,0.35,20,1,1,0.8804309437281245,0.88043626860131,0.2054124575768683,1.972139358520508
380,0.35,1,2,1,0.7876886854443788,0.7895599438634286,0.2893019846538259,0.4969606399536133
381,0.35,2,2,1,0.8421847563680165,0.8426579901095419,0.2503006119738496,0.6049816608428955
382,0.35,3,2,1,0.8553447316837031,0.855361969641391,0.2300536610857116,0.6796977519989014
383,0.35,4,2,1,0.8646025159934294,0.8668637003611586,0.2326343220573127,0.7520875930786133
384,0.35,5,2,1,0.8673723382701833,0.8694124921502577,0.2192307968183249,0.853313684463501
385,0.35,6,2,1,0.8719589823119669,0.8719665907454217,0.215739156765174,0.9079554080963136
386,0.35,7,2,1,0.8762297968668716,0.8765932342833654,0.2110035981377941,1.039428949356079
387,0.35,8,2,1,0.8739461898777603,0.8741261269640541,0.215667808768026,1.1576082706451416
388,0.35,9,2,1,0.8789528481243143,0.8789815134191753,0.2118595941783791,1.173814296722412
389,0.35,10,2,1,0.877956536572567,0.8779594416968822,0.2081551129377045,1.2681193351745603
390,0.35,11,2,1,0.8780942751554166,0.879164937868587,0.2136003545318138,1.353092908859253
391,0.35,12,2,1,0.8796209217414005,0.8796570079395517,0.2094467611641455,1.4381730556488037
392,0.35,13,2,1,0.8764569423340781,0.8765213061946203,0.2071051931839354,1.5081164836883545
393,0.35,14,2,1,0.8839270950575598,0.8840485524193135,0.2051097534389496,1.5789515972137451
394,0.35,15,2,1,0.8745521297657632,0.879492209586681,0.2208587630026984,1.8904426097869875
395,0.35,16,2,1,0.8811929863111282,0.8813252633617601,0.2085703620586453,1.7851064205169678
396,0.35,17,2,1,0.8779591125230103,0.879005241922197,0.2066680346630623,1.8613500595092771
397,0.35,18,2,1,0.8807481146936688,0.8813520444460591,0.2064094884138127,1.9397685527801516
398,0.35,19,2,1,0.8830260571553952,0.8837578214965007,0.2086186411636372,2.015120029449463
399,0.35,20,2,1,0.8837022785787617,0.8837038751164401,0.2061133160229171,2.090850353240967
400,0.35,1,3,1,0.8160719602351674,0.8169808505493353,0.2775741409671964,0.5444777011871338
401,0.35,2,3,1,0.8433266231796692,0.8462946695103288,0.2436305730835841,0.6299302577972412
402,0.35,3,3,1,0.8595294361524171,0.8596383087955096,0.2295373796535675,0.7214326858520508
403,0.35,4,3,1,0.8672029542802431,0.8680376913419937,0.2227198166743761,1.0320372581481934
404,0.35,5,3,1,0.8717040561031318,0.8729962576078618,0.2184092625925776,0.9155056476593018
405,0.35,6,3,1,0.8706093422960972,0.8728718411836875,0.2237562938147274,1.0082781314849854
406,0.35,7,3,1,0.8746869340049594,0.8746898238887992,0.2146227481118905,1.0563726425170898
407,0.35,8,3,1,0.8733065945161462,0.8733122841760929,0.2143022689275403,1.1747119426727295
408,0.35,9,3,1,0.8716237862787888,0.8725866585692168,0.2188896524651015,1.2717626094818115
409,0.35,10,3,1,0.8784627163538326,0.8787851729047292,0.2086267816276284,1.3180062770843506
410,0.35,11,3,1,0.8797165547053424,0.8801512700772656,0.2120429496403067,1.413708209991455
411,0.35,12,3,1,0.8785663534936519,0.8797711944137777,0.2083552298559458,1.7105796337127686
412,0.35,13,3,1,0.8797683274976087,0.8799590481963397,0.2074816947298598,1.6049668788909912
413,0.35,14,3,1,0.8806755623408347,0.8806853740991744,0.2081239110228499,1.693115472793579
414,0.35,15,3,1,0.8790613232914741,0.8813195996723153,0.2118296069020771,1.7572884559631348
415,0.35,16,3,1,0.8785372396528492,0.8788313864460001,0.2087848742608327,1.908250331878662
416,0.35,17,3,1,0.8812422307981624,0.8826097817174378,0.2054327721036546,1.9572727680206297
417,0.35,18,3,1,0.8811274580924298,0.8820335830938658,0.20445280189311,2.020587682723999
418,0.35,19,3,1,0.8816761569431755,0.8817161290723707,0.2042050742503052,2.153918027877808
419,0.35,20,3,1,0.8791931879446404,0.8801225370286445,0.2050803770252751,2.209315538406372
420,0.4,1,1,1,0.7372843711209632,0.7380030306512773,0.3321773019388186,0.4612135887145996
421,0.4,2,1,1,0.8502134213288866,0.8502513918703,0.2479469727256644,0.5570180416107178
422,0.4,3,1,1,0.8593579582011052,0.8604817899128856,0.2336422308236356,0.6658351421356201
423,0.4,4,1,1,0.8656096324123199,0.8656659448297787,0.2288170806895794,0.6975510120391846
424,0.4,5,1,1,0.8729452127637798,0.8730446538839814,0.2221694289048124,0.7858593463897705
425,0.4,6,1,1,0.8730869905227958,0.8741851957360381,0.219094131455104,0.9134533405303956
426,0.4,7,1,1,0.8787777913178394,0.8791367415705951,0.2140956861364233,0.9399206638336182
427,0.4,8,1,1,0.8744926746285087,0.874492681673308,0.2194805874869055,1.0295498371124268
428,0.4,9,1,1,0.881820970940883,0.8818500651884975,0.2141372628159613,1.105637550354004
429,0.4,10,1,1,0.871978274486809,0.877451680135846,0.2204103608637298,1.3940563201904297
430,0.4,11,1,1,0.8809805266150043,0.8814832285807512,0.2130696683376375,1.2633683681488037
431,0.4,12,1,1,0.8813997662933082,0.8816927535814363,0.2101376293703213,1.3288812637329102
432,0.4,13,1,1,0.8822943206720998,0.8834039203129163,0.2101844980513496,1.3987548351287842
433,0.4,14,1,1,0.8818526264650736,0.8823599622311074,0.208457673725645,1.4864833354949951
434,0.4,15,1,1,0.8834278941409681,0.884290598379839,0.2090003359487816,1.5761499404907229
435,0.4,16,1,1,0.8807436519818395,0.88143823629873,0.2114277923975984,1.630549669265747
436,0.4,17,1,1,0.8794794443717754,0.88237479078316,0.2108996545089621,1.7192206382751465
437,0.4,18,1,1,0.8815459439096249,0.8823545429998096,0.2115139750208375,1.7893905639648438
438,0.4,19,1,1,0.8845449890067675,0.8851607163886167,0.2041689252522738,1.8593063354492188
439,0.4,20,1,1,0.8853994056352654,0.8853998899326574,0.2057028354783669,2.159810781478882
440,0.4,1,2,1,0.777394809286684,0.777586709955513,0.3164394176098331,0.5184967517852783
441,0.4,2,2,1,0.8436560553168193,0.8445830751987541,0.2484982369723975,0.5893166065216064
442,0.4,3,2,1,0.8641678656811205,0.8675027013663899,0.2400706042364152,0.6633267402648926
443,0.4,4,2,1,0.8680334982911717,0.8698454327084876,0.2243443578473007,0.7410259246826172
444,0.4,5,2,1,0.876399576420979,0.8776952192087415,0.2191879182646509,0.8323345184326172
445,0.4,6,2,1,0.8764066637406449,0.8771953594203701,0.2169888650228106,0.9201209545135498
446,0.4,7,2,1,0.876362194538191,0.8766611713464668,0.2136856385625887,1.0066547393798828
447,0.4,8,2,1,0.8726672358080558,0.8757607313372728,0.2178863388491356,1.0833609104156494
448,0.4,9,2,1,0.8805461431987779,0.8806926434776972,0.2084534738666695,1.376474142074585
449,0.4,10,2,1,0.8796624345339342,0.879781893167346,0.2160035287699137,1.235604763031006
450,0.4,11,2,1,0.8835051583933934,0.8841590446845529,0.2113455097766676,1.3325111865997314
451,0.4,12,2,1,0.8835447758762313,0.8835584037885653,0.2086413565080621,1.4188284873962402
452,0.4,13,2,1,0.8826373697217673,0.8829331023989228,0.2114690296383544,1.4720523357391355
453,0.4,14,2,1,0.88677150910757,0.8868441095288564,0.2081862225242724,1.5783028602600098
454,0.4,15,2,1,0.8844057172822526,0.8851953545358391,0.210666136872614,1.6557822227478027
455,0.4,16,2,1,0.8849626844188616,0.8860874977757105,0.2053860310824546,1.7334794998168943
456,0.4,17,2,1,0.8836789562317255,0.8843805147628565,0.2098941905314464,1.7869584560394287
457,0.4,18,2,1,0.8851373665336458,0.8856508133822932,0.2080892068419366,2.1137640476226807
458,0.4,19,2,1,0.8860005381452369,0.8860006515803025,0.201643496715425,1.991365909576416
459,0.4,20,2,1,0.8801647896034818,0.8844528482545227,0.2091794016428775,2.062886953353882
460,0.4,1,3,1,0.7811778055443478,0.7818085702835822,0.3294063021100162,0.5399415493011475
461,0.4,2,3,1,0.8449567211645757,0.8507876667705077,0.2463003813969544,0.665377140045166
462,0.4,3,3,1,0.8666878944562594,0.8696000505684148,0.2277279397821633,0.7137510776519775
463,0.4,4,3,1,0.8695027159926865,0.870411476866583,0.2244145386732509,0.7988340854644775
464,0.4,5,3,1,0.8764691272121876,0.8765375940119406,0.2170948973300936,0.8798263072967529
465,0.4,6,3,1,0.8733313234810616,0.8733709443459672,0.2212821089405073,0.9607021808624268
466,0.4,7,3,1,0.8773010452347837,0.8773934416376664,0.2165585596049104,1.0444331169128418
467,0.4,8,3,1,0.8802454620267444,0.8823760514625821,0.2191017141541446,1.2147696018218994
468,0.4,9,3,1,0.8788913053167681,0.880230503243179,0.2188245939037764,1.2577180862426758
469,0.4,10,3,1,0.8824852908250462,0.8825183440960269,0.2115918510458869,1.2934625148773191
470,0.4,11,3,1,0.8832950528072163,0.8840402105913633,0.2118730463488953,1.3703231811523438
471,0.4,12,3,1,0.8843166428379295,0.8845650906939796,0.2076456077853483,1.4749629497528076
472,0.4,13,3,1,0.8855750312456286,0.885971186760113,0.2071855259249007,1.767364263534546
473,0.4,14,3,1,0.8837394131815741,0.8837531094002957,0.2081564969168312,1.6543607711791992
474,0.4,15,3,1,0.8851646017021944,0.8851785019225307,0.2066768947833909,1.7367310523986816
475,0.4,16,3,1,0.8813135315839361,0.8831102369042214,0.2155156228081954,1.8344242572784424
476,0.4,17,3,1,0.8871480081655002,0.8876652167471512,0.2049899753449725,1.914722442626953
477,0.4,18,3,1,0.8867580775329972,0.8867699566754609,0.2061565777539951,2.003091812133789
478,0.4,19,3,1,0.8823302305790242,0.8840454438016545,0.2069792694399852,2.079464912414551
479,0.4,20,3,1,0.8857799673431679,0.8858146248000491,0.2084989194356895,2.132802963256836
480,0.45,1,1,1,0.7675614221426219,0.7686246878895303,0.3312357628481414,0.4627370834350586
481,0.45,2,1,1,0.8260807428844329,0.8260930606632202,0.2719079960964786,0.5665290355682373
482,0.45,3,1,1,0.8622246283218331,0.8625271794075665,0.2365439660534293,0.6270143985748291
483,0.45,4,1,1,0.86410537155638,0.8648533685388109,0.2334777020502231,0.7219576835632324
484,0.45,5,1,1,0.8725591064754931,0.8725660741157233,0.2245041366496926,0.7680037021636963
485,0.45,6,1,1,0.8734620944001709,0.8735551191456482,0.2238136939559473,0.946735143661499
486,0.45,7,1,1,0.8728480588767661,0.8736499438786922,0.2249406516396388,0.9631586074829102
487,0.45,8,1,1,0.8788873668654239,0.8789987423426634,0.2165628676409502,1.01774001121521
488,0.45,9,1,1,0.88024691517539,0.8803073864147669,0.216048254639549,1.1112024784088137
489,0.45,10,1,1,0.8776385511510024,0.8782575842250373,0.2187263778058447,1.1709263324737549
490,0.45,11,1,1,0.8824038326476458,0.8825647152596573,0.2148506927504428,1.43697190284729
491,0.45,12,1,1,0.8849476880132346,0.8849523585782871,0.2095106311069119,1.315382719039917
492,0.45,13,1,1,0.8834049656384408,0.8846626891952426,0.209705931444175,1.3770158290863037
493,0.45,14,1,1,0.8849819925223412,0.8860965867367163,0.2082803172530372,1.4776217937469482
494,0.45,15,1,1,0.885477823616086,0.8860379827239424,0.2075169911116304,1.5425119400024414
495,0.45,16,1,1,0.8861439282665056,0.8864716670648368,0.2095345509043431,1.6343517303466797
496,0.45,17,1,1,0.8824729677032737,0.8835225504699683,0.2095947679008921,1.691328525543213
497,0.45,18,1,1,0.8853418413816021,0.8857416454167433,0.2071300700528761,1.7591989040374756
498,0.45,19,1,1,0.8848733842879362,0.8851670757181808,0.2089472339094608,1.831218957901001
499,0.45,20,1,1,0.8821620515320354,0.8825226896651326,0.2079258855159867,1.905212163925171
500,0.45,1,2,1,0.7767617520851533,0.776788859408029,0.3089560970680917,0.7323851585388184
501,0.45,2,2,1,0.8500970986250685,0.8514473910706883,0.251273202370498,0.6017055511474609
502,0.45,3,2,1,0.8648085306849881,0.8648919493516538,0.2343035234815058,0.6950325965881348
503,0.45,4,2,1,0.8658070686582469,0.8680743423261994,0.2304327574158639,0.7496066093444824
504,0.45,5,2,1,0.8745978082225743,0.8747148590807422,0.2191917024288029,0.8405146598815918
505,0.45,6,2,1,0.8762911782454941,0.8781267309467536,0.2188400876764274,0.9221279621124268
506,0.45,7,2,1,0.8784616501612649,0.8803263335233737,0.2197092184905965,0.983421802520752
507,0.45,8,2,1,0.8803471111333718,0.880367564282071,0.2143668005278074,1.069509983062744
508,0.45,9,2,1,0.8851663938522294,0.8851696390782103,0.2090242949852661,1.1967735290527344
509,0.45,10,2,1,0.8833042075060789,0.8834141710225976,0.2104485942813092,1.4639551639556885
510,0.45,11,2,1,0.8818739717312357,0.8820691195655014,0.2109709423749083,1.3327767848968506
511,0.45,12,2,1,0.8850815792860118,0.8854281418337845,0.2095836843133855,1.3788554668426514
512,0.45,13,2,1,0.884454098371156,0.8847547494250159,0.2058829703019952,1.4810171127319336
513,0.45,14,2,1,0.8865327688017597,0.8865536904870963,0.2088965747391413,1.5788226127624512
514,0.45,15,2,1,0.8878447476624354,0.8878751951381323,0.2055711636363973,1.6222615242004397
515,0.45,16,2,1,0.8891561348161269,0.8906848342933527,0.2094607484749626,1.7088873386383057
516,0.45,17,2,1,0.8866787435694881,0.8866838947541158,0.2069552296499227,1.7751245498657229
517,0.45,18,2,1,0.8852756593371889,0.8854145924161396,0.2082220035596523,1.8901042938232424
518,0.45,19,2,1,0.8854403601287757,0.8870293536164388,0.2082990632577591,2.200239658355713
519,0.45,20,2,1,0.8861333947166679,0.8861715105133359,0.2049794525755389,2.0702195167541504
520,0.45,1,3,1,0.7902511384225078,0.7902511668496983,0.3011409463384047,0.5288236141204834
521,0.45,2,3,1,0.8531596395230998,0.8531857058978205,0.2396020444070559,0.6230449676513672
522,0.45,3,3,1,0.860094874047185,0.8604906575886627,0.2388511927069374,0.729264497756958
523,0.45,4,3,1,0.870665729340873,0.8709124900723668,0.2250504235944113,0.800825834274292
524,0.45,5,3,1,0.8794872102278777,0.8808030708931094,0.2155913006721224,0.8599038124084473
525,0.45,6,3,1,0.8767944865123843,0.8778433261563956,0.2192678374819404,0.9563705921173096
526,0.45,7,3,1,0.8797052856132805,0.8816605396325219,0.2123312194503509,1.276378154754639
527,0.45,8,3,1,0.8811468867284523,0.8827165623259893,0.2157396128579921,1.1318843364715576
528,0.45,9,3,1,0.8842391434673856,0.8842454742003042,0.2130315931536976,1.1947448253631592
529,0.45,10,3,1,0.883924754695425,0.883953513941305,0.2114796265138294,1.30163311958313
530,0.45,11,3,1,0.885261753156038,0.885326930490383,0.2085068864200431,1.4029014110565186
531,0.45,12,3,1,0.8816238513158889,0.8847194828326758,0.2097988197205141,1.4690520763397217
532,0.45,13,3,1,0.8787966309076485,0.8849034928422072,0.2252294074332378,1.540572166442871
533,0.45,14,3,1,0.8841937462938398,0.8864078821916048,0.2093417507016847,1.646961688995361
534,0.45,15,3,1,0.8876441184741019,0.8880200915623266,0.2066933644662595,1.9602112770080569
535,0.45,16,3,1,0.887184406643735,0.8871927858622581,0.2091119427250444,1.804265022277832
536,0.45,17,3,1,0.8828544565157902,0.8891248325395098,0.2108179880899138,1.86608362197876
537,0.45,18,3,1,0.8870744775182822,0.88797860833002,0.2071264326451525,1.9708189964294436
538,0.45,19,3,1,0.8882845393356069,0.8883441822798936,0.2066162321349036,2.046773195266724
539,0.45,20,3,1,0.8843693011182769,0.8872118141844693,0.2083387334232819,2.1477761268615723
540,0.5,1,1,1,0.65679637924312,0.65683968881021,0.4045056470557835,0.4627549648284912
541,0.5,2,1,1,0.8464835468177393,0.8467081241598734,0.2496355680418212,0.555689811706543
542,0.5,3,1,1,0.8628409866441739,0.8633200289434582,0.2360596261671163,0.6304073333740234
543,0.5,4,1,1,0.8654142476828441,0.8661500283136567,0.2344589847053557,0.9468090534210204
544,0.5,5,1,1,0.8707255036265946,0.8709697620327668,0.2272635592174227,0.7951962947845459
545,0.5,6,1,1,0.8700791780616906,0.8719452195818723,0.2249995618562695,0.8554658889770508
546,0.5,7,1,1,0.8833073935199015,0.8833466286804659,0.2159862125603986,0.9636976718902588
547,0.5,8,1,1,0.8805974255241702,0.8806074843771466,0.2198367360516129,1.0024244785308838
548,0.5,9,1,1,0.8841491535283581,0.8844109620283175,0.2147008789929025,1.1374640464782717
549,0.5,10,1,1,0.8817836346568865,0.8822987699638755,0.2171956072265698,1.1705288887023926
550,0.5,11,1,1,0.8816251460481032,0.882045951747887,0.2143751759442113,1.3625032901763916
551,0.5,12,1,1,0.8815475342834845,0.8837354422728835,0.2142887466385631,1.3013160228729248
552,0.5,13,1,1,0.8834929749783574,0.8836366546388642,0.212431579738954,1.3909876346588137
553,0.5,14,1,1,0.8845780830160093,0.885121293610111,0.2129765150107199,1.6516516208648682
554,0.5,15,1,1,0.8871517207451928,0.887597292893612,0.2109388889912999,1.5299465656280518
555,0.5,16,1,1,0.8853630776864501,0.8853890766496059,0.2111422532953021,1.6212806701660156
556,0.5,17,1,1,0.8865968160949398,0.8871050657867356,0.206984844894172,1.707294225692749
557,0.5,18,1,1,0.8895721392178583,0.8895763273399396,0.2073364955121628,1.7246854305267334
558,0.5,19,1,1,0.8882960587364079,0.8884046771300216,0.2071589597639912,1.8362667560577397
559,0.5,20,1,1,0.8862881267579632,0.8871263177065274,0.2086719419211574,1.916835069656372
560,0.5,1,2,1,0.7500748832827323,0.7516390335750363,0.3333519527014579,0.5027878284454346
561,0.5,2,2,1,0.8504667629610341,0.8508401937793859,0.2463573436044696,0.5960984230041504
562,0.5,3,2,1,0.8711224311335798,0.8711345408736013,0.2256867893955328,0.8623659610748291
563,0.5,4,2,1,0.8682674132036319,0.8714217048631246,0.2313007023032406,0.7621612548828125
564,0.5,5,2,1,0.8721277683141735,0.8723437325673362,0.2277937783015934,0.8250405788421631
565,0.5,6,2,1,0.879051469612988,0.8790551136714111,0.2197979420305923,0.9128661155700684
566,0.5,7,2,1,0.8772571838560499,0.8781055800133644,0.2166321626306666,1.0031015872955322
567,0.5,8,2,1,0.8845813887089665,0.886883785709444,0.2121847002181987,1.0520246028900146
568,0.5,9,2,1,0.8836400651555073,0.8841455548445674,0.2133618043136938,1.1176388263702393
569,0.5,10,2,1,0.8831032056518291,0.88318599190858,0.2151878410891235,1.2232859134674072
570,0.5,11,2,1,0.8860025442618967,0.8862930249031681,0.2116119885432443,1.2929363250732422
571,0.5,12,2,1,0.8862192584942903,0.886244836932077,0.2111276864883844,1.6163790225982666
572,0.5,13,2,1,0.8872961146099139,0.887851318935427,0.207923078621132,1.4808690547943115
573,0.5,14,2,1,0.8867974739264941,0.8871597757317536,0.2087752107735596,1.5389456748962402
574,0.5,15,2,1,0.8872068449607293,0.8872093809690137,0.208352256205923,1.6331453323364258
575,0.5,16,2,1,0.8896747249174124,0.8897047349790711,0.206083146416056,1.6793181896209717
576,0.5,17,2,1,0.8873702935357621,0.8884063552255215,0.2079915531909484,1.8005993366241455
577,0.5,18,2,1,0.8880903892491404,0.8880988487793195,0.2067868617875769,1.8518016338348389
578,0.5,19,2,1,0.8929103653568584,0.8931608014438736,0.2051271107455299,1.9274795055389404
579,0.5,20,2,1,0.8887578429839217,0.8887771863105995,0.2041472536619486,2.0253746509552
580,0.5,1,3,1,0.7592370185374258,0.7593430873702516,0.3138127774000673,0.7504582405090332
581,0.5,2,3,1,0.8478001548443661,0.8479787602176567,0.2505326370208429,0.6214110851287842
582,0.5,3,3,1,0.8592911172651687,0.8593607271350336,0.2338131462086547,0.718064546585083
583,0.5,4,3,1,0.8791904482178577,0.8797851146498987,0.2200185557529259,0.7917745113372803
584,0.5,5,3,1,0.8760642602883768,0.8777910035647213,0.2276200505918521,0.8764495849609375
585,0.5,6,3,1,0.8776425239966684,0.8801216167362298,0.2252390618481542,0.9526605606079102
586,0.5,7,3,1,0.8842160420643727,0.8842522755660429,0.2139355887260347,1.0265026092529297
