,test_size,epochs,nblayers,fake,r2,evs,mae,time
178,0.15,19,3,1,0.8644716012483277,0.8645066309920094,0.203984951471295,2.2684314250946045
179,0.15,20,3,1,0.8642328159152991,0.8653906518262917,0.2053869569290402,2.3447697162628174
180,0.2,1,1,1,0.7775491966760703,0.7798018765854345,0.2870267039997812,0.4634616374969482
181,0.2,2,1,1,0.826824463523036,0.8273242543590742,0.2443749012293364,0.5861003398895264
182,0.2,3,1,1,0.8381755633006963,0.8381775226627153,0.2308392546594357,0.6529357433319092
183,0.2,4,1,1,0.8508812362030049,0.8509466281323145,0.2199487846781033,0.7611863613128662
184,0.2,5,1,1,0.8452264367501751,0.8456491206427679,0.2191783968278668,0.8145706653594971
185,0.2,6,1,1,0.8474748084532726,0.8475651522951284,0.2197994631353619,0.8954293727874756
186,0.2,7,1,1,0.8481068790482705,0.848174578997643,0.2193511936897871,1.1674516201019287
187,0.2,8,1,1,0.8551672836928411,0.8552260843558054,0.2115982689620411,1.1299095153808594
188,0.2,9,1,1,0.8539291479043943,0.8540003405771882,0.2161277630284072,1.1520235538482666
189,0.2,10,1,1,0.8549474520366236,0.8549590475178891,0.2129063448688591,1.409850835800171
190,0.2,11,1,1,0.8580657709719908,0.8582628296347304,0.2100749098379946,1.3203139305114746
191,0.2,12,1,1,0.8544936840015073,0.854618281097953,0.2104987726677343,1.3750278949737549
192,0.2,13,1,1,0.8491903762572357,0.8507066238693125,0.2175790758011737,1.469076156616211
193,0.2,14,1,1,0.8565915311558311,0.8566248612564262,0.2089516297366556,1.5676124095916748
194,0.2,15,1,1,0.8605681906410387,0.8613110489672153,0.2053855562988163,1.6503052711486816
195,0.2,16,1,1,0.859909731189842,0.8599505750385545,0.2073595324587567,1.7323639392852783
196,0.2,17,1,1,0.8656587025382974,0.8657565565128464,0.2049683298057441,2.0309925079345703
197,0.2,18,1,1,0.8597590660397871,0.8609429592023545,0.2108587455550081,1.893817901611328
198,0.2,19,1,1,0.8556344472062815,0.8556536552079193,0.2113868047756927,1.9938089847564695
199,0.2,20,1,1,0.8611876763211219,0.8624461779247119,0.2097323364427798,2.040125131607056
200,0.2,1,2,1,0.8028990620352818,0.8035552861382321,0.2576101144425122,0.5213108062744141
201,0.2,2,2,1,0.8361182314020097,0.8367625800920473,0.236684411698015,0.5970215797424316
202,0.2,3,2,1,0.8406345866908277,0.8411515277576375,0.2236123744587722,0.7015013694763184
203,0.2,4,2,1,0.8452533371594989,0.846306519560838,0.2257839029591546,0.7795708179473877
204,0.2,5,2,1,0.8416746530986905,0.8433179986280901,0.2160475785490706,1.0857017040252686
205,0.2,6,2,1,0.8482872477801802,0.8513403770040727,0.2136332627679929,0.9515478610992432
206,0.2,7,2,1,0.8555373878185246,0.855604713711945,0.2126564003260379,1.052917242050171
207,0.2,8,2,1,0.8567990330721867,0.8570910342058276,0.2149762959850292,1.1555135250091553
208,0.2,9,2,1,0.8576276286553944,0.8576280216016852,0.2101194892257104,1.2148616313934326
209,0.2,10,2,1,0.8490829302480967,0.8496067181945584,0.2117278265197962,1.3368520736694336
210,0.2,11,2,1,0.8562795951843943,0.8568397001120523,0.2113921517348696,1.4067702293395996
211,0.2,12,2,1,0.8581737305152215,0.85847533668841,0.2053408272335443,1.5056648254394531
212,0.2,13,2,1,0.85480502221525,0.8550025761698862,0.2147149436549258,1.5595879554748535
213,0.2,14,2,1,0.8570896293573069,0.8576429667963833,0.2061884672503772,1.932870864868164
214,0.2,15,2,1,0.853811067555768,0.85387512512589,0.2069255533949014,1.772918462753296
215,0.2,16,2,1,0.8563375924345269,0.8566899172399959,0.2083920855106572,1.8437941074371336
216,0.2,17,2,1,0.8520885816326645,0.85320775878542,0.2067656290786318,1.9284920692443848
217,0.2,18,2,1,0.8579671905337277,0.8580151492566637,0.2050971517569478,2.0930819511413574
218,0.2,19,2,1,0.8638181158682938,0.863904243391549,0.2061402632860886,2.1891372203826904
219,0.2,20,2,1,0.8590230453339642,0.8599535188068472,0.2043744597481808,2.1794204711914062
220,0.2,1,3,1,0.7817083646028554,0.7817849681496496,0.3139709157729434,0.5410196781158447
221,0.2,2,3,1,0.8231614923985646,0.823267125974803,0.2385848375158103,0.8872356414794922
222,0.2,3,3,1,0.8414300370748752,0.8417836841774223,0.2245795984792798,0.752763032913208
223,0.2,4,3,1,0.8389100940249516,0.8393608067492212,0.2218641258137724,0.8262929916381836
224,0.2,5,3,1,0.8459567999063055,0.8483772152890408,0.2169021479343864,0.9353346824645996
225,0.2,6,3,1,0.8504148443337602,0.8507955298824196,0.2147122816810408,0.9966039657592772
226,0.2,7,3,1,0.8471632785224633,0.8485815440559884,0.220208515891636,1.1040122509002686
227,0.2,8,3,1,0.8531701116485029,0.8543042733118308,0.2153478080073888,1.2134966850280762
228,0.2,9,3,1,0.8500020824340244,0.8500742790953274,0.2107071772429469,1.3858087062835691
229,0.2,10,3,1,0.8511639978511585,0.8516612394670257,0.2148452248496708,1.734926462173462
230,0.2,11,3,1,0.8577743619147566,0.8600732335284094,0.2076586526293015,1.4659647941589355
231,0.2,12,3,1,0.8552860766251279,0.8557959770519801,0.2113165818267755,1.573209285736084
232,0.2,13,3,1,0.8559846780708106,0.8564693112137982,0.2111774308131543,1.6469712257385254
233,0.2,14,3,1,0.8480721577478857,0.8515554899583243,0.2098441089673695,1.745110273361206
234,0.2,15,3,1,0.853334649806864,0.8566586738392199,0.2083193634032447,1.874206066131592
235,0.2,16,3,1,0.8589254432697366,0.859844236262327,0.2077260207340167,1.9267866611480715
236,0.2,17,3,1,0.8572483028854583,0.8577556068664505,0.208028482839451,2.029088497161865
237,0.2,18,3,1,0.8522984269192234,0.8572789588990095,0.223190266034645,2.353393077850342
238,0.2,19,3,1,0.8614368019050545,0.8614368023015853,0.2066557016172117,2.226618766784668
239,0.2,20,3,1,0.8612906140884059,0.8629423041212485,0.2120498214018627,2.283295154571533
240,0.25,1,1,1,0.7830782907806226,0.7832349989648069,0.2884179406857587,0.4661042690277099
241,0.25,2,1,1,0.8338618189851802,0.834134403654113,0.2471822681051011,0.5439260005950928
242,0.25,3,1,1,0.8467598777940053,0.8484903824321504,0.2383631671121742,0.6513745784759521
243,0.25,4,1,1,0.8405709040553703,0.8405769621848227,0.2283233102554696,0.7134084701538086
244,0.25,5,1,1,0.853686276858481,0.8552829804000125,0.2205349509810577,0.8014287948608398
245,0.25,6,1,1,0.861131818909835,0.861187635799793,0.2188763184755905,0.8847692012786865
246,0.25,7,1,1,0.8579909635047696,0.8579920734028407,0.2188446291516057,1.1647090911865234
247,0.25,8,1,1,0.8560876854051749,0.8566364437894074,0.2175756577639014,1.0543601512908936
248,0.25,9,1,1,0.8612715744860426,0.8613719114452446,0.2167752984380608,1.1673376560211182
249,0.25,10,1,1,0.8624045072950948,0.8624171527104847,0.2145863914198666,1.2087137699127195
250,0.25,11,1,1,0.8613785117936132,0.8655143352367474,0.222793663727091,1.321842908859253
251,0.25,12,1,1,0.8634577029306827,0.8644706475844743,0.2094918641449228,1.3870794773101809
252,0.25,13,1,1,0.8636069394854917,0.8645591237582617,0.2090915351239451,1.4394912719726562
253,0.25,14,1,1,0.8672722026578696,0.867310044229126,0.2149477582381837,1.5598301887512207
254,0.25,15,1,1,0.8688367938125345,0.8691262553156229,0.2082152777720801,1.6240572929382324
255,0.25,16,1,1,0.8707582738843854,0.8710184302318597,0.2085667859819549,1.708785057067871
256,0.25,17,1,1,0.8686845970468005,0.8689592187721098,0.2084127063534042,1.9842851161956787
257,0.25,18,1,1,0.8675582766393927,0.8679995697796702,0.2084559408644985,1.8770966529846191
258,0.25,19,1,1,0.8648529769796887,0.8662162598553699,0.2108970638925628,1.9392735958099363
259,0.25,20,1,1,0.868467605094434,0.8691844568115881,0.2119589795907748,2.0272912979125977
260,0.25,1,2,1,0.788229404907685,0.7882488054026254,0.2908686725650417,0.5278019905090332
261,0.25,2,2,1,0.84296748425291,0.8430518324270455,0.2379023007165157,0.6008057594299316
262,0.25,3,2,1,0.8517762616665668,0.8525648012260983,0.2217160447477181,0.6809206008911133
263,0.25,4,2,1,0.8564259828189993,0.8565097884459483,0.2226726911170451,0.7659316062927246
264,0.25,5,2,1,0.8601548275747721,0.8605869828584384,0.2161976815883355,0.8514080047607422
265,0.25,6,2,1,0.8570790366072959,0.8585970572982398,0.2214345134840019,1.1706905364990234
266,0.25,7,2,1,0.861416070352615,0.8614395751717706,0.214074967902567,1.039297580718994
267,0.25,8,2,1,0.8636561321067788,0.8651072826255075,0.2099470159364846,1.1582705974578855
268,0.25,9,2,1,0.8633928390012284,0.8634090458201121,0.2103428462765121,1.2092125415802002
269,0.25,10,2,1,0.8607113611868566,0.8612787347490459,0.2154320013821758,1.2897663116455078
270,0.25,11,2,1,0.8569821941243898,0.8653604296885107,0.2181910131936211,1.37131929397583
271,0.25,12,2,1,0.8657060027125241,0.8665805775007513,0.2085783399461447,1.441352605819702
272,0.25,13,2,1,0.8651493595939528,0.8651517754182895,0.2082120910556176,1.559352159500122
273,0.25,14,2,1,0.8683946247348744,0.8686373582079948,0.2077971869206672,1.846639394760132
274,0.25,15,2,1,0.8676189989359742,0.8682135848558675,0.2100607953045586,1.7294166088104248
275,0.25,16,2,1,0.865759327135447,0.8658897721306357,0.2115691697519246,1.8221275806427
276,0.25,17,2,1,0.8663889623505299,0.8679697045873266,0.2072007791118138,1.917520523071289
277,0.25,18,2,1,0.8657848739252285,0.8662123842554061,0.2103688589385222,1.9716150760650637
278,0.25,19,2,1,0.8681691683142111,0.8693839957589418,0.2090916911664778,2.054950714111328
279,0.25,20,2,1,0.8689081185108035,0.8693076005929224,0.2049812369112895,2.162067651748657
280,0.25,1,3,1,0.8018396191928185,0.8069104006404351,0.2711259607041173,0.5355818271636963
281,0.25,2,3,1,0.8453453241264476,0.8453634421305858,0.238946733537523,0.6231343746185303
282,0.25,3,3,1,0.8454208515281972,0.8457143112027944,0.2256622019550069,0.9445562362670898
283,0.25,4,3,1,0.8547614431669072,0.8548097496789462,0.2228117277395162,0.8131506443023682
284,0.25,5,3,1,0.8569758792956296,0.8590426059049732,0.2245841501832947,0.919121026992798
285,0.25,6,3,1,0.8640574248752704,0.8653595503875454,0.2144167000289914,1.0350420475006104
286,0.25,7,3,1,0.8624103477079885,0.8624126141804929,0.2170086011064876,1.133218765258789
287,0.25,8,3,1,0.8682949260665098,0.8685321617873081,0.2139664683466873,1.1806538105010986
288,0.25,9,3,1,0.8596153244028524,0.8618314400174262,0.2136603810456289,1.281167984008789
289,0.25,10,3,1,0.8630592909748573,0.8639169007567957,0.2088175644164079,1.3611242771148682
290,0.25,11,3,1,0.8633781450160991,0.8633781819205013,0.2109987424008504,1.476111650466919
291,0.25,12,3,1,0.8663643359396178,0.8664265950899852,0.2083865642758464,1.5978708267211914
292,0.25,13,3,1,0.8668389299883088,0.867088261714829,0.208579770284065,1.7132775783538818
