test_size,nbnn_train,epochs,nbnn_test,r2,evs,mae,mse,time
0.05,1,1,1,0.24648078201310997,0.2481685354933637,0.5181691927328598,0.812182686971847,0.5790472030639648
0.05,1,1,2,0.36942077143713814,0.3699679794282905,0.5201951993049613,0.6796714934107095,0.5790472030639648
0.05,1,1,3,0.38641946781283865,0.38666764220718575,0.5210487420120339,0.6613494034521822,0.5790472030639648
0.05,1,1,4,0.37931490955399216,0.3794842110784248,0.5266869130945504,0.6690070704083532,0.5790472030639648
0.05,1,1,5,0.3532971477569812,0.35329897554284295,0.5477307960556255,0.6970503839441965,0.5790472030639648
0.05,1,1,6,0.3525289251489,0.35262587631264153,0.5563009466358808,0.6978784147191657,0.5790472030639648
0.05,1,1,7,0.3510957842122342,0.35119604877203625,0.5628111277173381,0.69942312947755,0.5790472030639648
0.05,1,1,8,0.3396965834436686,0.3397106287289543,0.5722712989268626,0.7117097882495447,0.5790472030639648
0.05,1,1,9,0.3336244834363139,0.3336280583593103,0.5805627599988529,0.7182546173419075,0.5790472030639648
0.05,1,1,10,0.3297860612989274,0.3297878790275952,0.5859515962807207,0.7223918708197996,0.5790472030639648
0.05,1,6,1,0.25144252437429593,0.25207388020301924,0.48794837899896765,0.8068346598123856,0.9543726444244385
0.05,1,6,2,0.3703349366515989,0.3704374725206866,0.4996597118688416,0.6786861580105051,0.9543726444244385
0.05,1,6,3,0.3853125008233126,0.3853299263799227,0.5054087115441989,0.6625425507568313,0.9543726444244385
0.05,1,6,4,0.3774242217265328,0.3774276759622157,0.51455409244586,0.6710449532961092,0.9543726444244385
0.05,1,6,5,0.348149797770241,0.3482386956920879,0.5409600607018169,0.7025984687749777,0.9543726444244385
0.05,1,6,6,0.34782268119725246,0.34782273458343893,0.5490956263550555,0.7029510522404832,0.9543726444244385
0.05,1,6,7,0.3460885558803578,0.34608865860534777,0.5554625305403645,0.7048201838111208,0.9543726444244385
0.05,1,6,8,0.336055763897648,0.3360945398798567,0.5634956313478332,0.7156340552504137,0.9543726444244385
0.05,1,6,9,0.332646593968272,0.33270778829557335,0.5711109257778897,0.7193086380977916,0.9543726444244385
0.05,1,6,10,0.3297538294276522,0.32986879103531297,0.5760350809753454,0.7224266120277125,0.9543726444244385
0.05,1,11,1,0.2485875792144211,0.24866321702763872,0.49486883052047737,0.809911870022497,1.510265827178955
0.05,1,11,2,0.3613722889719182,0.3614544262353323,0.5057249432273573,0.6883465715754206,1.510265827178955
0.05,1,11,3,0.3758012814960763,0.37609737395894904,0.510728032393323,0.6727942437265358,1.510265827178955
0.05,1,11,4,0.3678116496007944,0.3682881096269208,0.5216539496423084,0.6814058896484038,1.510265827178955
0.05,1,11,5,0.3384014541877751,0.3395862168025928,0.5473833307151117,0.7131057467518873,1.510265827178955
0.05,1,11,6,0.3376927875896777,0.33843729855814697,0.5526198441642738,0.7138695849235901,1.510265827178955
0.05,1,11,7,0.3372364842413472,0.33806277843095556,0.5595448442629879,0.7143614126974209,1.510265827178955
0.05,1,11,8,0.3267512227796763,0.3281002193823399,0.5664029234171392,0.7256629795642802,1.510265827178955
0.05,1,11,9,0.3214571684812302,0.3230103907417887,0.5728514058784023,0.7313691900264022,1.510265827178955
0.05,1,11,10,0.3152043110161228,0.31709178438871166,0.5791778114157276,0.7381088490238602,1.510265827178955
0.05,1,16,1,0.2108440781636326,0.2108582236335942,0.5185843498570304,0.8505938027023976,2.1733345985412598
0.05,1,16,2,0.3279118002385072,0.32809100633707344,0.5259661718827361,0.7244120480731491,2.1733345985412598
0.05,1,16,3,0.3506063356397847,0.35113724995096474,0.5268509839512884,0.6999506829190781,2.1733345985412598
0.05,1,16,4,0.3383953330565419,0.33912346940472915,0.535160614415307,0.7131123444294164,2.1733345985412598
0.05,1,16,5,0.30318072093750004,0.3048197082203775,0.5635309186342694,0.7510685074691924,2.1733345985412598
0.05,1,16,6,0.3005354213927254,0.3014521983644467,0.5696003581388108,0.7539197505972182,2.1733345985412598
0.05,1,16,7,0.2934911758496901,0.29444148820954597,0.5783562651077736,0.7615124093327401,2.1733345985412598
0.05,1,16,8,0.2802584959285065,0.2817463524496735,0.5869486985347842,0.7757752884706313,2.1733345985412598
0.05,1,16,9,0.27445616271926687,0.2761841575009817,0.5944060419138814,0.782029348704392,2.1733345985412598
0.05,1,16,10,0.2690439737020067,0.2711036966982623,0.601536954784367,0.7878628909864076,2.1733345985412598
0.05,1,21,1,0.19756115870563662,0.1975976917122555,0.5306488889901235,0.8649108326582461,2.750351905822754
0.05,1,21,2,0.31095570004700523,0.3111360042385033,0.5363550618651566,0.7426882256215995,2.750351905822754
0.05,1,21,3,0.3325903043627084,0.3330831351081015,0.5347967400225943,0.7193693099983934,2.750351905822754
0.05,1,21,4,0.3166237124700798,0.31729294336185765,0.547999759723672,0.7365789434033421,2.750351905822754
0.05,1,21,5,0.27956169464863445,0.2811165578176896,0.5760221067347014,0.7765263375776253,2.750351905822754
0.05,1,21,6,0.2755835463303675,0.27641714439948173,0.5854422121818084,0.7808141952900465,2.750351905822754
0.05,1,21,7,0.26799731585379194,0.26881080832917736,0.5942690414814374,0.788991033923192,2.750351905822754
0.05,1,21,8,0.2547556356824171,0.2560478661441359,0.6034723285820922,0.803263614004615,2.750351905822754
0.05,1,21,9,0.24682017157710745,0.2483630210047877,0.6119788189311791,0.8118168750304421,2.750351905822754
0.05,1,21,10,0.23900433642562535,0.2408580976748702,0.619544215663061,0.8202411936712046,2.750351905822754
0.05,1,26,1,0.1672091634253534,0.17002703225727167,0.5445841519512298,0.897625811245728,3.238849401473999
0.05,1,26,2,0.28450649006146034,0.28577368681178583,0.5550829010219284,0.7711965767313866,3.238849401473999
0.05,1,26,3,0.31264038009839024,0.3134805511946922,0.5533764404824326,0.7408723887614896,3.238849401473999
0.05,1,26,4,0.2947960830012559,0.2955768214230061,0.5649379107371697,0.760105911699622,3.238849401473999
0.05,1,26,5,0.26193088212845006,0.2621158388869812,0.5922232660886989,0.795529755598464,3.238849401473999
0.05,1,26,6,0.2577582383064605,0.2582706093376086,0.6052477188030356,0.8000272508052536,3.238849401473999
0.05,1,26,7,0.24802633030656462,0.2484795412988977,0.6142658156900851,0.8105168136459133,3.238849401473999
0.05,1,26,8,0.2349477420035514,0.2351055235927706,0.6233563177048259,0.8246136047246043,3.238849401473999
0.05,1,26,9,0.2276090052666696,0.2276883668808778,0.63258986785592,0.8325236815742214,3.238849401473999
0.05,1,26,10,0.2187318025116778,0.21875470230367533,0.6408181776210883,0.8420919981005142,3.238849401473999
0.05,1,31,1,0.15633002520727735,0.15691017210384994,0.5403794986562792,0.9093519192187948,4.955596923828125
0.05,1,31,2,0.2770570251443065,0.2771755298076697,0.546982889905907,0.7792260022436922,4.955596923828125
0.05,1,31,3,0.310062709330058,0.31007324910522127,0.5465999134848563,0.7436507380335176,4.955596923828125
0.05,1,31,4,0.2874964958379872,0.2874988068114799,0.5602120921353392,0.76797379107752,4.955596923828125
0.05,1,31,5,0.25119565907652264,0.25129926875668374,0.588403026500139,0.8071007442281238,4.955596923828125
0.05,1,31,6,0.2481226373608566,0.24812541408356537,0.6001446777345925,0.8104130088320983,4.955596923828125
0.05,1,31,7,0.24073570118222365,0.2407417677833954,0.6075843034709367,0.8183750375778017,4.955596923828125
0.05,1,31,8,0.22365895976274652,0.22369428174659622,0.6174169001799235,0.8367812485936907,4.955596923828125
0.05,1,31,9,0.21422677067731233,0.21429359235621892,0.6279370583430598,0.8469477586077298,4.955596923828125
0.05,1,31,10,0.2047937057618825,0.20493496336253147,0.6362582516008781,0.8571152126374516,4.955596923828125
0.05,1,36,1,0.15278697322695822,0.15390057628927323,0.5504873485823414,0.9131708071897537,4.16121244430542
0.05,1,36,2,0.27505905412282083,0.27532035555909806,0.5578134449076695,0.781379520606578,4.16121244430542
0.05,1,36,3,0.2995465915965071,0.29965030956609295,0.5563553561012224,0.7549855634148341,4.16121244430542
0.05,1,36,4,0.2828348077471179,0.2829322680683978,0.5699791590948027,0.7729984039461631,4.16121244430542
0.05,1,36,5,0.24303684721557384,0.24303747487226313,0.6004888215487146,0.8158947412245461,4.16121244430542
0.05,1,36,6,0.2353349869234571,0.23547175111988727,0.6133023273164148,0.824196211760951,4.16121244430542
0.05,1,36,7,0.23226839556969014,0.23245729130368165,0.6206055119031058,0.8275015453823034,4.16121244430542
0.05,1,36,8,0.2196477116731509,0.21968855748606797,0.6292975260105234,0.8411047829823985,4.16121244430542
0.05,1,36,9,0.21184765379393855,0.2118648405676985,0.6386403276908609,0.8495120960484136,4.16121244430542
0.05,1,36,10,0.2064824444397808,0.20649116954362245,0.6464974162659762,0.8552950011759933,4.16121244430542
0.05,1,41,1,0.14107108684436387,0.14107436182950284,0.5474302158006716,0.9257988063904827,4.265479803085327
0.05,1,41,2,0.24050658276356063,0.24066619579025228,0.5583783147850412,0.8186219934728374,4.265479803085327
0.05,1,41,3,0.2718830928670787,0.2722301631821876,0.5655281196340011,0.7848027388667551,4.265479803085327
0.05,1,41,4,0.2538748762482892,0.2542592155436253,0.5759287171096173,0.8042129428959163,4.265479803085327
0.05,1,41,5,0.20893695432238346,0.2099871004485827,0.6051254785199834,0.8526494011911953,4.265479803085327
0.05,1,41,6,0.20785463986212105,0.20830962584267165,0.6130119922886021,0.8538159767018144,4.265479803085327
0.05,1,41,7,0.200949585346327,0.2013655278674812,0.6216797282380452,0.8612586080195763,4.265479803085327
0.05,1,41,8,0.18792304689376838,0.18877318710252033,0.629538278377714,0.875299297028951,4.265479803085327
0.05,1,41,9,0.18092844399403185,0.1819571646093422,0.6386390366710062,0.8828384483097721,4.265479803085327
0.05,1,41,10,0.17680760010437424,0.17809244479603326,0.6457643403080247,0.8872801108221565,4.265479803085327
0.05,1,46,1,0.14284337481393072,0.14738330461560645,0.5580993902712847,0.9238885411034788,4.714624881744385
0.05,1,46,2,0.2519979535690856,0.2543874332850127,0.5640105769703543,0.8062359889821284,4.714624881744385
0.05,1,46,3,0.2828969650293385,0.28435010758809076,0.5614145809615196,0.7729314075547192,4.714624881744385
0.05,1,46,4,0.2685151284021374,0.2696476787542391,0.5731748635646486,0.7884329082950408,4.714624881744385
0.05,1,46,5,0.23293656931555662,0.23331197114156532,0.6017507281073711,0.8267813525387396,4.714624881744385
0.05,1,46,6,0.22449949305637984,0.22534957550748547,0.6154109670839694,0.8358752775545762,4.714624881744385
