test_size,epochs,nblayers,r2,evs,mae,time
0.05,23,3,0.9739234990458617,0.9746666330795895,0.12669119950172514,2.010383367538452
0.05,24,3,0.9726526764649257,0.9727117235935646,0.12762675253884015,2.070819854736328
0.05,25,3,0.9727832861399762,0.9728532780718663,0.12228334011966123,2.1413168907165527
0.05,26,3,0.9737203393645996,0.9738089396420023,0.12224098841869185,2.2027177810668945
0.05,27,3,0.9733276212250318,0.9739926491846276,0.12812731811144715,2.5297164916992188
0.05,28,3,0.9714021091285432,0.9741414409500859,0.12404134629807065,2.3244075775146484
0.05,29,3,0.9731027139529511,0.974511875387551,0.12739942901620077,2.4321186542510986
0.05,30,3,0.97368585891477,0.9739591480034074,0.12547674972500686,2.4435760974884033
0.1,1,1,0.890034972940168,0.8903005289328253,0.21450805600691022,0.5855484008789062
0.1,2,1,0.942428376021264,0.9427334400662696,0.16996197994848974,0.6011321544647217
0.1,3,1,0.9512214669737549,0.9512364033425847,0.15203919852125997,0.6987948417663574
0.1,4,1,0.952552055556893,0.9525986696825053,0.1501458450297417,0.7151222229003906
0.1,5,1,0.9573818814888697,0.9577353159635861,0.1406080499558591,0.7751963138580322
0.1,6,1,0.9582424891065724,0.9582462530065471,0.1373587581010584,1.0628485679626465
0.1,7,1,0.9572408309015019,0.9593752376050794,0.14381505199766798,0.8944032192230225
0.1,8,1,0.9617182077450077,0.9617400151477541,0.1322901915421166,0.9895145893096924
0.1,9,1,0.9634284970852791,0.9634404226229492,0.13155204053217998,1.0331027507781982
0.1,10,1,0.9630344156991799,0.9632072447129537,0.13040415539903233,1.0634870529174805
0.1,11,1,0.9622319427870987,0.962231982095529,0.12956036235061774,1.1754798889160156
0.1,12,1,0.9649543673148199,0.9650372594969369,0.12472684210988937,1.1704964637756348
0.1,13,1,0.964779054541869,0.9648090343434138,0.1268986315610026,1.1988134384155273
0.1,14,1,0.964857614914164,0.9648784414914385,0.12740895397828725,1.4501338005065918
0.1,15,1,0.9646262431924777,0.9654873346035766,0.1276840095751255,1.3602910041809082
0.1,16,1,0.9637408866109288,0.963822604967955,0.12885028958790865,1.4439702033996582
0.1,17,1,0.9673390896933517,0.9674770919767367,0.12349746514866475,1.490140438079834
0.1,18,1,0.9669053595666012,0.9669597177594744,0.12199353296291572,1.5114901065826416
0.1,19,1,0.9669198724593407,0.9674656732077962,0.1244316323494465,1.5713496208190918
0.1,20,1,0.9678911732517957,0.9680000844849393,0.12283102422788493,1.6109607219696045
0.1,21,1,0.9660791642083981,0.966423436680446,0.1267235641646147,1.687406063079834
0.1,22,1,0.9672744554117905,0.9672947644520523,0.12204828004225615,1.812274694442749
0.1,23,1,0.9680875664934626,0.9681696762870282,0.12003546358979675,2.0085082054138184
0.1,24,1,0.9672943414173074,0.9673610654125693,0.12221539324922227,1.8376257419586182
0.1,25,1,0.9605438886390273,0.9625222266064486,0.1306858515995444,1.9391980171203613
0.1,26,1,0.9671017714113295,0.9672664004666232,0.12473312843034501,1.9739844799041748
0.1,27,1,0.965941151563559,0.9669823308334637,0.12439433240759662,2.007880210876465
0.1,28,1,0.9681908625430715,0.9682349074666703,0.12107827992266201,2.08022403717041
0.1,29,1,0.9683556603459916,0.9689110159936746,0.11794211071734212,2.129645586013794
0.1,30,1,0.9670284044589533,0.9670824691114707,0.12309785108578905,2.1788456439971924
0.1,1,2,0.8639968996347267,0.8639972404050152,0.24524891533376286,0.6060152053833008
0.1,2,2,0.9445906957842741,0.9451572485270526,0.1590873716423413,0.8875672817230225
0.1,3,2,0.9562392770003781,0.958280333958329,0.1427149101950976,0.7817630767822266
0.1,4,2,0.9571845677100641,0.9572414929071396,0.14391819250762597,0.8010697364807129
0.1,5,2,0.9583169273436952,0.9584909110764883,0.13557148738443864,0.8477232456207275
0.1,6,2,0.9626979016796399,0.9630541086029942,0.1308648431687389,0.8968114852905273
0.1,7,2,0.9634737888752789,0.9635876707170321,0.12888306116559456,0.9454126358032227
0.1,8,2,0.9633458370920757,0.9634938851514437,0.13183592322772247,1.0081994533538818
0.1,9,2,0.9660173371670155,0.9661113243254026,0.12564620451089767,1.096472978591919
0.1,10,2,0.9638272235388421,0.9640478892908974,0.12608826021924777,1.3091075420379639
0.1,11,2,0.963497389299162,0.9635009186220862,0.12985191566339943,1.2509970664978027
0.1,12,2,0.9643453953514153,0.9644160850485557,0.1284168601099718,1.255096673965454
0.1,13,2,0.9680105906854858,0.9681335077598147,0.12239825284782345,1.3310887813568115
0.1,14,2,0.9670764559902427,0.9670925106971465,0.12345225369544494,1.3643450736999512
0.1,15,2,0.9644924243146051,0.964980285257637,0.12642567053673362,1.4380483627319336
0.1,16,2,0.9657127822482318,0.9661312851951479,0.12692648387311728,1.5101566314697266
0.1,17,2,0.9685052768524376,0.9685053010343452,0.12088099196722839,1.59297513961792
0.1,18,2,0.966360414030999,0.9663752073292892,0.12192132579343609,1.6298472881317139
0.1,19,2,0.9680342234242862,0.9680396894507608,0.12070605053298643,1.892944574356079
0.1,20,2,0.9674042622649986,0.9675559658608764,0.12152057287746933,1.775649070739746
0.1,21,2,0.9680530933124122,0.9683060293762504,0.12290355973921749,1.7913784980773926
0.1,22,2,0.9649573343750397,0.965294624137571,0.12487224824740142,1.8839597702026367
0.1,23,2,0.9670651240017291,0.9670979200547181,0.12319737223914741,1.916485071182251
0.1,24,2,0.9652135381608116,0.9654585955611622,0.1272251689043971,1.9629204273223877
0.1,25,2,0.9664219061230981,0.9665815400578105,0.1228850202078211,2.0139777660369873
0.1,26,2,0.9667723504453865,0.9679532404301845,0.12472182114121949,2.1188769340515137
0.1,27,2,0.9669091944286841,0.9672832669055669,0.1238994042664046,2.1777536869049072
0.1,28,2,0.9674312225775688,0.9677493896685043,0.12349138095165184,2.431100368499756
0.1,29,2,0.9690035907935267,0.9691607595055676,0.12110422335874238,2.339204788208008
0.1,30,2,0.9678965367058728,0.968643365096655,0.11830987373714619,2.364914655685425
0.1,1,3,0.9126610046959795,0.9129201104955175,0.20465885806291229,0.6627449989318848
0.1,2,3,0.9472854592844814,0.9472868715127236,0.1565256760293184,0.6875231266021729
0.1,3,3,0.9579256886783754,0.9587239002502366,0.14204825091043324,0.819005012512207
0.1,4,3,0.9586477979224954,0.9590080046566072,0.13941674670824733,0.8444614410400391
0.1,5,3,0.958328338667527,0.9591325504506619,0.13824652275841798,0.8996825218200684
0.1,6,3,0.9622251607744162,0.9630820045451866,0.1352269068857786,1.1220991611480713
0.1,7,3,0.9640817685405021,0.9646268332577086,0.12771261088322464,1.0247273445129395
0.1,8,3,0.9638899957032085,0.964437097337862,0.1326070412327731,1.0887184143066406
0.1,9,3,0.9623852007059824,0.9623882877235621,0.12931974685143635,1.157989263534546
0.1,10,3,0.9668688018994449,0.9668744536508497,0.12361269640739025,1.2130050659179688
0.1,11,3,0.9653344799164028,0.965604428295107,0.12589591400959094,1.2518486976623535
0.1,12,3,0.9656547259713535,0.9657218550679862,0.1241152086305205,1.276244878768921
0.1,13,3,0.9660765041024725,0.9661772323963321,0.12452315726537998,1.3762199878692627
0.1,14,3,0.9679881903703521,0.9680588331396732,0.1246259593122686,1.6931202411651611
0.1,15,3,0.9654101880989104,0.9659225046341661,0.1297639265162916,1.541649580001831
0.1,16,3,0.9663114337196097,0.9665393028867464,0.12272449271887509,1.5858564376831055
0.1,17,3,0.9641917017320668,0.964268993178392,0.12652553630281652,1.6376323699951172
0.1,18,3,0.9668843264803865,0.9674145569953619,0.12397586811560107,1.6690428256988525
0.1,19,3,0.969078929800432,0.9690854454243164,0.11923308726846205,1.743438720703125
0.1,20,3,0.9652664008171628,0.9658292337301447,0.1300652776583368,1.84560227394104
0.1,21,3,0.9654140974786847,0.9668028714382844,0.12504635325143507,1.9108123779296875
0.1,22,3,0.9645141032670697,0.9651363346328201,0.12434480138833716,1.914391279220581
0.1,23,3,0.9678870127275551,0.9679274739393953,0.12206217859071934,2.1985042095184326
0.1,24,3,0.9637210348506279,0.96373590825795,0.12705129056129538,2.078054904937744
0.1,25,3,0.966468229430655,0.9667554905109105,0.12609484452913908,2.1255972385406494
0.1,26,3,0.9690603005973607,0.969441942069755,0.11981524594763793,2.2007269859313965
0.1,27,3,0.9663923507481467,0.9679767407799084,0.1272982618115176,2.2145094871520996
0.1,28,3,0.9673639659031668,0.9677587908044395,0.12147361265110944,2.315310001373291
0.1,29,3,0.9689568085537955,0.9691226227690709,0.12090689650859376,2.3619561195373535
0.1,30,3,0.9679866618891849,0.9681009229972992,0.12011248854652108,2.6567797660827637
0.15000000000000002,1,1,0.9029236615289977,0.9031462456545561,0.20592747684983442,0.5796780586242676
0.15000000000000002,2,1,0.9375006510710711,0.9388632176910118,0.17444124023950427,0.6365413665771484
0.15000000000000002,3,1,0.9426829389939064,0.9427582830896883,0.15911940775098443,0.6594641208648682
0.15000000000000002,4,1,0.9498970531749752,0.95009150023381,0.15060478098322214,0.7543151378631592
0.15000000000000002,5,1,0.9548305045719174,0.9550571306586502,0.14068022578842831,0.8281252384185791
0.15000000000000002,6,1,0.95954926234912,0.9596229911589829,0.13591290777356987,0.8299565315246582
0.15000000000000002,7,1,0.9599535982615307,0.9599543145496723,0.1343152163364358,0.8916301727294922
0.15000000000000002,8,1,0.9622425065277396,0.9622524569126366,0.13376303949848595,0.9321472644805908
0.15000000000000002,9,1,0.9573822060989389,0.957400174480609,0.13553100859559244,0.9873697757720947
0.15000000000000002,10,1,0.9628197886439127,0.9628200139748979,0.13133233646245435,1.2782981395721436
0.15000000000000002,11,1,0.9618593515367437,0.9618632227085503,0.13160881426534704,1.113710641860962
0.15000000000000002,12,1,0.9608663028469586,0.9609716459031716,0.13234260563338227,1.251713514328003
0.15000000000000002,13,1,0.9662748931998483,0.9667898457199842,0.1252595428728883,1.2592518329620361
0.15000000000000002,14,1,0.9595968093275499,0.9607358524485966,0.1316585768599645,1.3075971603393555
0.15000000000000002,15,1,0.9627964289120028,0.9629826907372981,0.12698935625271732,1.3750460147857666
0.15000000000000002,16,1,0.9619270016393457,0.9620143417944059,0.12824570556279602,1.4006123542785645
0.15000000000000002,17,1,0.9588214149175217,0.9592833979070949,0.132164969866135,1.4535448551177979
0.15000000000000002,18,1,0.9632966470594823,0.9632972101157669,0.1296077841891402,1.492415428161621
0.15000000000000002,19,1,0.9653989528689424,0.9657996189291062,0.12659311901176112,1.571730136871338
0.15000000000000002,20,1,0.9629046352301135,0.9630218885380356,0.12834889068258878,1.9379427433013916
0.15000000000000002,21,1,0.9650627892978793,0.9653788797837807,0.12560043775160093,1.660499095916748
0.15000000000000002,22,1,0.9640158339956942,0.9641678767859668,0.125894467146257,1.7562439441680908
0.15000000000000002,23,1,0.9633107632484343,0.9633562510628959,0.12700511858085745,1.8023037910461426
0.15000000000000002,24,1,0.9593491875533404,0.9593505721638331,0.12849344041008548,1.831226110458374
0.15000000000000002,25,1,0.9603281028955182,0.9608435859896918,0.1304977463101907,1.9020922183990479
0.15000000000000002,26,1,0.9647103819359486,0.9653051500685608,0.12268419261069838,1.923060417175293
0.15000000000000002,27,1,0.9651691149721147,0.9654328369255047,0.12819835373064328,1.9975242614746094
0.15000000000000002,28,1,0.9667670806525082,0.9667684151093545,0.12364584710165771,2.205758810043335
0.15000000000000002,29,1,0.9611274464791137,0.9611720707290674,0.12656382762839707,2.13037109375
0.15000000000000002,30,1,0.9582992868711692,0.9583429849816322,0.1280477432949352,2.149827241897583
0.15000000000000002,1,2,0.6225674583890164,0.6433707536460902,0.364991561794476,0.6079466342926025
0.15000000000000002,2,2,0.9297107897907376,0.9298524970886244,0.16975926511182918,0.648352861404419
0.15000000000000002,3,2,0.9422990964583626,0.9426663312870144,0.1493512595606862,0.733635663986206
0.15000000000000002,4,2,0.9568771695173324,0.9569935546787148,0.14065961510853653,0.7580506801605225
0.15000000000000002,5,2,0.9586552855646736,0.9597041667414701,0.13717093852563547,0.8739573955535889
0.15000000000000002,6,2,0.9550050911064156,0.955584359906461,0.1379815000064733,0.9187321662902832
0.15000000000000002,7,2,0.9591215642577761,0.9597806397645603,0.1337224634919021,1.1471195220947266
0.15000000000000002,8,2,0.9659979285933825,0.9664501255261756,0.12777572519395833,1.0197563171386719
0.15000000000000002,9,2,0.9618668006366541,0.9619525129925646,0.13190209385144164,1.0661380290985107
0.15000000000000002,10,2,0.959656798376676,0.9599411587599936,0.1317411855547358,1.1387999057769775
0.15000000000000002,11,2,0.9617351294033923,0.9628628904415604,0.13007094046910816,1.1950337886810303
0.15000000000000002,12,2,0.9618911016683751,0.9622179504075385,0.13304852890189012,1.262305736541748
0.15000000000000002,13,2,0.9605669132908419,0.9610449533862413,0.1347874525728517,1.3096630573272705
0.15000000000000002,14,2,0.9606245292262215,0.9608538952590107,0.12687708008470863,1.371694564819336
0.15000000000000002,15,2,0.9624783728160606,0.9628734219919083,0.12847728025326136,1.5934374332427979
0.15000000000000002,16,2,0.966282761725851,0.9664495621797692,0.12476791675432561,1.4861929416656494
0.15000000000000002,17,2,0.961262756470535,0.9625995616641744,0.12798255629480781,1.5205161571502686
0.15000000000000002,18,2,0.9646593706685956,0.964821696004261,0.12678749966741168,1.6010773181915283
0.15000000000000002,19,2,0.9644295322134957,0.9644490370029837,0.12189303650886313,1.6389305591583252
0.15000000000000002,20,2,0.9647503787155672,0.9648686857611931,0.12697244040606043,1.6897425651550293
0.15000000000000002,21,2,0.9621502961229424,0.9621566718292486,0.12544792706643218,1.7825796604156494
0.15000000000000002,22,2,0.9651517196884922,0.9657855195815557,0.1269869706459362,1.838500738143921
0.15000000000000002,23,2,0.9629790770180597,0.9630581355337774,0.12814224601318033,2.1092734336853027
0.15000000000000002,24,2,0.9615336006744456,0.9620718271215725,0.12861796879771129,1.957453966140747
0.15000000000000002,25,2,0.9640920403964146,0.9642785466665423,0.12386358668240359,2.0360474586486816
0.15000000000000002,26,2,0.9685650765065128,0.9686477785525934,0.12130279191628579,2.0549428462982178
0.15000000000000002,27,2,0.96591044794111,0.9670690240990688,0.1265811122895495,2.122363328933716
0.15000000000000002,28,2,0.9633996376474994,0.9634993666525138,0.12525913056881416,2.4158055782318115
0.15000000000000002,29,2,0.9621573763849416,0.9621644850447777,0.12782118216188887,2.3179094791412354
