,test_size,epochs,nblayers,r2,evs,mae,time,fake
1121,0.6500000000000001,12,2,0.95431951245226,0.954466809130614,0.1412858469969033,1.1169967651367188,
1122,0.6500000000000001,13,2,0.953778384708256,0.9538026003003468,0.1411301510493303,1.433142900466919,
1123,0.6500000000000001,14,2,0.9581354316982,0.9589100768631076,0.1383264839798502,1.25398850440979,
1124,0.6500000000000001,15,2,0.9578681489361566,0.958019349400208,0.1348416972771735,1.2481801509857178,
1125,0.6500000000000001,16,2,0.9567574600033012,0.9567977718091596,0.1363147728696333,1.2973814010620115,
1126,0.6500000000000001,17,2,0.9582614864776964,0.9590267505495218,0.1370260912563951,1.3651916980743408,
1127,0.6500000000000001,18,2,0.960014997696226,0.9600160520559488,0.1324506789296078,1.4196977615356443,
1128,0.6500000000000001,19,2,0.956288373510851,0.9595618249326444,0.1448813122611538,1.460479736328125,
1129,0.6500000000000001,20,2,0.958525675412912,0.9591841463178412,0.1345591474622594,1.4874815940856934,
1130,0.6500000000000001,21,2,0.9608242470021852,0.9609292790736892,0.1306196056160262,1.5517213344573977,
1131,0.6500000000000001,22,2,0.9618518271270045,0.9618839799874366,0.1304146181797122,1.573246955871582,
1132,0.6500000000000001,23,2,0.960297998949612,0.960430233025429,0.1331718032114549,1.9157218933105469,
1133,0.6500000000000001,24,2,0.9600617093921572,0.9601680492211774,0.1333474526139444,1.6954758167266846,
1134,0.6500000000000001,25,2,0.9599273714370352,0.961039693555363,0.1343148374297059,1.7317016124725342,
1135,0.6500000000000001,26,2,0.958237003970413,0.9589108395479256,0.1358082719335417,1.774315595626831,
