test_size,epochs,fake,r2,evs,mae,mse,time
0.05,1,1,-8.501072732314567,0.46895324419039175,3.284554090563595,11.426988190805702,0.5850536823272705
0.05,6,1,-0.14387237387907348,-0.016392062685327113,0.8136515824377117,1.3757410848617737,0.6241683959960938
0.05,11,1,-0.02747327549217382,-0.004765664442088369,0.913227194447809,1.2357473009847495,0.6846127510070801
0.05,16,1,0.237302504245682,0.34242300283240157,0.6852241065136294,0.9173001325944509,0.7990562915802002
0.05,21,1,0.32559373466137953,0.43822242005396816,0.6188968882452702,0.8111118235753596,1.1299140453338623
0.05,26,1,0.890203612259475,0.8925377273831168,0.2598504997132254,0.13205267041445531,0.9831221103668213
0.05,31,1,0.669439832751934,0.7286912442186461,0.44644694647543737,0.39756638370393926,1.0933747291564941
0.05,36,1,0.742407725442623,0.7451455071998306,0.39483656825754015,0.30980753040639625,1.29256010055542
0.05,41,1,0.8091576662592082,0.8265624072787505,0.35155617900328,0.22952703925155343,1.359833002090454
0.05,46,1,0.41736014330658255,0.48761485638237745,0.5718282099568932,0.7007439001371047,1.460524320602417
0.05,51,1,0.7680225362844437,0.7825621453070161,0.3955786548214958,0.27900046795715405,1.6108975410461426
0.05,56,1,0.8299989013832283,0.835603331969059,0.33387487504116015,0.20446118044236963,1.811765432357788
0.05,61,1,0.888927999363567,0.8916721871217058,0.2490667745910249,0.1335868564909393,1.8109371662139893
0.05,66,1,0.7763903520031613,0.7849339283816188,0.31646028049840746,0.26893645370375185,2.2400219440460205
0.05,71,1,0.8465533148907429,0.8538016089039233,0.32469908727722535,0.18455110365570335,2.003190517425537
0.05,76,1,0.5676223126619354,0.6417638266315997,0.4746557000920512,0.520022829672236,2.186859369277954
0.05,81,1,0.7357580269494617,0.7499830020338107,0.3181057841443355,0.3178051563897583,2.349419593811035
0.05,86,1,0.8607528037726602,0.8727236704681566,0.3163473329856165,0.16747330661734539,2.497035503387451
0.05,91,1,0.9212888807968979,0.9217295794514904,0.2319302754001996,0.09466626084861432,2.5744481086730957
0.05,96,1,0.8909252282290722,0.8934707973556155,0.273404251309175,0.1311847792409841,2.7302260398864746
0.05,101,1,0.9273657522295448,0.9277031282306349,0.21937146751923922,0.08735757686583381,2.657418966293335
0.05,106,1,0.9026876090078836,0.9053414041736292,0.21207760631511965,0.11703810443466511,3.020665168762207
0.05,111,1,0.9110732488834724,0.9134503768600706,0.2187324245144746,0.10695265297771585,3.2289044857025146
