fake,index_size,pc_dims,k,pc_ret,indexing,retrieval
1,5000,0.25,1,5000,0.000926971435546875,0.05834078788757324
1,5000,0.25,1,10000,0.000926971435546875,0.10717129707336426
1,5000,0.25,1,15000,0.000926971435546875,0.16483139991760254
1,5000,0.25,1,20000,0.000926971435546875,0.23176240921020508
1,5000,0.25,1,25000,0.000926971435546875,0.27164483070373535
1,5000,0.25,1,30000,0.000926971435546875,0.3343174457550049
1,10000,0.25,1,5000,0.0011281967163085938,0.10995721817016602
1,10000,0.25,1,10000,0.0011281967163085938,0.2190840244293213
1,10000,0.25,1,15000,0.0011281967163085938,0.3217785358428955
1,10000,0.25,1,20000,0.0011281967163085938,0.4237995147705078
1,10000,0.25,1,25000,0.0011281967163085938,0.5456724166870117
1,10000,0.25,1,30000,0.0011281967163085938,0.653066873550415
1,15000,0.25,1,5000,0.0014100074768066406,0.1636807918548584
1,15000,0.25,1,10000,0.0014100074768066406,0.31928229331970215
1,15000,0.25,1,15000,0.0014100074768066406,0.47893834114074707
1,15000,0.25,1,20000,0.0014100074768066406,0.6322288513183594
1,15000,0.25,1,25000,0.0014100074768066406,0.7899966239929199
1,15000,0.25,1,30000,0.0014100074768066406,0.9512357711791992
1,20000,0.25,1,5000,0.006992340087890625,0.232100248336792
1,20000,0.25,1,10000,0.006992340087890625,0.44489622116088867
1,20000,0.25,1,15000,0.006992340087890625,0.6689372062683105
1,20000,0.25,1,20000,0.006992340087890625,0.878056526184082
1,20000,0.25,1,25000,0.006992340087890625,1.070103645324707
1,20000,0.25,1,30000,0.006992340087890625,1.2761237621307373
1,25000,0.25,1,5000,0.004784107208251953,0.2815849781036377
1,25000,0.25,1,10000,0.004784107208251953,0.5542688369750977
1,25000,0.25,1,15000,0.004784107208251953,0.8083384037017822
1,25000,0.25,1,20000,0.004784107208251953,1.092282772064209
1,25000,0.25,1,25000,0.004784107208251953,1.3649790287017822
1,25000,0.25,1,30000,0.004784107208251953,1.647376298904419
1,30000,0.25,1,5000,0.006388664245605469,0.32647275924682617
1,30000,0.25,1,10000,0.006388664245605469,0.6427500247955322
1,30000,0.25,1,15000,0.006388664245605469,0.9679105281829834
1,30000,0.25,1,20000,0.006388664245605469,1.3333628177642822
1,30000,0.25,1,25000,0.006388664245605469,1.5915029048919678
1,30000,0.25,1,30000,0.006388664245605469,1.927091360092163
1,35000,0.25,1,5000,0.010268211364746094,0.38016295433044434
1,35000,0.25,1,10000,0.010268211364746094,0.7494757175445557
1,35000,0.25,1,15000,0.010268211364746094,1.154557704925537
1,35000,0.25,1,20000,0.010268211364746094,1.5277099609375
1,35000,0.25,1,25000,0.010268211364746094,1.9022800922393799
1,35000,0.25,1,30000,0.010268211364746094,2.28950572013855
1,40000,0.25,1,5000,0.013938426971435547,0.4445209503173828
1,40000,0.25,1,10000,0.013938426971435547,0.8822619915008545
1,40000,0.25,1,15000,0.013938426971435547,1.2886779308319092
1,40000,0.25,1,20000,0.013938426971435547,1.6901524066925049
1,40000,0.25,1,25000,0.013938426971435547,2.213099479675293
1,40000,0.25,1,30000,0.013938426971435547,2.664989948272705
1,45000,0.25,1,5000,0.011852264404296875,0.49109792709350586
1,45000,0.25,1,10000,0.011852264404296875,0.9693057537078857
1,45000,0.25,1,15000,0.011852264404296875,1.5240681171417236
1,45000,0.25,1,20000,0.011852264404296875,1.9778645038604736
1,45000,0.25,1,25000,0.011852264404296875,2.529115915298462
1,45000,0.25,1,30000,0.011852264404296875,2.8899295330047607
1,50000,0.25,1,5000,0.014145612716674805,0.5661275386810303
1,50000,0.25,1,10000,0.014145612716674805,1.1156470775604248
1,50000,0.25,1,15000,0.014145612716674805,1.6120262145996094
1,50000,0.25,1,20000,0.014145612716674805,2.1197333335876465
1,50000,0.25,1,25000,0.014145612716674805,2.6448309421539307
1,50000,0.25,1,30000,0.014145612716674805,3.253580331802368
1,5000,0.5,1,5000,0.003752470016479492,0.08337211608886719
1,5000,0.5,1,10000,0.003752470016479492,0.16856813430786133
1,5000,0.5,1,15000,0.003752470016479492,0.2506544589996338
1,5000,0.5,1,20000,0.003752470016479492,0.34087157249450684
1,5000,0.5,1,25000,0.003752470016479492,0.4244215488433838
1,5000,0.5,1,30000,0.003752470016479492,0.503669261932373
1,10000,0.5,1,5000,0.0038373470306396484,0.16742634773254395
1,10000,0.5,1,10000,0.0038373470306396484,0.33315134048461914
1,10000,0.5,1,15000,0.0038373470306396484,0.4862945079803467
1,10000,0.5,1,20000,0.0038373470306396484,0.6369240283966064
1,10000,0.5,1,25000,0.0038373470306396484,0.800990104675293
1,10000,0.5,1,30000,0.0038373470306396484,0.9820773601531982
1,15000,0.5,1,5000,0.005541324615478516,0.2465229034423828
1,15000,0.5,1,10000,0.005541324615478516,0.4903275966644287
1,15000,0.5,1,15000,0.005541324615478516,0.7163586616516113
1,15000,0.5,1,20000,0.005541324615478516,0.9743237495422363
1,15000,0.5,1,25000,0.005541324615478516,1.217104196548462
1,15000,0.5,1,30000,0.005541324615478516,1.4621021747589111
1,20000,0.5,1,5000,0.013138771057128906,0.3300204277038574
1,20000,0.5,1,10000,0.013138771057128906,0.6400816440582275
1,20000,0.5,1,15000,0.013138771057128906,0.9738762378692627
1,20000,0.5,1,20000,0.013138771057128906,1.2890634536743164
1,20000,0.5,1,25000,0.013138771057128906,1.6155281066894531
1,20000,0.5,1,30000,0.013138771057128906,2.014350414276123
1,25000,0.5,1,5000,0.011551618576049805,0.4073371887207031
1,25000,0.5,1,10000,0.011551618576049805,0.8164060115814209
1,25000,0.5,1,15000,0.011551618576049805,1.1998369693756104
1,25000,0.5,1,20000,0.011551618576049805,1.5824685096740723
1,25000,0.5,1,25000,0.011551618576049805,1.9674181938171387
1,25000,0.5,1,30000,0.011551618576049805,2.3659615516662598
1,30000,0.5,1,5000,0.01519465446472168,0.49567151069641113
1,30000,0.5,1,10000,0.01519465446472168,0.977217435836792
1,30000,0.5,1,15000,0.01519465446472168,1.4338617324829102
1,30000,0.5,1,20000,0.01519465446472168,1.94551682472229
1,30000,0.5,1,25000,0.01519465446472168,2.4022529125213623
1,30000,0.5,1,30000,0.01519465446472168,2.8841660022735596
1,35000,0.5,1,5000,0.027423858642578125,0.5773289203643799
1,35000,0.5,1,10000,0.027423858642578125,1.1311397552490234
1,35000,0.5,1,15000,0.027423858642578125,1.6660065650939941
1,35000,0.5,1,20000,0.027423858642578125,2.206977128982544
1,35000,0.5,1,25000,0.027423858642578125,2.758044719696045
1,35000,0.5,1,30000,0.027423858642578125,3.3239121437072754
1,40000,0.5,1,5000,0.035054683685302734,0.6531350612640381
1,40000,0.5,1,10000,0.035054683685302734,1.2992379665374756
1,40000,0.5,1,15000,0.035054683685302734,1.9088242053985596
1,40000,0.5,1,20000,0.035054683685302734,2.5620474815368652
1,40000,0.5,1,25000,0.035054683685302734,3.2114484310150146
1,40000,0.5,1,30000,0.035054683685302734,3.8707401752471924
1,45000,0.5,1,5000,0.040178775787353516,0.7336118221282959
1,45000,0.5,1,10000,0.040178775787353516,1.4550271034240723
1,45000,0.5,1,15000,0.040178775787353516,2.1469080448150635
1,45000,0.5,1,20000,0.040178775787353516,2.8138787746429443
1,45000,0.5,1,25000,0.040178775787353516,3.564695119857788
1,45000,0.5,1,30000,0.040178775787353516,4.252070665359497
1,50000,0.5,1,5000,0.04538321495056152,0.8263797760009766
1,50000,0.5,1,10000,0.04538321495056152,1.6697521209716797
1,50000,0.5,1,15000,0.04538321495056152,2.4079411029815674
1,50000,0.5,1,20000,0.04538321495056152,3.177140712738037
1,50000,0.5,1,25000,0.04538321495056152,3.9465839862823486
1,50000,0.5,1,30000,0.04538321495056152,4.897368907928467
1,5000,0.75,1,5000,0.0030531883239746094,0.10361194610595703
1,5000,0.75,1,10000,0.0030531883239746094,0.2129366397857666
1,5000,0.75,1,15000,0.0030531883239746094,0.3198511600494385
1,5000,0.75,1,20000,0.0030531883239746094,0.425753116607666
1,5000,0.75,1,25000,0.0030531883239746094,0.5457847118377686
1,5000,0.75,1,30000,0.0030531883239746094,0.6520078182220459
1,10000,0.75,1,5000,0.004880666732788086,0.21717262268066406
1,10000,0.75,1,10000,0.004880666732788086,0.42612576484680176
1,10000,0.75,1,15000,0.004880666732788086,0.6346409320831299
1,10000,0.75,1,20000,0.004880666732788086,0.8469052314758301
1,10000,0.75,1,25000,0.004880666732788086,1.0691652297973633
1,10000,0.75,1,30000,0.004880666732788086,1.3217337131500244
1,15000,0.75,1,5000,0.009621143341064453,0.33235955238342285
1,15000,0.75,1,10000,0.009621143341064453,0.6364712715148926
1,15000,0.75,1,15000,0.009621143341064453,0.9477720260620117
1,15000,0.75,1,20000,0.009621143341064453,1.2662360668182373
1,15000,0.75,1,25000,0.009621143341064453,1.5975265502929688
1,15000,0.75,1,30000,0.009621143341064453,1.9460537433624268
1,20000,0.75,1,5000,0.013524293899536133,0.4435100555419922
1,20000,0.75,1,10000,0.013524293899536133,0.8534376621246338
1,20000,0.75,1,15000,0.013524293899536133,1.2968897819519043
1,20000,0.75,1,20000,0.013524293899536133,1.6719141006469727
1,20000,0.75,1,25000,0.013524293899536133,2.0968291759490967
1,20000,0.75,1,30000,0.013524293899536133,2.5277199745178223
1,25000,0.75,1,5000,0.02598428726196289,0.5418417453765869
1,25000,0.75,1,10000,0.02598428726196289,1.083052635192871
1,25000,0.75,1,15000,0.02598428726196289,1.565115213394165
1,25000,0.75,1,20000,0.02598428726196289,2.073429584503174
1,25000,0.75,1,25000,0.02598428726196289,2.601318359375
1,25000,0.75,1,30000,0.02598428726196289,3.222294569015503
1,30000,0.75,1,5000,0.02530503273010254,0.6534171104431152
1,30000,0.75,1,10000,0.02530503273010254,1.3005237579345703
1,30000,0.75,1,15000,0.02530503273010254,1.914933204650879
1,30000,0.75,1,20000,0.02530503273010254,2.495809555053711
1,30000,0.75,1,25000,0.02530503273010254,3.1238789558410645
1,30000,0.75,1,30000,0.02530503273010254,4.254266977310181
1,35000,0.75,1,5000,0.047899484634399414,0.7853586673736572
1,35000,0.75,1,10000,0.047899484634399414,1.5207104682922363
1,35000,0.75,1,15000,0.047899484634399414,2.266477108001709
1,35000,0.75,1,20000,0.047899484634399414,3.00864315032959
1,35000,0.75,1,25000,0.047899484634399414,3.7383646965026855
1,35000,0.75,1,30000,0.047899484634399414,4.502281188964844
1,40000,0.75,1,5000,0.057831764221191406,0.8783097267150879
1,40000,0.75,1,10000,0.057831764221191406,1.7466719150543213
1,40000,0.75,1,15000,0.057831764221191406,2.554058790206909
1,40000,0.75,1,20000,0.057831764221191406,3.3428642749786377
1,40000,0.75,1,25000,0.057831764221191406,4.211978197097778
1,40000,0.75,1,30000,0.057831764221191406,5.0776731967926025
1,45000,0.75,1,5000,0.06283974647521973,0.9846580028533936
1,45000,0.75,1,10000,0.06283974647521973,1.9471263885498047
1,45000,0.75,1,15000,0.06283974647521973,2.8483901023864746
1,45000,0.75,1,20000,0.06283974647521973,3.7427573204040527
1,45000,0.75,1,25000,0.06283974647521973,4.748995065689087
1,45000,0.75,1,30000,0.06283974647521973,5.720151424407959
1,50000,0.75,1,5000,0.07219791412353516,1.0932073593139648
1,50000,0.75,1,10000,0.07219791412353516,2.191025495529175
1,50000,0.75,1,15000,0.07219791412353516,3.2352306842803955
1,50000,0.75,1,20000,0.07219791412353516,4.1949708461761475
1,50000,0.75,1,25000,0.07219791412353516,5.626853704452515
1,50000,0.75,1,30000,0.07219791412353516,6.477168321609497
1,5000,1.0,1,5000,0.004170656204223633,0.13066315650939941
1,5000,1.0,1,10000,0.004170656204223633,0.26613783836364746
1,5000,1.0,1,15000,0.004170656204223633,0.3963029384613037
1,5000,1.0,1,20000,0.004170656204223633,0.538827657699585
1,5000,1.0,1,25000,0.004170656204223633,0.6861014366149902
1,5000,1.0,1,30000,0.004170656204223633,0.8374900817871094
1,10000,1.0,1,5000,0.009105205535888672,0.27700209617614746
1,10000,1.0,1,10000,0.009105205535888672,0.5276210308074951
1,10000,1.0,1,15000,0.009105205535888672,0.7858333587646484
1,10000,1.0,1,20000,0.009105205535888672,1.054849624633789
1,10000,1.0,1,25000,0.009105205535888672,1.3396110534667969
1,10000,1.0,1,30000,0.009105205535888672,1.6202914714813232
1,15000,1.0,1,5000,0.013613224029541016,0.40845680236816406
1,15000,1.0,1,10000,0.013613224029541016,0.7882084846496582
1,15000,1.0,1,15000,0.013613224029541016,1.1987383365631104
1,15000,1.0,1,20000,0.013613224029541016,1.578622817993164
1,15000,1.0,1,25000,0.013613224029541016,2.025707960128784
1,15000,1.0,1,30000,0.013613224029541016,2.4347519874572754
1,20000,1.0,1,5000,0.022947311401367188,0.549114465713501
1,20000,1.0,1,10000,0.022947311401367188,1.074206829071045
1,20000,1.0,1,15000,0.022947311401367188,1.5667121410369873
1,20000,1.0,1,20000,0.022947311401367188,2.0840671062469482
1,20000,1.0,1,25000,0.022947311401367188,2.6671855449676514
