,composition,nsites,volume_x,density_x,density_atomic,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,band_gap,cbm,vbm,efermi,universal_anisotropy,homogeneous_poisson,e_total,e_ionic,e_electronic,n,Structure,nbP,nbE,Formula,volume_y,mass,TC,density_y,mean_AtomicNumber,mean_AtomicMass,mean_NumberofNeutrons,mean_NumberofProtons,mean_NumberofElectrons,mean_Period,mean_Group,mean_Radioactive,mean_Metal,mean_AtomicRadius,mean_Electronegativity,mean_FirstIonization,mean_Density,mean_MeltingPoint,mean_BoilingPoint,mean_NumberOfIsotopes,mean_SpecificHeat,mean_NumberofShells,mean_NumberofValence,std_AtomicNumber,std_AtomicMass,std_NumberofNeutrons,std_NumberofProtons,std_NumberofElectrons,std_Period,std_Group,std_Radioactive,std_Metal,std_AtomicRadius,std_Electronegativity,std_FirstIonization,std_Density,std_MeltingPoint,std_BoilingPoint,std_NumberOfIsotopes,std_SpecificHeat,std_NumberofShells,std_NumberofValence,min_AtomicNumber,min_AtomicMass,min_NumberofNeutrons,min_NumberofProtons,min_NumberofElectrons,min_Period,min_Group,min_Radioactive,min_Metal,min_AtomicRadius,min_Electronegativity,min_FirstIonization,min_Density,min_MeltingPoint,min_BoilingPoint,min_NumberOfIsotopes,min_SpecificHeat,min_NumberofShells,min_NumberofValence,max_AtomicNumber,max_AtomicMass,max_NumberofNeutrons,max_NumberofProtons,max_NumberofElectrons,max_Period,max_Group,max_Radioactive,max_Metal,max_AtomicRadius,max_Electronegativity,max_FirstIonization,max_Density,max_MeltingPoint,max_BoilingPoint,max_NumberOfIsotopes,max_SpecificHeat,max_NumberofShells,max_NumberofValence,range_AtomicNumber,range_AtomicMass,range_NumberofNeutrons,range_NumberofProtons,range_NumberofElectrons,range_Period,range_Group,range_Radioactive,range_Metal,range_AtomicRadius,range_Electronegativity,range_FirstIonization,range_Density,range_MeltingPoint,range_BoilingPoint,range_NumberOfIsotopes,range_SpecificHeat,range_NumberofShells,range_NumberofValence
rocksalt:Cd-O,Cd1 O1,2,26.32170194637648,8.100938388867615,13.16085097318824,-14.28235383,-14.28235383,-1.2495347225,0.0,True,-1.2495347225,0.0,,,1.54992079,0.017,0.344,,,,,rocksalt,8,2,CdO,26.06956093691019,513.6416,8.596884604860122,8.176634217809127,28.0,64.205,36.0,28.0,28.0,3.5,14.0,0.0,0.5,1.175,2.565,11.30595,4.345714999999999,322.415,565.1,15.0,0.5750000000000001,3.5,3.0,28.284271247461902,68.17357898775742,39.59797974644666,28.284271247461902,28.284271247461902,2.1213203435596424,2.8284271247461903,0.0,0.7071067811865476,0.7424621202458749,1.2374368670764582,3.2698738882409515,6.143746765814001,384.5458808126802,671.6100207709828,9.899494936611665,0.48507525189397166,2.1213203435596424,4.242640687119285,8.0,15.999,8.0,8.0,8.0,2.0,12.0,0.0,0.0,0.65,1.69,8.9938,0.00143,50.5,90.2,8.0,0.232,2.0,0.0,48.0,112.411,64.0,48.0,48.0,5.0,16.0,0.0,1.0,1.7,3.44,13.6181,8.69,594.33,1040.0,22.0,0.918,5.0,6.0,40.0,96.412,56.0,40.0,40.0,3.0,4.0,0.0,1.0,1.0499999999999998,1.75,4.6243,8.68857,543.83,949.8,14.0,0.686,3.0,6.0
rocksalt:Cs-F,Cs1 F1,2,54.33221336326164,4.642591754438939,27.16610668163082,-16.95051235,-16.95051235,-2.839082803750001,0.0,True,-2.839082803750001,5.2626,3.9629,-1.2997,-1.19267444,0.345,0.301,9.897891079999985,7.607645193333322,2.2902458866666624,1.5133558361028852,rocksalt,8,2,CsF,52.83508162373933,607.61542,1.524343765199638,4.772594108886582,32.0,75.9515,44.0,32.0,32.0,4.0,9.0,0.0,0.5,1.9349999999999998,2.385,10.658349999999999,0.9358500000000001,177.665,514.515,14.0,0.5329999999999999,4.0,4.0,32.526911934581186,80.54441212461607,48.08326112068523,32.526911934581186,32.526911934581186,2.8284271247461903,11.313708498984761,0.0,0.7071067811865476,1.9304015126392746,2.2556706319850863,9.56637693199468,1.3210875992908269,175.41197920894683,607.3835118358088,11.313708498984761,0.4115361466505706,2.8284271247461903,4.242640687119285,9.0,18.998,10.0,9.0,9.0,2.0,1.0,0.0,0.0,0.57,0.79,3.8939,0.0017,53.63,85.03,6.0,0.242,2.0,1.0,55.0,132.905,78.0,55.0,55.0,6.0,17.0,0.0,1.0,3.3,3.98,17.4228,1.87,301.7,944.0,22.0,0.824,6.0,7.0,46.0,113.907,68.0,46.0,46.0,4.0,16.0,0.0,1.0,2.73,3.19,13.528899999999998,1.8683,248.07,858.97,16.0,0.582,4.0,6.0
rocksalt:Br-K,K1 Br1,2,71.51789670129197,2.7630562038282562,35.75894835064599,-11.625011235,-11.625011235,-2.040195321875,0.0,True,-2.040195321875,4.3224,2.4075,-1.9149,-1.81447618,0.994,0.265,4.828897389994891,2.0747777466615855,2.7541196433333055,1.6595540495365932,rocksalt,8,2,BrK,71.68774113841657,476.0092,2.8819708700878124,2.7556150446779633,27.0,59.501,32.5,27.0,27.0,4.0,9.0,0.0,0.5,1.95,1.89,8.07725,1.991,301.275,682.0,14.5,0.6154999999999999,4.0,4.0,11.313708498984761,28.854199313098256,17.67766952966369,11.313708498984761,11.313708498984761,0.0,11.313708498984761,0.0,0.7071067811865476,1.2020815280171306,1.5132085117392116,5.284279686485188,1.5966471119192243,49.81567273459227,494.9747468305833,6.363961030678928,0.200111219075793,0.0,4.242640687119285,19.0,39.098,20.0,19.0,19.0,4.0,1.0,0.0,0.0,1.1,0.82,4.3407,0.862,266.05,332.0,10.0,0.474,4.0,1.0,35.0,79.904,45.0,35.0,35.0,4.0,17.0,0.0,1.0,2.8,2.96,11.8138,3.12,336.5,1032.0,19.0,0.757,4.0,7.0,16.0,40.806,25.0,16.0,16.0,0.0,16.0,0.0,1.0,1.6999999999999997,2.14,7.4731000000000005,2.258,70.44999999999999,700.0,9.0,0.28300000000000003,0.0,6.0
rocksalt:Cl-K,K1 Cl1,2,62.02905560334427,1.9957638386024725,31.014527801672134,-8.260612165,-8.260612165,-2.175260748125,0.0,True,-2.175260748125,5.027,3.0007,-2.0263,-2.00265889,0.845,0.265,4.737784829933889,2.2333446266006605,2.5044402033332296,1.5825423227620896,rocksalt,8,2,ClK,62.22920377565833,298.2052,7.25252794229154,1.9886990430754676,18.0,37.2755,19.0,18.0,18.0,3.5,9.0,0.0,0.5,1.8849999999999998,1.99,8.65415,0.432605,254.405,635.5550000000001,10.5,0.618,3.5,4.0,1.4142135623730951,2.577404217424963,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.7071067811865476,11.313708498984761,0.0,0.7071067811865476,1.2940054095713818,1.6546298679765212,6.100139490618226,0.6072562326151951,116.09986240301924,560.6578957350016,0.7071067811865476,0.19657568516986024,0.7071067811865476,4.242640687119285,17.0,35.453,18.0,17.0,17.0,3.0,1.0,0.0,0.0,0.97,0.82,4.3407,0.00321,172.31,239.11,10.0,0.479,3.0,1.0,19.0,39.098,20.0,19.0,19.0,4.0,17.0,0.0,1.0,2.8,3.16,12.9676,0.862,336.5,1032.0,11.0,0.757,4.0,7.0,2.0,3.644999999999996,2.0,2.0,2.0,1.0,16.0,0.0,1.0,1.8299999999999998,2.3400000000000003,8.6269,0.8587899999999999,164.19,792.89,1.0,0.278,1.0,6.0
rocksalt:F-K,K1 F1,2,37.40551869412881,2.5790805387069127,18.702759347064404,-7.48848015,-7.48848015,-2.917520910625,0.0,True,-1.4457591984375,5.949400000000001,3.027,-2.9224,-2.78604692,0.382,0.262,5.251731170056304,3.157719133389849,2.0940120366664536,1.4470701560969508,rocksalt,8,2,FK,38.67554766799683,232.386812,7.499885792777106,2.4935788319761127,14.0,29.048000000000002,15.0,14.0,14.0,3.0,9.0,0.0,0.5,1.6849999999999998,2.4,10.88175,0.43185,195.065,558.515,8.0,0.7905,3.0,4.0,7.0710678118654755,14.212846301849604,7.0710678118654755,7.0710678118654755,7.0710678118654755,1.4142135623730951,11.313708498984761,0.0,0.7071067811865476,1.5768481220460009,2.2344574285494905,9.250441622160533,0.6083239638547868,200.0192951942387,669.6089085802249,2.8284271247461903,0.04737615433949865,1.4142135623730951,4.242640687119285,9.0,18.998,10.0,9.0,9.0,2.0,1.0,0.0,0.0,0.57,0.82,4.3407,0.0017,53.63,85.03,6.0,0.757,2.0,1.0,19.0,39.098,20.0,19.0,19.0,4.0,17.0,0.0,1.0,2.8,3.98,17.4228,0.862,336.5,1032.0,10.0,0.824,4.0,7.0,10.0,20.099999999999998,10.0,10.0,10.0,2.0,16.0,0.0,1.0,2.23,3.16,13.082099999999999,0.8603,282.87,946.97,4.0,0.06699999999999995,2.0,6.0
rocksalt:H-K,K1 H1,2,45.63131357684779,1.4594797544514642,22.815656788423894,-5.02625987,-5.02625987,-0.28957170124999987,0.0,True,-0.28957170124999987,3.4330999999999996,1.8073,-1.6258,-1.58684472,0.003,0.194,8.320742176595665,5.598609636595669,2.7221325399999956,1.6498886447272725,rocksalt,8,2,HK,44.67117072054005,160.42496,10.809415276413256,1.490365202570969,10.0,20.0525,10.0,10.0,10.0,2.5,1.0,0.0,0.5,1.795,1.51,8.96955,0.43104495,175.3375,526.14,6.5,7.5305,2.5,1.0,12.727922061357855,26.93440440217678,14.142135623730951,12.727922061357855,12.727922061357855,2.1213203435596424,0.0,0.0,0.7071067811865476,1.4212846301849604,0.9758073580374358,6.5461824481907005,0.6094624764831753,227.91819324595394,715.3940726620539,4.949747468305833,9.57917556473416,2.1213203435596424,0.0,1.0,1.007,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.79,0.82,4.3407,8.99e-05,14.175,20.28,3.0,0.757,1.0,1.0,19.0,39.098,20.0,19.0,19.0,4.0,1.0,0.0,1.0,2.8,2.2,13.5984,0.862,336.5,1032.0,10.0,14.304,4.0,1.0,18.0,38.091,20.0,18.0,18.0,3.0,0.0,0.0,1.0,2.01,1.3800000000000003,9.2577,0.8619101,322.325,1011.72,7.0,13.547,3.0,0.0
rocksalt:I-K,K1 I1,2,88.90698700144401,3.1004771845922225,44.453493500722004,-16.99297498,-2.9976804599999998,-1.6953124236249995,0.0,True,-1.6953124236249995,3.8513,3.1833,-0.668,-0.50676024,1.27,0.273,5.0310346065871805,1.9142443599205858,3.1167902466665947,1.7654433569691763,rocksalt,8,2,IK,87.41966517763535,664.01108,2.095276061847134,3.1522037706282355,36.0,83.001,47.0,36.0,36.0,4.5,9.0,0.0,0.5,2.05,1.74,7.396,2.896,361.575,744.7,17.0,0.4855,4.5,4.0,24.041630560342615,62.08821802886599,38.18376618407357,24.041630560342615,24.041630560342615,0.7071067811865476,11.313708498984761,0.0,0.7071067811865476,1.060660171779821,1.3010764773832475,4.320846697118517,2.876510385866875,35.46140507650534,406.30355646979024,9.899494936611665,0.3839589821842953,0.7071067811865476,4.242640687119285,19.0,39.098,20.0,19.0,19.0,4.0,1.0,0.0,0.0,1.3,0.82,4.3407,0.862,336.5,457.4,10.0,0.214,4.0,1.0,53.0,126.904,74.0,53.0,53.0,5.0,17.0,0.0,1.0,2.8,2.66,10.4513,4.93,386.65,1032.0,24.0,0.757,5.0,7.0,34.0,87.806,54.0,34.0,34.0,1.0,16.0,0.0,1.0,1.4999999999999998,1.8400000000000003,6.1106,4.068,50.14999999999998,574.6,14.0,0.543,1.0,6.0
rocksalt:Br-Li,Li1 Br1,2,40.36685009819169,3.5724738216652954,20.183425049095845,-9.576277285,-9.576277285,-1.807240133333333,0.009895712500000542,False,,4.9234,4.7796,-0.1438,0.00702417,0.184,0.24,11.396526396686292,7.699812696686294,3.6967136999999983,1.9226839833940466,rocksalt,8,2,BrLi,39.585263368752294,347.38,2.8543014030268825,3.6418274815318967,19.0,43.4225,24.5,19.0,19.0,3.0,9.0,0.0,0.5,1.6,1.97,8.60275,1.827,359.95000000000005,973.5,12.0,2.028,3.0,4.0,22.627416997969522,51.59263207571406,28.991378028648448,22.627416997969522,22.627416997969522,1.4142135623730951,11.313708498984761,0.0,0.7071067811865476,0.7071067811865476,1.4000714267493641,4.541110459458127,1.828578136148412,132.79465350683364,907.2180002623405,9.899494936611665,2.1976878759277896,1.4142135623730951,4.242640687119285,3.0,6.941,4.0,3.0,3.0,2.0,1.0,0.0,0.0,1.1,0.98,5.3917,0.534,266.05,332.0,5.0,0.474,2.0,1.0,35.0,79.904,45.0,35.0,35.0,4.0,17.0,0.0,1.0,2.1,2.96,11.8138,3.12,453.85,1615.0,19.0,3.582,4.0,7.0,32.0,72.963,41.0,32.0,32.0,2.0,16.0,0.0,1.0,1.0,1.98,6.4221,2.5860000000000003,187.8,1283.0,14.0,3.1079999999999997,2.0,6.0
rocksalt:Cl-Li,Li1 Cl1,2,32.856351560680025,2.1425657398214,16.428175780340013,-6.295167675,-6.295167675,-2.025595019583333,0.0,True,-2.025595019583333,6.25,6.2178,-0.0322,0.11427338,0.217,0.234,10.315526049977075,7.127559936643969,3.187966113333107,1.7854876402073208,rocksalt,8,2,ClLi,32.40442365015772,169.57600000000002,4.820913008186313,2.171741758463817,10.0,21.197000000000003,11.0,10.0,10.0,2.5,9.0,0.0,0.5,1.5350000000000001,2.0700000000000003,9.179649999999999,0.26860500000000004,313.08000000000004,927.0550000000001,8.0,2.0305,2.5,4.0,9.899494936611665,20.161028545190845,9.899494936611665,9.899494936611665,9.899494936611665,0.7071067811865476,11.313708498984761,0.0,0.7071067811865476,0.7990306627407988,1.5414927829866738,5.3569702635911645,0.3753252083860076,199.0788431752606,972.9011491667588,4.242640687119285,2.194152342021857,0.7071067811865476,4.242640687119285,3.0,6.941,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.97,0.98,5.3917,0.00321,172.31,239.11,5.0,0.479,2.0,1.0,17.0,35.453,18.0,17.0,17.0,3.0,17.0,0.0,1.0,2.1,3.16,12.9676,0.534,453.85,1615.0,11.0,3.582,3.0,7.0,14.0,28.512000000000004,14.0,14.0,14.0,1.0,16.0,0.0,1.0,1.1300000000000001,2.18,7.575899999999999,0.53079,281.54,1375.8899999999999,6.0,3.1029999999999998,1.0,6.0
rocksalt:F-Li,Li1 F1,2,17.02215120415618,2.5304317804069387,8.51107560207809,-5.945312485,-5.945312485,-3.1901320070833328,0.0,True,-3.1901320070833328,8.7161,6.4339,-2.2822,-2.11338606,0.195,0.21,8.689130619999325,6.65347868666615,2.0356519333331753,1.4267627459858823,rocksalt,8,2,FLi,16.03547077926561,103.757612,16.533653090291597,2.6852600446054407,6.0,12.9695,7.0,6.0,6.0,2.0,9.0,0.0,0.5,1.335,2.48,11.40725,0.26785000000000003,253.74,850.015,5.5,2.203,2.0,4.0,4.242640687119285,8.525586460766204,4.242640687119285,4.242640687119285,4.242640687119285,0.0,11.313708498984761,0.0,0.7071067811865476,1.0818733752154177,2.1213203435596424,8.507272395133471,0.3763929396255993,282.9982759664801,1081.852162011982,0.7071067811865476,1.950200502512498,0.0,4.242640687119285,3.0,6.941,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.57,0.98,5.3917,0.0017,53.63,85.03,5.0,0.824,2.0,1.0,9.0,18.998,10.0,9.0,9.0,2.0,17.0,0.0,1.0,2.1,3.98,17.4228,0.534,453.85,1615.0,6.0,3.582,2.0,7.0,6.0,12.057000000000002,6.0,6.0,6.0,0.0,16.0,0.0,1.0,1.5300000000000002,3.0,12.031099999999999,0.5323,400.22,1529.97,1.0,2.758,0.0,6.0
rocksalt:H-Li,Li1 H1,2,16.207758213722748,0.8143955033141881,8.103879106861374,-3.410271545,-3.410271545,-0.48936213770833303,0.0,True,-0.48936213770833303,2.981,1.966,-1.015,-0.99767685,0.105,0.079,14.259639796665006,9.89621898333218,4.363420813332825,2.0888802774052957,rocksalt,8,2,HLi,15.607662521005432,31.79576,40.228930506837536,0.8454334774500222,2.0,3.9739999999999998,2.0,2.0,2.0,1.5,1.0,0.0,0.5,1.445,1.59,9.495049999999999,0.26704495,234.01250000000002,817.64,4.0,8.943,1.5,1.0,1.4142135623730951,4.195971639560973,2.8284271247461903,1.4142135623730951,1.4142135623730951,0.7071067811865476,0.0,0.0,0.7071067811865476,0.9263098833543773,0.8626702730475881,5.803013221163639,0.37753145225398776,310.8971740181953,1127.6373260938112,1.4142135623730951,7.581598907882163,0.7071067811865476,0.0,1.0,1.007,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.79,0.98,5.3917,8.99e-05,14.175,20.28,3.0,3.582,1.0,1.0,3.0,6.941,4.0,3.0,3.0,2.0,1.0,0.0,1.0,2.1,2.2,13.5984,0.534,453.85,1615.0,5.0,14.304,2.0,1.0,2.0,5.934,4.0,2.0,2.0,1.0,0.0,0.0,1.0,1.31,1.2200000000000002,8.2067,0.5339101,439.675,1594.72,2.0,10.722000000000001,1.0,0.0
rocksalt:I-Li,Li1 I1,2,53.15007878938231,4.1816613800925895,26.575039394691157,-14.847920495,-3.1100527325,-1.4189081241666663,0.02873937250000047,False,,4.2306,5.9753,1.7447,1.85770135,0.13,0.241,19.97716696000281,15.866780396669503,4.110386563333305,2.027408829844959,rocksalt,8,2,ILi,51.41595523470303,535.38188,2.106651824046763,4.321294415046442,28.0,66.9225,39.0,28.0,28.0,3.5,9.0,0.0,0.5,1.7000000000000002,1.82,7.9215,2.7319999999999998,420.25,1036.2,14.5,1.898,3.5,4.0,35.35533905932738,84.8266507914818,49.49747468305833,35.35533905932738,35.35533905932738,2.1213203435596424,11.313708498984761,0.0,0.7071067811865476,0.5656854249492381,1.1879393923933999,3.5776774700914555,3.1084414100960625,47.51757569573603,818.5468099015474,13.435028842544403,2.381535639036292,2.1213203435596424,4.242640687119285,3.0,6.941,4.0,3.0,3.0,2.0,1.0,0.0,0.0,1.3,0.98,5.3917,0.534,386.65,457.4,5.0,0.214,2.0,1.0,53.0,126.904,74.0,53.0,53.0,5.0,17.0,0.0,1.0,2.1,2.66,10.4513,4.93,453.85,1615.0,24.0,3.582,5.0,7.0,50.0,119.963,70.0,50.0,50.0,3.0,16.0,0.0,1.0,0.8,1.6800000000000002,5.0596,4.396,67.20000000000005,1157.6,19.0,3.368,3.0,6.0
rocksalt:Mg-O,Mg1 O1,2,18.4427700910204,3.6289033819523207,9.2213850455102,-8.064220455,-8.064220455,-2.9992433999999992,0.0,True,-2.9992433999999992,4.4292,7.0133,2.5841,2.7374354,0.222,0.189,10.772051979999986,7.563689529999995,3.2083624499999908,1.7911902327781912,rocksalt,8,2,MgO,18.757530186369948,161.2176,66.06932152405832,3.566850397426862,10.0,20.152,10.0,10.0,10.0,2.5,9.0,0.0,0.5,1.175,2.375,10.63215,0.870715,486.825,726.6,8.0,0.9704999999999999,2.5,4.0,2.8284271247461903,5.873228924535463,2.8284271247461903,2.8284271247461903,2.8284271247461903,0.7071067811865476,9.899494936611665,0.0,0.7071067811865476,0.7424621202458749,1.506137443927346,4.222770986567943,1.2293546365674959,617.0567326024407,900.0055110942377,0.0,0.0742462120245874,0.7071067811865476,2.8284271247461903,8.0,15.999,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.65,1.31,7.6462,0.00143,50.5,90.2,8.0,0.918,2.0,2.0,12.0,24.305,12.0,12.0,12.0,3.0,16.0,0.0,1.0,1.7,3.44,13.6181,1.74,923.15,1363.0,8.0,1.023,3.0,6.0,4.0,8.306,4.0,4.0,4.0,1.0,14.0,0.0,1.0,1.0499999999999998,2.13,5.9719,1.73857,872.65,1272.8,0.0,0.10499999999999987,1.0,4.0
rocksalt:Br-Na,Na1 Br1,2,51.949789918521965,3.2889280951307467,25.974894959260983,-10.22521961,-10.22521961,-1.8674453799999995,0.0,True,-1.8674453799999995,4.0895,3.1972,-0.8923,-0.72405064,0.191,0.257,7.298129242725885,4.473558646120574,2.8245705966053105,1.6806458867367957,rocksalt,8,2,BrNa,52.15336245685115,411.575076,2.904536884483077,3.2750267383299336,23.0,51.446999999999996,28.5,23.0,23.0,3.5,9.0,0.0,0.5,1.6500000000000001,1.945,8.47645,2.0455,318.6,744.0,13.0,0.851,3.5,4.0,16.97056274847714,40.24427534445117,23.33452377915607,16.97056274847714,16.97056274847714,0.7071067811865476,11.313708498984761,0.0,0.7071067811865476,0.7778174593052023,1.4354267658086914,4.719725632385849,1.5195724727698907,74.31692270270612,582.6559876977152,8.48528137423857,0.5331585130146569,0.7071067811865476,4.242640687119285,11.0,22.99,12.0,11.0,11.0,3.0,1.0,0.0,0.0,1.1,0.93,5.1391,0.971,266.05,332.0,7.0,0.474,3.0,1.0,35.0,79.904,45.0,35.0,35.0,4.0,17.0,0.0,1.0,2.2,2.96,11.8138,3.12,371.15,1156.0,19.0,1.228,4.0,7.0,24.0,56.914,33.0,24.0,24.0,1.0,16.0,0.0,1.0,1.1,2.03,6.6747000000000005,2.149,105.09999999999997,824.0,12.0,0.754,1.0,6.0
rocksalt:Cl-Na,Na1 Cl1,2,43.625325465502776,2.224545043829438,21.812662732751388,-6.896710905,-6.896710905,-2.0384011712500003,0.0,True,-2.0384011712500003,5.0037,4.1157,-0.888,-0.7046017,0.162,0.249,6.530281850000002,4.042135079999993,2.4881467700000104,1.577386056106751,rocksalt,8,2,ClNa,43.981366860732734,233.771076,7.95828288351462,2.2058204067917804,14.0,29.2215,15.0,14.0,14.0,3.0,9.0,0.0,0.5,1.585,2.045,9.05335,0.487105,271.73,697.5550000000001,9.0,0.8534999999999999,3.0,4.0,4.242640687119285,8.812671813927945,4.242640687119285,4.242640687119285,4.242640687119285,0.0,11.313708498984761,0.0,0.7071067811865476,0.8697413408594536,1.5768481220460009,5.535585436518887,0.6843308717645288,140.6011123711331,648.3391366021335,2.8284271247461903,0.5296229791087241,0.0,4.242640687119285,11.0,22.99,12.0,11.0,11.0,3.0,1.0,0.0,0.0,0.97,0.93,5.1391,0.00321,172.31,239.11,7.0,0.479,3.0,1.0,17.0,35.453,18.0,17.0,17.0,3.0,17.0,0.0,1.0,2.2,3.16,12.9676,0.971,371.15,1156.0,11.0,1.228,3.0,7.0,6.0,12.463000000000005,6.0,6.0,6.0,0.0,16.0,0.0,1.0,1.2300000000000002,2.23,7.828499999999999,0.9677899999999999,198.83999999999997,916.89,4.0,0.749,0.0,6.0
rocksalt:F-Na,Na1 F1,2,23.889026260060266,2.918620456906104,11.944513130030133,-6.305676715,-6.305676715,-2.9617591587499996,0.0,True,-2.9617591587499996,6.204,4.037,-2.167,-2.0912328,0.106,0.232,5.460930573333282,3.593955856666632,1.8669747166666486,1.3663728322338118,rocksalt,8,2,FNa,24.781250786215075,167.952688,24.508893457866503,2.8126250011065554,10.0,20.994,11.0,10.0,10.0,2.5,9.0,0.0,0.5,1.385,2.455,11.280949999999999,0.48635,212.39,620.515,6.5,1.026,2.5,4.0,1.4142135623730951,2.822770270496696,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.7071067811865476,11.313708498984761,0.0,0.7071067811865476,1.1525840533340725,2.1566756826189697,8.685887568061192,0.6853986030041205,224.52054516235256,757.2901494473568,0.7071067811865476,0.28567113959936524,0.7071067811865476,4.242640687119285,9.0,18.998,10.0,9.0,9.0,2.0,1.0,0.0,0.0,0.57,0.93,5.1391,0.0017,53.63,85.03,6.0,0.824,2.0,1.0,11.0,22.99,12.0,11.0,11.0,3.0,17.0,0.0,1.0,2.2,3.98,17.4228,0.971,371.15,1156.0,7.0,1.228,3.0,7.0,2.0,3.9919999999999973,2.0,2.0,2.0,1.0,16.0,0.0,1.0,1.6300000000000003,3.05,12.2837,0.9692999999999999,317.52,1070.97,1.0,0.404,1.0,6.0
rocksalt:H-Na,Na1 H1,2,27.18138268611537,1.4660451320125392,13.590691343057685,-3.80254932,-3.80254932,-0.292902834375,0.0,True,-0.292902834375,3.7666,2.6626,-1.104,-1.01415759,0.155,0.173,10.339548976923139,7.207073396924595,3.132475579998544,1.7698801032834242,rocksalt,8,2,HNa,27.49763983107645,95.990836,16.683299345278375,1.4487133144779625,6.0,11.9985,6.0,6.0,6.0,2.0,1.0,0.0,0.5,1.495,1.5650000000000002,9.36875,0.48554495,192.6625,588.14,5.0,7.766,2.0,1.0,7.0710678118654755,15.544328370823873,8.48528137423857,7.0710678118654755,7.0710678118654755,1.4142135623730951,0.0,0.0,0.7071067811865476,0.9970205614730321,0.8980256121069154,5.981628394091361,0.686537115632509,252.41944321406777,803.0753135291858,2.8284271247461903,9.246128270795296,1.4142135623730951,0.0,1.0,1.007,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.79,0.93,5.1391,8.99e-05,14.175,20.28,3.0,1.228,1.0,1.0,11.0,22.99,12.0,11.0,11.0,3.0,1.0,0.0,1.0,2.2,2.2,13.5984,0.971,371.15,1156.0,7.0,14.304,3.0,1.0,10.0,21.982999999999997,12.0,10.0,10.0,2.0,0.0,0.0,1.0,1.4100000000000001,1.27,8.459299999999999,0.9709101,356.97499999999997,1135.72,4.0,13.076,2.0,0.0
rocksalt:I-Na,Na1 I1,2,66.68896277659789,3.7323303560221612,33.344481388298945,-15.54439841,-2.88290911,-1.475365545689655,0.0,True,-1.475365545689655,3.5686999999999998,4.1899,0.6212,0.85610586,0.229,0.267,8.361272759835579,5.028597816536732,3.332674943298848,1.8255615419094608,rocksalt,8,2,INa,65.77843323652164,599.576956,2.134234802032447,3.78276624262688,32.0,74.947,43.0,32.0,32.0,4.0,9.0,0.0,0.5,1.75,1.7950000000000002,7.7951999999999995,2.9505,378.9,806.7,15.5,0.721,4.0,4.0,29.698484809834994,73.4782940602189,43.840620433565945,29.698484809834994,29.698484809834994,1.4142135623730951,11.313708498984761,0.0,0.7071067811865476,0.6363961030678928,1.2232947314527274,3.7562926430191776,2.7994357467175415,10.960155108391486,493.9847973369221,12.020815280171307,0.7170062761231593,1.4142135623730951,4.242640687119285,11.0,22.99,12.0,11.0,11.0,3.0,1.0,0.0,0.0,1.3,0.93,5.1391,0.971,371.15,457.4,7.0,0.214,3.0,1.0,53.0,126.904,74.0,53.0,53.0,5.0,17.0,0.0,1.0,2.2,2.66,10.4513,4.93,386.65,1156.0,24.0,1.228,5.0,7.0,42.0,103.914,62.0,42.0,42.0,2.0,16.0,0.0,1.0,0.9000000000000001,1.73,5.3122,3.9589999999999996,15.5,698.6,17.0,1.014,2.0,6.0
rocksalt:Pb-Se,Pb1 Se1,2,59.05444982815671,8.046470006595401,29.527224914078356,-35.970919925,-35.970919925,-0.6725727545312452,0.0,True,-0.6725727545312452,0.42569999999999997,4.9086,4.4829,4.55845249,1.58,0.255,356.2772123733342,336.56289714333417,19.714315230000008,4.440080543188379,rocksalt,8,2,PbSe,56.72628651318,1144.64,2.235803693459575,8.3739943013832,58.0,143.07999999999998,85.0,58.0,58.0,5.0,15.0,0.0,0.5,1.5,2.44,8.58455,8.055,547.45,1490.0,24.5,0.225,5.0,5.0,33.94112549695428,90.67937361936285,56.568542494923804,33.94112549695428,33.94112549695428,1.4142135623730951,1.4142135623730951,0.0,0.7071067811865476,0.42426406871192857,0.15556349186104027,1.6515893088174192,4.589123009900694,75.37758287448598,752.3616151824866,6.363961030678928,0.13576450198781712,1.4142135623730951,1.4142135623730951,34.0,78.96,45.0,34.0,34.0,4.0,14.0,0.0,0.0,1.2,2.33,7.4167,4.81,494.15,958.0,20.0,0.129,4.0,4.0,82.0,207.2,125.0,82.0,82.0,6.0,16.0,0.0,1.0,1.8,2.55,9.7524,11.3,600.75,2022.0,29.0,0.321,6.0,6.0,48.0,128.24,80.0,48.0,48.0,2.0,2.0,0.0,1.0,0.6000000000000001,0.21999999999999975,2.3357,6.490000000000001,106.60000000000002,1064.0,9.0,0.192,2.0,2.0
