,composition,nsites,volume_x,density_x,density_atomic,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,band_gap,cbm,vbm,efermi,universal_anisotropy,homogeneous_poisson,e_total,e_ionic,e_electronic,n,Structure,nbP,nbE,Formula,volume_y,mass,TC,density_y,mean_AtomicNumber,mean_AtomicMass,mean_NumberofNeutrons,mean_NumberofProtons,mean_NumberofElectrons,mean_Period,mean_Group,mean_Radioactive,mean_Metal,mean_AtomicRadius,mean_Electronegativity,mean_FirstIonization,mean_Density,mean_MeltingPoint,mean_BoilingPoint,mean_NumberOfIsotopes,mean_SpecificHeat,mean_NumberofShells,mean_NumberofValence,std_AtomicNumber,std_AtomicMass,std_NumberofNeutrons,std_NumberofProtons,std_NumberofElectrons,std_Period,std_Group,std_Radioactive,std_Metal,std_AtomicRadius,std_Electronegativity,std_FirstIonization,std_Density,std_MeltingPoint,std_BoilingPoint,std_NumberOfIsotopes,std_SpecificHeat,std_NumberofShells,std_NumberofValence,min_AtomicNumber,min_AtomicMass,min_NumberofNeutrons,min_NumberofProtons,min_NumberofElectrons,min_Period,min_Group,min_Radioactive,min_Metal,min_AtomicRadius,min_Electronegativity,min_FirstIonization,min_Density,min_MeltingPoint,min_BoilingPoint,min_NumberOfIsotopes,min_SpecificHeat,min_NumberofShells,min_NumberofValence,max_AtomicNumber,max_AtomicMass,max_NumberofNeutrons,max_NumberofProtons,max_NumberofElectrons,max_Period,max_Group,max_Radioactive,max_Metal,max_AtomicRadius,max_Electronegativity,max_FirstIonization,max_Density,max_MeltingPoint,max_BoilingPoint,max_NumberOfIsotopes,max_SpecificHeat,max_NumberofShells,max_NumberofValence,range_AtomicNumber,range_AtomicMass,range_NumberofNeutrons,range_NumberofProtons,range_NumberofElectrons,range_Period,range_Group,range_Radioactive,range_Metal,range_AtomicRadius,range_Electronegativity,range_FirstIonization,range_Density,range_MeltingPoint,range_BoilingPoint,range_NumberOfIsotopes,range_SpecificHeat,range_NumberofShells,range_NumberofValence
rocksalt:Pb-Te,Te1 Pb1,2,69.98911846195519,7.94335593467838,34.99455923097759,-41.35500911,-41.35500911,-0.5038298999999995,0.0,True,-0.5038298999999995,0.8063000000000002,5.8593,5.053,5.11774509,2.127,0.242,379.8380929833336,353.6199668633335,26.218126120000008,5.120363865976715,rocksalt,8,2,PbTe,66.88644622723501,1339.1999999999998,3.205886009838356,8.309127354619429,67.0,167.39999999999998,100.5,67.0,67.0,5.5,15.0,0.0,0.5,1.6,2.215,8.21315,8.765,661.775,1641.5,29.0,0.1655,5.5,5.0,21.213203435596427,56.28569978244918,34.64823227814083,21.213203435596427,21.213203435596427,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476,0.28284271247461906,0.1626345596729059,1.1263503917520523,3.585031380615796,86.30238264381809,538.1082604829627,0.0,0.051618795026617974,0.7071067811865476,1.4142135623730951,52.0,127.6,76.0,52.0,52.0,5.0,14.0,0.0,0.0,1.4,2.1,7.4167,6.23,600.75,1261.0,29.0,0.129,5.0,4.0,82.0,207.2,125.0,82.0,82.0,6.0,16.0,0.0,1.0,1.8,2.33,9.0096,11.3,722.8,2022.0,29.0,0.202,6.0,6.0,30.0,79.6,49.0,30.0,30.0,1.0,2.0,0.0,1.0,0.40000000000000013,0.22999999999999998,1.592900000000001,5.07,122.04999999999995,761.0,0.0,0.07300000000000001,1.0,2.0
rocksalt:Br-Rb,Rb1 Br1,2,82.55292826433187,3.326427543971318,41.276464132165934,-15.58661313,-3.3373266800000003,-2.07054547875,0.0,True,-1.3521482008333334,4.192,2.175,-2.017,-1.7943527,,,5.691667823333859,3.23887136000056,2.452796463333298,1.5661406269340241,rocksalt,8,2,BrRb,81.40388205580896,661.4872,3.580745504548553,3.3722861989775406,36.0,82.686,46.5,36.0,36.0,4.5,9.0,0.0,0.5,2.05,1.89,7.99545,2.325,289.42,646.5,19.5,0.4185,4.5,4.0,1.4142135623730951,3.9343421305219555,2.1213203435596424,1.4142135623730951,1.4142135623730951,0.7071067811865476,11.313708498984761,0.0,0.7071067811865476,1.34350288425444,1.5132085117392116,5.3999623558873076,1.1242997820866105,33.050170952659236,444.7701653663384,0.7071067811865476,0.07848885271170676,0.7071067811865476,4.242640687119285,35.0,79.904,45.0,35.0,35.0,4.0,1.0,0.0,0.0,1.1,0.82,4.1771,1.53,266.05,332.0,19.0,0.363,4.0,1.0,37.0,85.468,48.0,37.0,37.0,5.0,17.0,0.0,1.0,3.0,2.96,11.8138,3.12,312.79,961.0,20.0,0.474,5.0,7.0,2.0,5.564000000000007,3.0,2.0,2.0,1.0,16.0,0.0,1.0,1.9,2.14,7.6367,1.59,46.74000000000001,629.0,1.0,0.11099999999999999,1.0,6.0
rocksalt:Cl-Rb,Rb1 Cl1,2,72.44443938610804,2.7716925421197955,36.22221969305402,-12.20163759,-3.65940788,-2.24487251375,0.0,True,-2.24487251375,4.8388,2.7727,-2.0661,-1.81796229,,,5.651929926679216,3.370879896679217,2.2810500299999994,1.5103145467087309,rocksalt,8,2,ClRb,71.19782406311053,483.6832,2.508627712018214,2.8193070594695713,27.0,60.4605,33.0,27.0,27.0,4.0,9.0,0.0,0.5,1.9849999999999999,1.99,8.57235,0.766605,242.55,600.0550000000001,15.5,0.421,4.0,4.0,14.142135623730951,35.365945661045174,21.213203435596427,14.142135623730951,14.142135623730951,1.4142135623730951,11.313708498984761,0.0,0.7071067811865476,1.4354267658086914,1.6546298679765212,6.215822160020345,1.0796035624478089,99.3343606210862,510.4533142707568,6.363961030678928,0.0820243866176395,1.4142135623730951,4.242640687119285,17.0,35.453,18.0,17.0,17.0,3.0,1.0,0.0,0.0,0.97,0.82,4.1771,0.00321,172.31,239.11,11.0,0.363,3.0,1.0,37.0,85.468,48.0,37.0,37.0,5.0,17.0,0.0,1.0,3.0,3.16,12.9676,1.53,312.79,961.0,20.0,0.479,5.0,7.0,20.0,50.015,30.0,20.0,20.0,2.0,16.0,0.0,1.0,2.0300000000000002,2.3400000000000003,8.790499999999998,1.52679,140.48000000000002,721.89,9.0,0.11599999999999999,2.0,6.0
rocksalt:F-Rb,Rb1 F1,2,44.66769821355681,3.8835717641775656,22.333849106778406,-11.3832783,-4.320544995,-2.8745384749999996,0.0,True,-1.6641778274999997,5.5244,2.9353,-2.5891,-2.58431129,0.432,0.274,7.288440723345538,5.229773356678895,2.0586673666666417,1.4348056895157064,rocksalt,8,2,FRb,45.22146252247434,417.864812,2.956639064000633,3.834769759908055,23.0,52.233000000000004,29.0,23.0,23.0,3.5,9.0,0.0,0.5,1.785,2.4,10.799949999999999,0.76585,183.21,523.015,13.0,0.5934999999999999,3.5,4.0,19.79898987322333,47.00138774546981,26.870057685088806,19.79898987322333,19.79898987322333,2.1213203435596424,11.313708498984761,0.0,0.7071067811865476,1.7182694782833103,2.2344574285494905,9.36612429156265,1.0806712936874006,183.25379341230567,619.4043271159801,9.899494936611665,0.3259762261269984,2.1213203435596424,4.242640687119285,9.0,18.998,10.0,9.0,9.0,2.0,1.0,0.0,0.0,0.57,0.82,4.1771,0.0017,53.63,85.03,6.0,0.363,2.0,1.0,37.0,85.468,48.0,37.0,37.0,5.0,17.0,0.0,1.0,3.0,3.98,17.4228,1.53,312.79,961.0,20.0,0.824,5.0,7.0,28.0,66.47,38.0,28.0,28.0,3.0,16.0,0.0,1.0,2.43,3.16,13.2457,1.5283,259.16,875.97,14.0,0.46099999999999997,3.0,6.0
rocksalt:H-Rb,Rb1 H1,2,54.22068808663736,2.648368171825792,27.11034404331868,-8.94393681,-2.423320015,-0.23546975937499992,0.0,True,-0.23546975937499992,2.9163,1.8302,-1.0861,-1.06859736,0.041,0.2,8.877960623304409,6.079212273304581,2.7987483499998285,1.672946009290147,rocksalt,8,2,HRb,52.67945307384029,345.90296,5.7396759252164005,2.7249661874580915,19.0,43.237500000000004,24.0,19.0,19.0,3.0,1.0,0.0,0.5,1.895,1.51,8.88775,0.7650449500000001,163.48250000000002,490.64,11.5,7.3335,3.0,1.0,25.45584412271571,59.722945845797,33.94112549695428,25.45584412271571,25.45584412271571,2.8284271247461903,0.0,0.0,0.7071067811865476,1.56270598642227,0.9758073580374358,6.66186511759282,1.081809806315789,211.1526914640209,665.189491197809,12.020815280171307,9.857775636521659,2.8284271247461903,0.0,1.0,1.007,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.79,0.82,4.1771,8.99e-05,14.175,20.28,3.0,0.363,1.0,1.0,37.0,85.468,48.0,37.0,37.0,5.0,1.0,0.0,1.0,3.0,2.2,13.5984,1.53,312.79,961.0,20.0,14.304,5.0,1.0,36.0,84.461,48.0,36.0,36.0,4.0,0.0,0.0,1.0,2.21,1.3800000000000003,9.421299999999999,1.5299101,298.615,940.72,17.0,13.941,4.0,0.0
rocksalt:I-Rb,Rb1 I1,2,100.58221792977244,3.506111301341046,50.29110896488622,-20.96409395,-2.9481237950000008,-1.7211735837500006,0.0,True,-0.9797752300000011,3.7765,2.8725,-0.904,-0.79311606,,,5.688231480184913,2.979585160187965,2.7086463199969493,1.6457965609384866,rocksalt,8,2,IRb,98.25256607860108,849.4890800000001,2.01353397522604,3.5880789914227096,45.0,106.186,61.0,45.0,45.0,5.0,9.0,0.0,0.5,2.15,1.74,7.3142,3.23,349.72,709.2,22.0,0.2885,5.0,4.0,11.313708498984761,29.299676585245777,18.384776310850235,11.313708498984761,11.313708498984761,0.0,11.313708498984761,0.0,0.7071067811865476,1.2020815280171306,1.3010764773832475,4.436529366520636,2.4041630560342613,52.22690685843837,356.09897500554536,2.8284271247461903,0.10535891039679558,0.0,4.242640687119285,37.0,85.468,48.0,37.0,37.0,5.0,1.0,0.0,0.0,1.3,0.82,4.1771,1.53,312.79,457.4,20.0,0.214,5.0,1.0,53.0,126.904,74.0,53.0,53.0,5.0,17.0,0.0,1.0,3.0,2.66,10.4513,4.93,386.65,961.0,24.0,0.363,5.0,7.0,16.0,41.43599999999999,26.0,16.0,16.0,0.0,16.0,0.0,1.0,1.7,1.8400000000000003,6.2741999999999996,3.3999999999999995,73.85999999999996,503.6,4.0,0.149,0.0,6.0
rocksalt:O-Sr,Sr1 O1,2,34.49840025661019,4.987595380591106,17.249200128305095,-13.531288635,-13.531288635,-2.9781328374999987,0.0,True,-1.4037383974999997,3.2748,4.7714,1.4966,1.66284593,0.006,0.231,18.04611267653627,14.148419776536281,3.8976928999999907,1.9742575566526244,rocksalt,8,2,OSr,33.82450382942473,414.4776,10.613351708533685,5.085313442214223,23.0,51.8095,29.0,23.0,23.0,3.5,9.0,0.0,0.5,1.575,2.195,9.6565,1.320715,546.325,872.6,13.0,0.6095,3.5,4.0,21.213203435596427,50.64369477536172,29.698484809834994,21.213203435596427,21.213203435596427,2.1213203435596424,9.899494936611665,0.0,0.7071067811865476,1.308147545195113,1.7606958851545034,5.602548448697254,1.8657507396353887,701.2024395636399,1106.4806912007095,7.0710678118654755,0.43628488399209986,2.1213203435596424,2.8284271247461903,8.0,15.999,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.65,0.95,5.6949,0.00143,50.5,90.2,8.0,0.301,2.0,2.0,38.0,87.62,50.0,38.0,38.0,5.0,16.0,0.0,1.0,2.5,3.44,13.6181,2.64,1042.15,1655.0,18.0,0.918,5.0,6.0,30.0,71.62100000000001,42.0,30.0,30.0,3.0,14.0,0.0,1.0,1.85,2.49,7.9232000000000005,2.63857,991.6500000000001,1564.8,10.0,0.617,3.0,4.0
wurtzite:Ag-I,Ag2 I2,4,141.9508120425751,5.492736317536004,35.48770301064378,-23.26395597,-2.648621170000002,-0.4904691558333343,0.0026138749999979893,False,,1.3877000000000002,2.6682,1.2805,1.31058614,0.457,0.381,7.188643623338159,2.220368193338159,4.968275429999999,2.2289628597174964,wurtzite,4,4,AgI,133.87639988230603,469.54534,2.455758728769999,5.822125969067208,50.0,117.386,67.5,50.0,50.0,5.0,14.0,0.0,0.5,1.55,2.295,9.01375,7.715,810.4000000000001,1446.2,25.5,0.22449999999999998,5.0,3.5,4.242640687119285,13.46048468666712,9.192388155425117,4.242640687119285,4.242640687119285,0.0,4.242640687119285,0.0,0.7071067811865476,0.3535533905932738,0.5161879502661798,2.0330027065894427,3.93858477120907,599.2729970555991,1398.3743704745164,2.1213203435596424,0.014849242404917492,0.0,4.949747468305833,47.0,107.868,61.0,47.0,47.0,5.0,11.0,0.0,0.0,1.3,1.93,7.5762,4.93,386.65,457.4,24.0,0.214,5.0,0.0,53.0,126.904,74.0,53.0,53.0,5.0,17.0,0.0,1.0,1.8,2.66,10.4513,10.5,1234.15,2435.0,27.0,0.235,5.0,7.0,6.0,19.036,13.0,6.0,6.0,0.0,6.0,0.0,1.0,0.5,0.7300000000000002,2.8750999999999998,5.57,847.5000000000001,1977.6,3.0,0.02099999999999999,0.0,7.0
wurtzite:Al-As,Al2 As2,4,91.25387576035061,3.7086456053404624,22.813468940087652,-11.339452345,-11.339452345,-0.6196376862499999,0.007405090000000669,False,,1.6869999999999998,5.3587,3.6717,3.71170541,0.203,0.254,11.510430253327018,2.0433641099936826,9.467066143333335,3.0768597861022746,wurtzite,4,4,AlAs,91.35372779829925,203.806278,64.64743859679771,3.7033893376193303,23.0,50.952,28.0,23.0,23.0,3.5,14.0,0.0,0.5,1.55,1.895,7.8872,4.24,1011.7750000000001,1839.5,11.0,0.613,3.5,4.0,14.142135623730951,33.898699090083085,19.79898987322333,14.142135623730951,14.142135623730951,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476,0.3535533905932738,0.40305086527633216,2.6889856674962034,2.1778888860545664,110.83898795099141,1347.038418160373,4.242640687119285,0.401636651713959,0.7071067811865476,1.4142135623730951,13.0,26.982,14.0,13.0,13.0,3.0,13.0,0.0,0.0,1.3,1.61,5.9858,2.7,933.4,887.0,8.0,0.329,3.0,3.0,33.0,74.922,42.0,33.0,33.0,4.0,15.0,0.0,1.0,1.8,2.18,9.7886,5.78,1090.15,2792.0,14.0,0.897,4.0,5.0,20.0,47.94,28.0,20.0,20.0,1.0,2.0,0.0,1.0,0.5,0.5700000000000001,3.8028000000000004,3.08,156.7500000000001,1905.0,6.0,0.5680000000000001,1.0,2.0
wurtzite:Al-N,Al2 N2,4,42.52728307818043,3.200889713142437,10.631820769545108,-9.6100966725,-9.6100966725,-1.6796721718749996,0.0,True,-1.6796721718749996,4.0467,10.0525,6.0058,6.08101269,0.04,0.24,8.731928620001746,4.18939553333508,4.542533086666666,2.131321910614787,wurtzite,4,4,AlN,41.839579228955,81.976478,245.2704093643856,3.2524455548497833,10.0,20.4945,10.5,10.0,10.0,2.5,14.0,0.0,0.5,1.275,2.325,10.25995,1.3506250000000002,498.34499999999997,1434.68,8.0,0.9685,2.5,4.0,4.242640687119285,9.174710485895453,4.949747468305833,4.242640687119285,4.242640687119285,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476,0.7424621202458749,1.011162697096763,6.0445608976169645,1.9083044257271953,615.2606813782269,1919.5403524802496,0.0,0.10111626970967631,0.7071067811865476,1.4142135623730951,7.0,14.007,7.0,7.0,7.0,2.0,13.0,0.0,0.0,0.75,1.61,5.9858,0.00125,63.29,77.36,8.0,0.897,2.0,3.0,13.0,26.982,14.0,13.0,13.0,3.0,15.0,0.0,1.0,1.8,3.04,14.5341,2.7,933.4,2792.0,8.0,1.04,3.0,5.0,6.0,12.975,7.0,6.0,6.0,1.0,2.0,0.0,1.0,1.05,1.43,8.548300000000001,2.69875,870.11,2714.64,0.0,0.14300000000000002,1.0,2.0
wurtzite:Al-P,Al2 P2,4,81.97411556050663,2.347986071086355,20.493528890126658,-8.59990175,-8.59990175,-0.732814428988096,0.004434354999999002,False,,1.9532999999999996,6.4026,4.4493,4.47993399,0.198,0.261,10.507158113339093,2.303596266672428,8.203561846666664,2.864186070538481,wurtzite,4,4,AlP,81.90698225773838,115.910602,67.74721670610886,2.3491477040935838,14.0,28.978,15.0,14.0,14.0,3.0,14.0,0.0,0.5,1.5,1.9,8.23625,2.2600000000000002,625.325,1672.5,7.5,0.833,3.0,4.0,1.4142135623730951,2.822770270496698,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.7071067811865476,0.42426406871192857,0.41012193308819744,3.182616911442532,0.622253967444162,435.68384322809123,1583.2120830766798,0.7071067811865476,0.0905096679918781,0.0,1.4142135623730951,13.0,26.982,14.0,13.0,13.0,3.0,13.0,0.0,0.0,1.2,1.61,5.9858,1.82,317.25,553.0,7.0,0.769,3.0,3.0,15.0,30.974,16.0,15.0,15.0,3.0,15.0,0.0,1.0,1.8,2.19,10.4867,2.7,933.4,2792.0,8.0,0.897,3.0,5.0,2.0,3.992000000000001,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.6000000000000001,0.5799999999999998,4.500900000000001,0.8800000000000001,616.15,2239.0,1.0,0.128,0.0,2.0
wurtzite:Al-Sb,Al2 Sb2,4,118.23050903295669,4.178128601351843,29.557627258239172,-16.4632972925,-16.4632972925,-0.24409026249999854,0.008885222500001788,False,,0.9179000000000004,5.3802,4.4623,4.49531085,0.213,0.256,12.829562981303193,1.3064358994508005,11.523127081852394,3.3945731811013284,wurtzite,4,4,AlSb,117.36067256131768,297.48307800000003,50.338684347127376,4.2077290348007494,32.0,74.37100000000001,42.5,32.0,32.0,4.0,14.0,0.0,0.5,1.65,1.83,7.2971,4.695,918.7249999999999,2326.0,18.5,0.552,4.0,4.0,26.870057685088806,67.0181665072986,40.30508652763321,26.870057685088806,26.870057685088806,1.4142135623730951,1.4142135623730951,0.0,0.7071067811865476,0.21213203435596428,0.31112698372208075,1.854458244339839,2.8213560569343246,20.753584027825184,659.0235200658623,14.849242404917497,0.48790367901871784,1.4142135623730951,1.4142135623730951,13.0,26.982,14.0,13.0,13.0,3.0,13.0,0.0,0.0,1.5,1.61,5.9858,2.7,904.05,1860.0,8.0,0.207,3.0,3.0,51.0,121.76,71.0,51.0,51.0,5.0,15.0,0.0,1.0,1.8,2.05,8.6084,6.69,933.4,2792.0,29.0,0.897,5.0,5.0,38.0,94.778,57.0,38.0,38.0,2.0,2.0,0.0,1.0,0.30000000000000004,0.4399999999999997,2.6225999999999994,3.99,29.350000000000023,932.0,21.0,0.6900000000000001,2.0,2.0
wurtzite:As-B,B2 As2,4,55.85949706767284,5.097157656422205,13.96487426691821,-5.6790875825,-11.059452059791665,-0.03250946729166593,0.08951741499999954,False,,1.1428000000000003,7.2724,6.1296,6.22320245,0.14,0.138,9.894979196665723,0.09465134999905626,9.800327846666667,3.130547531449837,wurtzite,4,4,AsB,54.09149806621692,171.46519999999998,1316.4723840736665,5.262051194284972,19.0,42.8665,24.0,19.0,19.0,3.0,14.0,0.0,0.0,1.25,2.1100000000000003,9.0433,4.0600000000000005,1831.65,2543.5,10.0,0.6775,3.0,4.0,19.79898987322333,45.333322848650745,25.45584412271571,19.79898987322333,19.79898987322333,1.4142135623730951,1.4142135623730951,0.0,0.0,0.07071067811865482,0.09899494936611673,1.0540133680366681,2.4324473272817237,1048.63935649965,2342.644766071032,5.656854249492381,0.4928534264870236,1.4142135623730951,1.4142135623730951,5.0,10.811,6.0,5.0,5.0,2.0,13.0,0.0,0.0,1.2,2.04,8.298,2.34,1090.15,887.0,6.0,0.329,2.0,3.0,33.0,74.922,42.0,33.0,33.0,4.0,15.0,0.0,0.0,1.3,2.18,9.7886,5.78,2573.15,4200.0,14.0,1.026,4.0,5.0,28.0,64.11099999999999,36.0,28.0,28.0,2.0,2.0,0.0,0.0,0.10000000000000009,0.14000000000000012,1.4906000000000006,3.4400000000000004,1483.0,3313.0,8.0,0.6970000000000001,2.0,2.0
wurtzite:Be-O,Be2 O2,4,27.51023288811809,3.0194371089026797,6.877558222029522,-8.1587471175,-7.4465427375,-3.1007044437499998,0.0,True,-3.1007044437499998,7.463900000000001,9.7926,2.3287,2.6082371,0.076,0.199,7.348809943363005,4.246494916696338,3.1023150266666666,1.761338986869554,wurtzite,4,4,BeO,27.555626156297155,50.023164,310.93494411307404,3.0134844974670862,6.0,12.505500000000001,6.5,6.0,6.0,2.0,9.0,0.0,0.5,1.025,2.505,11.4704,0.9257150000000001,805.325,1416.1,7.0,1.3715,2.0,4.0,2.8284271247461903,4.940555080150407,2.1213203435596424,2.8284271247461903,2.8284271247461903,0.0,9.899494936611665,0.0,0.7071067811865476,0.5303300858899105,1.3222896808188438,3.0373064679086967,1.3071363824980162,1067.4837522182715,1875.1057623504867,1.4142135623730951,0.6413458505361985,0.0,2.8284271247461903,4.0,9.012,5.0,4.0,4.0,2.0,2.0,0.0,0.0,0.65,1.57,9.3227,0.00143,50.5,90.2,6.0,0.918,2.0,2.0,8.0,15.999,8.0,8.0,8.0,2.0,16.0,0.0,1.0,1.4,3.44,13.6181,1.85,1560.15,2742.0,8.0,1.825,2.0,6.0,4.0,6.987,3.0,4.0,4.0,0.0,14.0,0.0,1.0,0.7499999999999999,1.8699999999999999,4.295400000000001,1.84857,1509.65,2651.8,2.0,0.9069999999999999,0.0,4.0
wurtzite:Be-Te,Be2 Te2,4,91.11559024740612,4.979386394106737,22.77889756185153,-3.7949017725,-4.0059017725,-0.5645423933333324,0.0058195474999998,False,,2.2711999999999994,6.8843,4.6131,6.88434184,,,,,,,wurtzite,4,4,BeTe,88.40385720628963,273.224364,197.4769879630724,5.130459898165295,28.0,68.306,40.5,28.0,28.0,3.5,9.0,0.0,0.5,1.4,1.835,9.16615,4.04,1141.475,2001.5,17.5,1.0135,3.5,4.0,33.94112549695428,83.8543789673503,50.204581464244875,33.94112549695428,33.94112549695428,2.1213203435596424,9.899494936611665,0.0,0.7071067811865476,0.0,0.3747665940288702,0.22139513318950704,3.0971277015970786,592.0958632265557,1047.2251429372768,16.263455967290593,1.1476343058657665,2.1213203435596424,2.8284271247461903,4.0,9.012,5.0,4.0,4.0,2.0,2.0,0.0,0.0,1.4,1.57,9.0096,1.85,722.8,1261.0,6.0,0.202,2.0,2.0,52.0,127.6,76.0,52.0,52.0,5.0,16.0,0.0,1.0,1.4,2.1,9.3227,6.23,1560.15,2742.0,29.0,1.825,5.0,6.0,48.0,118.588,71.0,48.0,48.0,3.0,14.0,0.0,1.0,0.0,0.53,0.3130999999999986,4.380000000000001,837.3500000000001,1481.0,23.0,1.623,3.0,4.0
wurtzite:B-N,B2 N2,4,23.87641842781525,3.452005209051759,5.969104606953812,-8.6941192575,-9.555827307500001,-1.3182748731250022,0.09470411999999939,False,,5.1975999999999996,12.7241,7.5265,7.53277692,0.094,0.118,6.901363836666046,2.276800563332713,4.624563273333332,2.1504797774760247,wurtzite,4,4,BN,23.541370829131957,49.6354,1036.7654131789038,3.499998559898568,6.0,12.408999999999999,6.5,6.0,6.0,2.0,14.0,0.0,0.0,0.975,2.54,11.41605,1.170625,1318.22,2138.68,7.0,1.033,2.0,4.0,1.4142135623730951,2.2599132726722058,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.0,0.31819805153394637,0.7071067811865476,4.40958859815743,1.653745984500038,1774.7390258288683,2915.146700390908,1.4142135623730951,0.009899494936611674,0.0,1.4142135623730951,5.0,10.811,6.0,5.0,5.0,2.0,13.0,0.0,0.0,0.75,2.04,8.298,0.00125,63.29,77.36,6.0,1.026,2.0,3.0,7.0,14.007,7.0,7.0,7.0,2.0,15.0,0.0,0.0,1.2,3.04,14.5341,2.34,2573.15,4200.0,8.0,1.04,2.0,5.0,2.0,3.1959999999999997,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.44999999999999996,1.0,6.2361,2.3387499999999997,2509.86,4122.64,2.0,0.014000000000000012,0.0,2.0
wurtzite:B-P,B2 P2,4,46.57095065738511,2.979764368566962,11.642737664346278,-8.643443185,-8.643443185,-0.4692279302380964,0.014076364999999313,False,,1.0624000000000002,8.7818,7.7194,7.75734329,0.142,0.125,9.261232193333894,0.10571111666722731,9.155521076666666,3.025809160648878,wurtzite,4,4,BP,46.2253662972765,83.569524,440.8682856554829,3.0010667508366162,10.0,20.8925,11.0,10.0,10.0,2.5,14.0,0.0,0.0,1.2,2.115,9.39235,2.08,1445.2,2376.5,6.5,0.8975,2.5,4.0,7.0710678118654755,14.257394029064358,7.0710678118654755,7.0710678118654755,7.0710678118654755,0.7071067811865476,1.4142135623730951,0.0,0.0,0.0,0.10606601717798206,1.547644611982997,0.3676955262170045,1595.1621876787326,2578.8184309873386,0.7071067811865476,0.1817264427649427,0.7071067811865476,1.4142135623730951,5.0,10.811,6.0,5.0,5.0,2.0,13.0,0.0,0.0,1.2,2.04,8.298,1.82,317.25,553.0,6.0,0.769,2.0,3.0,15.0,30.974,16.0,15.0,15.0,3.0,15.0,0.0,0.0,1.2,2.19,10.4867,2.34,2573.15,4200.0,7.0,1.026,3.0,5.0,10.0,20.163,10.0,10.0,10.0,1.0,2.0,0.0,0.0,0.0,0.1499999999999999,2.1887000000000008,0.5199999999999998,2255.9,3647.0,1.0,0.257,1.0,2.0
wurtzite:Cd-S,Cd2 S2,4,102.03892478274858,4.702284793707707,25.509731195687145,-14.8461208475,-14.8461208475,-0.776127461406249,0.0,True,-0.776127461406249,1.125,1.9853,0.8603,0.90711455,0.161,0.353,9.982347543312724,3.9075695399793897,6.074778003333333,2.464706474072183,wurtzite,4,4,CdS,99.48507495650584,288.952,19.876929564235827,4.8214299502684606,32.0,72.238,40.0,32.0,32.0,4.0,14.0,0.0,0.5,1.4,2.135,9.6769,5.38,491.42,878.9,16.0,0.471,4.0,3.0,22.627416997969522,56.81320144121435,33.94112549695428,22.627416997969522,22.627416997969522,1.4142135623730951,2.8284271247461903,0.0,0.7071067811865476,0.42426406871192845,0.6293250352560273,0.9660492844570607,4.681046891454945,145.53671770381524,227.82980489830564,8.48528137423857,0.3379970414071697,1.4142135623730951,4.242640687119285,16.0,32.065,16.0,16.0,16.0,3.0,12.0,0.0,0.0,1.1,1.69,8.9938,2.07,388.51,717.8,10.0,0.232,3.0,0.0,48.0,112.411,64.0,48.0,48.0,5.0,16.0,0.0,1.0,1.7,2.58,10.36,8.69,594.33,1040.0,22.0,0.71,5.0,6.0,32.0,80.346,48.0,32.0,32.0,2.0,4.0,0.0,1.0,0.5999999999999999,0.8900000000000001,1.3661999999999992,6.619999999999999,205.82000000000005,322.20000000000005,12.0,0.478,2.0,6.0
wurtzite:Cd-Se,Cd2 Se2,4,115.97478237665474,5.480139995990648,28.993695594163686,-17.9586397775,-3.065567027500002,-0.8376061936718759,0.0,True,-0.3611421656250018,0.5724,1.0475,0.4751,0.52978313,0.181,0.347,12.61715361000433,2.943545793337662,9.673607816666667,3.1102424048081314,wurtzite,4,4,CdSe,113.30114462847764,382.742,12.476415846764713,5.60763725806445,41.0,95.68549999999999,54.5,41.0,41.0,4.5,14.0,0.0,0.5,1.45,2.12,9.3731,6.75,544.24,999.0,21.0,0.2765,4.5,3.0,9.899494936611665,23.653428937471208,13.435028842544403,9.899494936611665,9.899494936611665,0.7071067811865476,2.8284271247461903,0.0,0.7071067811865476,0.3535533905932738,0.6081118318204308,0.5364112042081146,2.7435743110038042,70.83795733926837,57.982756057296896,1.4142135623730951,0.06293250352560273,0.7071067811865476,4.242640687119285,34.0,78.96,45.0,34.0,34.0,4.0,12.0,0.0,0.0,1.2,1.69,8.9938,4.81,494.15,958.0,20.0,0.232,4.0,0.0,48.0,112.411,64.0,48.0,48.0,5.0,16.0,0.0,1.0,1.7,2.55,9.7524,8.69,594.33,1040.0,22.0,0.321,5.0,6.0,14.0,33.45100000000001,19.0,14.0,14.0,1.0,4.0,0.0,1.0,0.5,0.8599999999999999,0.7585999999999995,3.88,100.18000000000006,82.0,2.0,0.089,1.0,6.0
