dep,date,reg,lib_dep,lib_reg,TO,R,hosp,rea,rad,dchosp,reg_rea,incid_hosp,incid_rea,incid_rad,incid_dchosp,reg_incid_rea
54,2021-07-23,44,Meurthe-et-Moselle,Grand Est,0.0817204301075269,,103,13,4722,1214,38,1,1,2,0,2
54,2021-07-24,44,Meurthe-et-Moselle,Grand Est,0.0817204301075269,1.89,103,13,4722,1214,38,0,0,0,0,0
54,2021-07-25,44,Meurthe-et-Moselle,Grand Est,0.0817204301075269,,103,13,4722,1214,38,0,0,0,0,0
54,2021-07-26,44,Meurthe-et-Moselle,Grand Est,0.0903225806451613,,103,13,4724,1214,42,2,0,2,0,5
54,2021-07-27,44,Meurthe-et-Moselle,Grand Est,0.10752688172043,,107,13,4724,1214,50,4,0,0,0,12
54,2021-07-28,44,Meurthe-et-Moselle,Grand Est,0.103225806451613,,102,13,4727,1214,48,0,1,3,0,5
54,2021-07-29,44,Meurthe-et-Moselle,Grand Est,0.105376344086022,,100,12,4730,1214,49,2,1,3,0,5
54,2021-07-30,44,Meurthe-et-Moselle,Grand Est,0.120430107526882,,103,14,4730,1214,56,4,2,1,0,9
54,2021-07-31,44,Meurthe-et-Moselle,Grand Est,0.12258064516129,1.32,104,13,4730,1214,57,1,0,0,0,3
54,2021-08-01,44,Meurthe-et-Moselle,Grand Est,0.133333333333333,,105,14,4730,1214,62,1,1,0,0,4
54,2021-08-02,44,Meurthe-et-Moselle,Grand Est,0.139784946236559,,113,15,4730,1214,65,8,1,0,0,4
54,2021-08-03,44,Meurthe-et-Moselle,Grand Est,0.137634408602151,,100,16,4736,1214,64,2,3,15,0,7
54,2021-08-04,44,Meurthe-et-Moselle,Grand Est,0.135483870967742,,99,15,4736,1214,63,1,0,2,0,4
54,2021-08-05,44,Meurthe-et-Moselle,Grand Est,0.139784946236559,,95,17,4743,1214,65,3,2,7,0,4
54,2021-08-06,44,Meurthe-et-Moselle,Grand Est,0.141935483870968,,83,15,4757,1214,66,2,1,14,0,8
54,2021-08-07,44,Meurthe-et-Moselle,Grand Est,0.144086021505376,1.08,85,15,4758,1214,67,3,1,1,0,5
54,2021-08-08,44,Meurthe-et-Moselle,Grand Est,0.161290322580645,,87,16,4759,1214,75,3,2,1,0,11
54,2021-08-09,44,Meurthe-et-Moselle,Grand Est,0.163440860215054,,93,17,4759,1214,76,6,2,0,0,8
54,2021-08-10,44,Meurthe-et-Moselle,Grand Est,0.165591397849462,,96,16,4762,1214,77,6,0,3,0,8
54,2021-08-11,44,Meurthe-et-Moselle,Grand Est,0.178494623655914,,93,15,4768,1214,83,3,1,6,0,11
54,2021-08-12,44,Meurthe-et-Moselle,Grand Est,0.191397849462366,,90,15,4772,1214,89,2,1,4,0,8
54,2021-08-13,44,Meurthe-et-Moselle,Grand Est,0.189247311827957,,88,13,4775,1215,88,3,0,3,1,5
54,2021-08-14,44,Meurthe-et-Moselle,Grand Est,0.187096774193548,1.12,86,13,4777,1216,87,1,1,2,1,2
54,2021-08-15,44,Meurthe-et-Moselle,Grand Est,0.182795698924731,,87,12,4777,1216,85,1,1,0,0,4
54,2021-08-16,44,Meurthe-et-Moselle,Grand Est,0.178494623655914,,84,12,4780,1218,83,2,1,3,2,7
54,2021-08-17,44,Meurthe-et-Moselle,Grand Est,0.172043010752688,,86,11,4783,1218,80,5,0,3,0,6
54,2021-08-18,44,Meurthe-et-Moselle,Grand Est,0.161290322580645,,92,10,4781,1218,75,5,1,0,0,7
54,2021-08-19,44,Meurthe-et-Moselle,Grand Est,0.161290322580645,,86,10,4788,1219,75,2,0,8,1,4
54,2021-08-20,44,Meurthe-et-Moselle,Grand Est,0.167741935483871,,94,14,4790,1219,78,10,2,2,0,6
54,2021-08-21,44,Meurthe-et-Moselle,Grand Est,0.165591397849462,0.99,91,12,4793,1219,77,1,0,3,0,7
54,2021-08-22,44,Meurthe-et-Moselle,Grand Est,0.165591397849462,,88,12,4795,1220,77,0,1,2,1,4
54,2021-08-23,44,Meurthe-et-Moselle,Grand Est,0.176344086021505,,91,13,4795,1221,82,4,1,0,1,7
54,2021-08-24,44,Meurthe-et-Moselle,Grand Est,0.195698924731183,,90,12,4798,1221,91,2,0,3,0,15
54,2021-08-25,44,Meurthe-et-Moselle,Grand Est,0.202150537634409,,89,13,4801,1221,94,3,1,3,0,10
54,2021-08-26,44,Meurthe-et-Moselle,Grand Est,0.208602150537634,,95,15,4803,1221,97,8,3,2,0,10
54,2021-08-27,44,Meurthe-et-Moselle,Grand Est,0.2,,95,15,4806,1221,93,3,2,3,0,5
54,2021-08-28,44,Meurthe-et-Moselle,Grand Est,0.208602150537634,0.91,94,15,4809,1221,97,2,0,3,0,7
54,2021-08-29,44,Meurthe-et-Moselle,Grand Est,0.212903225806452,,96,16,4809,1221,99,2,1,0,0,5
54,2021-08-30,44,Meurthe-et-Moselle,Grand Est,0.221505376344086,,99,16,4810,1221,103,4,0,1,0,10
54,2021-08-31,44,Meurthe-et-Moselle,Grand Est,0.236559139784946,,95,15,4813,1223,110,3,0,3,2,13
54,2021-09-01,44,Meurthe-et-Moselle,Grand Est,0.251612903225806,,91,16,4819,1223,117,2,2,5,0,17
54,2021-09-02,44,Meurthe-et-Moselle,Grand Est,0.234408602150538,,90,16,4821,1225,109,3,0,2,2,2
54,2021-09-03,44,Meurthe-et-Moselle,Grand Est,0.212903225806452,,93,15,4822,1225,99,4,1,1,0,5
54,2021-09-04,44,Meurthe-et-Moselle,Grand Est,0.210752688172043,0.91,96,15,4823,1225,98,4,0,2,0,7
54,2021-09-05,44,Meurthe-et-Moselle,Grand Est,0.212903225806452,,95,15,4825,1225,99,1,0,2,0,4
54,2021-09-06,44,Meurthe-et-Moselle,Grand Est,0.219354838709677,,96,16,4826,1225,102,2,1,1,0,14
54,2021-09-07,44,Meurthe-et-Moselle,Grand Est,0.221505376344086,,96,18,4827,1226,103,1,0,1,1,5
54,2021-09-08,44,Meurthe-et-Moselle,Grand Est,0.210752688172043,,98,17,4830,1227,98,6,1,3,1,7
54,2021-09-09,44,Meurthe-et-Moselle,Grand Est,0.210752688172043,,98,15,4832,1227,98,2,0,2,0,4
54,2021-09-10,44,Meurthe-et-Moselle,Grand Est,0.2,,96,15,4835,1227,93,2,1,2,0,5
54,2021-09-11,44,Meurthe-et-Moselle,Grand Est,0.2,0.82,94,15,4839,1227,93,2,0,4,0,5
54,2021-09-12,44,Meurthe-et-Moselle,Grand Est,0.202150537634409,,92,14,4841,1228,94,1,0,2,1,3
54,2021-09-13,44,Meurthe-et-Moselle,Grand Est,0.210752688172043,,95,14,4841,1228,98,4,2,0,0,10
54,2021-09-14,44,Meurthe-et-Moselle,Grand Est,0.221505376344086,,91,14,4846,1228,103,1,0,5,0,14
54,2021-09-15,44,Meurthe-et-Moselle,Grand Est,0.223655913978495,,97,14,4849,1229,104,11,1,3,1,9
54,2021-09-16,44,Meurthe-et-Moselle,Grand Est,0.225806451612903,,99,14,4849,1229,105,2,0,1,0,5
54,2021-09-17,44,Meurthe-et-Moselle,Grand Est,0.223655913978495,,98,15,4854,1229,104,5,1,5,0,7
54,2021-09-18,44,Meurthe-et-Moselle,Grand Est,0.212903225806452,0.77,95,14,4856,1230,99,0,0,2,1,3
54,2021-09-19,44,Meurthe-et-Moselle,Grand Est,0.217204301075269,,95,14,4856,1230,101,0,0,0,0,2
54,2021-09-20,44,Meurthe-et-Moselle,Grand Est,0.21505376344086,,93,14,4861,1229,100,3,1,6,0,9
54,2021-09-21,44,Meurthe-et-Moselle,Grand Est,0.210752688172043,,97,15,4861,1230,98,4,3,0,1,17
54,2021-09-22,44,Meurthe-et-Moselle,Grand Est,0.193548387096774,,95,13,4862,1231,90,2,0,1,1,0
54,2021-09-23,44,Meurthe-et-Moselle,Grand Est,0.18494623655914,,96,13,4863,1232,86,2,1,1,1,3
54,2021-09-24,44,Meurthe-et-Moselle,Grand Est,0.18494623655914,,88,12,4874,1232,86,3,1,11,0,9
54,2021-09-25,44,Meurthe-et-Moselle,Grand Est,0.182795698924731,0.71,90,13,4875,1232,85,4,2,1,0,3
54,2021-09-26,44,Meurthe-et-Moselle,Grand Est,0.180645161290323,,89,13,4877,1232,84,1,0,1,0,1
54,2021-09-27,44,Meurthe-et-Moselle,Grand Est,0.180645161290323,,89,13,4879,1232,84,2,0,2,0,4
54,2021-09-28,44,Meurthe-et-Moselle,Grand Est,0.176344086021505,,90,14,4880,1233,82,0,0,1,1,3
54,2021-09-29,44,Meurthe-et-Moselle,Grand Est,0.159139784946237,,87,12,4884,1233,74,1,1,4,0,3
54,2021-09-30,44,Meurthe-et-Moselle,Grand Est,0.148387096774194,,85,11,4885,1235,69,1,0,1,2,1
54,2021-10-01,44,Meurthe-et-Moselle,Grand Est,0.133333333333333,,86,10,4885,1235,62,2,0,0,0,1
